objectid,mode,lineabbr,route,month_,year_,servicetype,stopname,stopabbrone,stopabbrtwo,avgboardings,avgalightings
9968,Light Rail,703,Red Line,October,2019,SUN,Library Station,TX126074,TX126076,541.930946299999960,461.060479299999997
9969,Light Rail,703,Red Line,October,2019,WKD,Stadium Station,TX126109,TX126115,2288.628216999999950,1801.972357999999986
9970,Light Rail,704,Green Line,October,2019,WKD,Fairpark Station,TX101995,TX101996,180.229760900000002,190.505488000000014
9971,Light Rail,703,Red Line,October,2019,WKD,Murray North Station,TX136045,TX136048,493.751461300000017,530.354950900000063
9972,Light Rail,701,Blue Line,October,2019,SUN,Temple Square Station,TX125078,TX125084,691.590623299999947,662.124548099999970
9973,Light Rail,704,Green Line,October,2019,SAT,JORDAN RIVER SERVICE CENTER RELIEF,JRSCRLF,JRSCRLF,1.000000000000000,2.583333330000000
9974,Light Rail,704,Green Line,October,2019,SAT,Fairpark Station,TX101995,TX101996,142.371645900000004,154.565052799999989
9975,Light Rail,701,Blue Line,October,2019,SAT,Midvale Fort Union Station,TX153046,TX153047,510.211195299999986,467.459641599999998
9976,Light Rail,704,Green Line,October,2019,WKD,Central Pointe Station,TX125094,TX125096,1209.227716999999984,1338.817919000000074
9977,Light Rail,701,Blue Line,October,2019,WKD,Fashion Place West Station,TX153041,TX153045,964.486027100000001,894.421409299999937
9978,Light Rail,703,Red Line,October,2019,WKD,Ballpark Station,TX125092,TX125093,760.792971899999998,655.327162100000010
9979,Light Rail,704,Green Line,October,2019,WKD,City Center Station,TX128001,TX128002,1616.498078000000078,1897.516534999999976
9980,Light Rail,704,Green Line,October,2019,WKD,Arena Station,TX125067,TX125069,969.432963999999970,1318.411751000000095
9981,Light Rail,701,Blue Line,October,2019,WKD,Arena Station,TX125067,TX125069,1151.790519000000131,891.391799200000037
9982,Light Rail,704,Green Line,October,2019,WKD,Jackson/Euclid Station,TX101993,TX101994,844.925155100000097,837.712753800000087
9983,Light Rail,704,Green Line,October,2019,SAT,Airport Station,TX198004,TX198004,1082.892631999999821,1017.224235000000022
9984,Light Rail,701,Blue Line,October,2019,WKD,Sandy Expo Station,TX173129,TX173130,341.567796499999986,306.716896699999950
9985,Light Rail,704,Green Line,October,2019,WKD,Gallivan Plaza Station,TX126071,TX126073,968.749612100000036,1040.826667000000043
9986,Light Rail,701,Blue Line,October,2019,SUN,City Center Station,TX128001,TX128002,747.430015199999957,674.115852500000074
9987,Light Rail,703,Red Line,October,2019,SUN,University South Campus Station,TX127236,TX127243,131.359786200000002,169.799333300000001
9988,Light Rail,703,Red Line,October,2019,WKD,MRSC OPERATOR RELIEF,198570,198570,7.410675609999999,26.193926779999998
9989,Light Rail,704,Green Line,October,2019,SAT,Power Station,TX101997,TX101998,337.928251100000011,297.962966499999993
9990,Light Rail,704,Green Line,October,2019,SAT,Decker Lake Station,TX101742,TX101743,276.129600899999957,259.645413099999985
9991,Light Rail,703,Red Line,October,2019,SAT,Fashion Place West Station,TX153041,TX153045,673.875734400000056,688.818350800000076
9992,Light Rail,701,Blue Line,October,2019,WKD,Midvale Fort Union Station,TX153046,TX153047,636.035233500000004,633.439188300000069
9993,Light Rail,701,Blue Line,October,2019,WKD,City Center Station,TX128001,TX128002,1725.661819000000150,1707.673739999999952
9994,Light Rail,701,Blue Line,October,2019,SUN,Murray Central Station,TX153027,TX153034,350.344632600000011,349.489817300000027
9995,Light Rail,704,Green Line,October,2019,SUN,Ballpark Station,TX125092,TX125093,311.610977100000014,356.109760099999960
9996,Light Rail,701,Blue Line,October,2019,SAT,Draper Town Center Station,TX198097,TX198098,551.416008600000055,469.089125799999977
9997,Light Rail,701,Blue Line,October,2019,SAT,Courthouse Station,TX125085,TX125091,1715.370425000000068,1707.369652999999971
9998,Light Rail,704,Green Line,October,2019,WKD,Ballpark Station,TX125092,TX125093,702.752545600000076,610.998179499999992
9999,Light Rail,704,Green Line,October,2019,SUN,Arena Station,TX125067,TX125069,395.851685099999997,299.124764200000016
10000,Light Rail,701,Blue Line,October,2019,WKD,Millcreek Station,TX136033,TX136034,721.807165199999986,690.090591900000049
10001,Light Rail,704,Green Line,October,2019,WKD,Power Station,TX101997,TX101998,522.837459999999965,512.611591399999952
10002,Light Rail,704,Green Line,October,2019,SUN,Jackson/Euclid Station,TX101993,TX101994,453.318353100000024,427.376460699999996
10003,Light Rail,701,Blue Line,October,2019,SUN,Courthouse Station,TX125085,TX125091,865.257464400000003,953.088061799999991
10004,Light Rail,701,Blue Line,October,2019,SAT,Central Pointe Station,TX125094,TX125096,736.385489699999994,701.645513699999924
10005,Light Rail,703,Red Line,October,2019,SUN,Murray Central Station,TX153027,TX153034,263.645586600000001,291.935580599999980
10006,Light Rail,703,Red Line,October,2019,SAT,MRSC OPERATOR RELIEF,198570,198570,0.000000000000000,3.306666670000000
10007,Light Rail,701,Blue Line,October,2019,WKD,Gallivan Plaza Station,TX126071,TX126073,1070.609578999999940,1032.065325999999914
10008,Light Rail,703,Red Line,October,2019,SAT,Historic Gardner Station,TX101728,TX101729,299.246224299999994,293.626792300000034
10009,Light Rail,703,Red Line,October,2019,WKD,Fort Douglas Station,TX127247,TX127251,648.424571499999956,748.482314999999971
10010,Light Rail,703,Red Line,October,2019,WKD,West Jordan City Center Station,TX101726,TX101727,531.059235500000000,538.974853299999950
10011,Light Rail,701,Blue Line,October,2019,SUN,900 South Station,TX136084,TX136085,237.209007000000014,254.559009900000007
10012,Light Rail,703,Red Line,October,2019,WKD,5600 W. Old Bingham Hwy Station,TX101718,TX101719,219.943205599999999,223.011306800000000
10013,Light Rail,701,Blue Line,October,2019,WKD,Ballpark Station,TX125092,TX125093,576.614058300000011,723.959943799999905
10014,Light Rail,703,Red Line,October,2019,SUN,Central Pointe Station,TX125094,TX125096,478.451283099999955,391.193137600000000
10015,Light Rail,703,Red Line,October,2019,WKD,Daybreak Parkway Station,TX101715,TX101734,1250.632243000000017,1267.401237000000037
10016,Light Rail,704,Green Line,October,2019,SUN,Airport Station,TX198004,TX198004,864.246012399999927,690.622982900000011
10017,Light Rail,703,Red Line,October,2019,SAT,Meadowbrook Station,TX136035,TX136036,380.824988300000030,391.198755399999982
10018,Light Rail,701,Blue Line,October,2019,SUN,Salt Lake Central Station,TX101394,TX101404,382.155354100000011,301.860526900000025
10019,Light Rail,703,Red Line,October,2019,WKD,Bingham Junction Station,TX101730,TX101731,460.487727800000016,453.203738900000019
10020,Light Rail,701,Blue Line,October,2019,SAT,Kimballs Lane Station,TX198095,TX198096,134.318112299999996,137.071830100000000
10021,Light Rail,703,Red Line,October,2019,WKD,Meadowbrook Station,TX136035,TX136036,659.581487000000038,721.338416499999994
10022,Light Rail,701,Blue Line,October,2019,SUN,Gallivan Plaza Station,TX126071,TX126073,327.141835799999967,312.841262500000028
10023,Light Rail,701,Blue Line,October,2019,SAT,City Center Station,TX128001,TX128002,1918.941776000000118,1897.730501000000004
10024,Light Rail,701,Blue Line,October,2019,WKD,Murray North Station,TX136045,TX136048,520.079848699999957,457.183315199999981
10025,Light Rail,701,Blue Line,October,2019,WKD,Sandy Civic Center Station,TX173026,TX173029,520.305019399999992,497.648075000000006
10026,Light Rail,701,Blue Line,October,2019,SUN,Historic Sandy Station,TX173021,TX173022,229.409579199999996,233.284507399999995
10027,Light Rail,701,Blue Line,October,2019,SAT,Murray Central Station,TX153027,TX153034,851.828902399999947,811.245868599999994
10028,Light Rail,701,Blue Line,October,2019,SAT,Ballpark Station,TX125092,TX125093,631.121707800000081,647.724312899999973
10029,Light Rail,701,Blue Line,October,2019,SUN,Midvale Center Station,TX153048,TX153049,201.204347999999982,196.287869599999993
10030,Light Rail,704,Green Line,October,2019,SUN,1940 W. North Temple Station,TX101999,TX198003,283.758455499999968,302.797851999999978
10031,Light Rail,704,Green Line,October,2019,SUN,Courthouse Station,TX125085,TX125091,436.541171599999984,569.275894999999991
10032,Light Rail,703,Red Line,October,2019,SAT,4800 W. Old Bingham Hwy Station,TX101720,TX101721,318.639479500000050,294.833866999999998
10033,Light Rail,703,Red Line,October,2019,SUN,5600 W. Old Bingham Hwy Station,TX101718,TX101719,20.750000000000000,22.406565390000001
10034,Light Rail,701,Blue Line,October,2019,WKD,Old Greektown Station,TX101396,TX101406,548.113051400000018,497.701017000000036
10035,Light Rail,704,Green Line,October,2019,SAT,Temple Square Station,TX125078,TX125084,522.387966299999903,607.223450599999978
10036,Light Rail,703,Red Line,October,2019,SAT,University South Campus Station,TX127236,TX127243,429.852364500000022,759.028150999999980
10037,Light Rail,704,Green Line,October,2019,WKD,1940 W. North Temple Station,TX101999,TX198003,883.328256500000066,837.558239900000103
10038,Light Rail,701,Blue Line,October,2019,WKD,Crescent View Station,TX198093,TX198094,438.594649500000003,422.373067499999991
10039,Light Rail,701,Blue Line,October,2019,SAT,Arena Station,TX125067,TX125069,983.880723700000090,1201.413578000000143
10040,Light Rail,703,Red Line,October,2019,WKD,Historic Gardner Station,TX101728,TX101729,220.748221900000004,215.163394799999992
10041,Light Rail,701,Blue Line,October,2019,SAT,Old Greektown Station,TX101396,TX101406,540.648160400000052,465.434300899999982
10042,Light Rail,703,Red Line,October,2019,SUN,Bingham Junction Station,TX101730,TX101731,82.707441430000003,93.879169359999992
10043,Light Rail,701,Blue Line,October,2019,SAT,Historic Sandy Station,TX173021,TX173022,439.021953800000006,442.061426600000004
10044,Light Rail,703,Red Line,October,2019,SAT,Trolley Station,TX126081,TX126095,1584.899126000000024,1611.027086999999938
10045,Light Rail,704,Green Line,October,2019,WKD,Courthouse Station,TX125085,TX125091,2047.864848000000165,1474.306777000000011
10046,Light Rail,701,Blue Line,October,2019,SUN,Millcreek Station,TX136033,TX136034,306.897896900000035,294.465473199999963
10047,Light Rail,704,Green Line,October,2019,WKD,900 South Station,TX136084,TX136085,450.901132799999971,380.308013000000017
10048,Light Rail,703,Red Line,October,2019,SUN,Jordan Valley Station,TX101722,TX101723,100.211333299999993,93.339239670000012
10049,Light Rail,701,Blue Line,October,2019,WKD,Salt Lake Central Station,TX101394,TX101404,926.191337999999973,752.655304999999998
10050,Light Rail,701,Blue Line,October,2019,WKD,Planetarium Station,TX101395,TX101405,546.413081700000021,488.308805199999995
10051,Light Rail,704,Green Line,October,2019,WKD,West Valley Central Station,TX101744,TX101745,1238.652861000000030,1197.104586999999810
10052,Light Rail,704,Green Line,October,2019,SAT,Central Pointe Station,TX125094,TX125096,697.613135499999999,859.851463200000012
10053,Light Rail,703,Red Line,October,2019,SUN,Millcreek Station,TX136033,TX136034,254.753368800000004,273.354897300000005
10054,Light Rail,704,Green Line,October,2019,SUN,North Temple Bridge/Guadalupe,TX101991,TX101992,184.563123599999983,212.403287799999987
10055,Light Rail,701,Blue Line,October,2019,SAT,Crescent View Station,TX198093,TX198094,233.928602799999993,232.585163200000011
10056,Light Rail,701,Blue Line,October,2019,SUN,Arena Station,TX125067,TX125069,275.002755499999978,376.848793499999999
10057,Light Rail,701,Blue Line,October,2019,WKD,Draper Town Center Station,TX198097,TX198098,708.686143600000037,660.077484499999969
10058,Light Rail,703,Red Line,October,2019,WKD,University Medical Center,TX127252,TX127253,1677.877293000000009,1730.007064000000128
10059,Light Rail,703,Red Line,October,2019,SUN,900 East Station,TX126101,TX126106,348.272659000000033,322.333054400000037
10060,Light Rail,701,Blue Line,October,2019,SAT,Sandy Civic Center Station,TX173026,TX173029,334.639555499999972,307.867453399999988
10061,Light Rail,701,Blue Line,October,2019,SUN,Fashion Place West Station,TX153041,TX153045,322.664043699999979,325.178516000000002
10062,Light Rail,701,Blue Line,October,2019,SUN,Midvale Fort Union Station,TX153046,TX153047,294.855619099999956,306.251857400000006
10063,Light Rail,701,Blue Line,October,2019,SUN,Central Pointe Station,TX125094,TX125096,431.079113699999994,480.634542300000021
10064,Light Rail,703,Red Line,October,2019,WKD,900 East Station,TX126101,TX126106,1024.332976000000144,911.338592599999970
10065,Light Rail,703,Red Line,October,2019,SAT,900 East Station,TX126101,TX126106,1054.503529999999955,969.276825199999962
10066,Light Rail,703,Red Line,October,2019,SAT,2700 W. Sugar Factory Rd Station,TX101724,TX101725,163.811080500000003,152.977215700000016
10067,Light Rail,701,Blue Line,October,2019,SAT,Planetarium Station,TX101395,TX101405,785.225849900000071,807.399623599999927
10068,Light Rail,703,Red Line,November,2019,WKD,Fashion Place West Station,TX153041,TX153045,871.326808300000039,989.262632800000006
10069,Light Rail,704,Green Line,November,2019,WKD,Gallivan Plaza Station,TX126071,TX126073,909.097950699999956,886.892204099999958
10070,Light Rail,701,Blue Line,November,2019,WKD,Murray North Station,TX136045,TX136048,485.560992300000009,432.860971900000038
10071,Light Rail,704,Green Line,November,2019,SUN,1940 W. North Temple Station,TX101999,TX198003,268.565903499999990,263.504118099999971
10072,Light Rail,704,Green Line,November,2019,WKD,West Valley Central Station,TX101744,TX101745,1134.319176999999854,1111.242493000000195
10073,Light Rail,701,Blue Line,November,2019,WKD,Sandy Civic Center Station,TX173026,TX173029,486.740289700000005,471.161483299999986
10074,Light Rail,703,Red Line,November,2019,WKD,Daybreak Parkway Station,TX101715,TX101734,1253.731350000000020,1264.560320000000047
10075,Light Rail,704,Green Line,November,2019,WKD,Arena Station,TX125067,TX125069,901.100997300000017,1196.782103999999890
10076,Light Rail,704,Green Line,November,2019,SAT,Power Station,TX101997,TX101998,278.645258899999988,261.230521600000031
10077,Light Rail,701,Blue Line,November,2019,SAT,Kimballs Lane Station,TX198095,TX198096,134.403527400000002,137.776925700000021
10078,Light Rail,703,Red Line,November,2019,SAT,900 South Station,TX136084,TX136085,336.883134200000029,309.865375400000005
10079,Light Rail,704,Green Line,November,2019,SUN,Power Station,TX101997,TX101998,197.490964600000012,191.860173199999991
10080,Light Rail,701,Blue Line,November,2019,SAT,Murray North Station,TX136045,TX136048,314.133953599999984,281.658912299999997
10081,Light Rail,701,Blue Line,November,2019,WKD,Arena Station,TX125067,TX125069,1168.334221000000070,916.167360899999949
10082,Light Rail,703,Red Line,November,2019,SAT,2700 W. Sugar Factory Rd Station,TX101724,TX101725,139.080324099999984,124.356826400000003
10083,Light Rail,704,Green Line,November,2019,SUN,Decker Lake Station,TX101742,TX101743,121.682370399999996,122.927350400000009
10084,Light Rail,704,Green Line,November,2019,SUN,Central Pointe Station,TX125094,TX125096,422.816022899999950,481.671747699999969
10085,Light Rail,701,Blue Line,November,2019,SAT,900 South Station,TX136084,TX136085,356.309806499999979,339.377778100000000
10086,Light Rail,703,Red Line,November,2019,SUN,4800 W. Old Bingham Hwy Station,TX101720,TX101721,73.243333329999999,73.459999999999994
10087,Light Rail,704,Green Line,November,2019,SUN,Ballpark Station,TX125092,TX125093,306.490675999999951,317.894616500000041
10088,Light Rail,703,Red Line,November,2019,SUN,Murray North Station,TX136045,TX136048,168.793333300000000,179.121612900000002
10089,Light Rail,701,Blue Line,November,2019,WKD,Draper Town Center Station,TX198097,TX198098,756.621970700000020,694.949054999999930
10090,Light Rail,701,Blue Line,November,2019,SAT,Crescent View Station,TX198093,TX198094,222.527058599999975,222.917920699999996
10091,Light Rail,701,Blue Line,November,2019,SUN,Gallivan Plaza Station,TX126071,TX126073,251.316666699999985,253.866666699999996
10092,Light Rail,704,Green Line,November,2019,SAT,Airport Station,TX198004,TX198004,1123.659572999999909,816.272366199999965
10093,Light Rail,704,Green Line,November,2019,SUN,Redwood Junction Station,TX101740,TX101741,132.015245899999996,142.026956400000017
10094,Light Rail,703,Red Line,November,2019,SUN,Ballpark Station,TX125092,TX125093,295.826666699999976,281.327634400000022
10095,Light Rail,703,Red Line,November,2019,SAT,University Medical Center,TX127252,TX127253,664.015775599999984,810.867570399999977
10096,Light Rail,701,Blue Line,November,2019,WKD,Historic Sandy Station,TX173021,TX173022,668.355584600000043,716.055584700000054
10097,Light Rail,701,Blue Line,November,2019,SUN,Millcreek Station,TX136033,TX136034,292.516666699999973,251.566666699999985
10098,Light Rail,703,Red Line,November,2019,SUN,Stadium Station,TX126109,TX126115,429.560645200000010,338.950322600000050
10099,Light Rail,703,Red Line,November,2019,SUN,Courthouse Station,TX125085,TX125091,821.654301099999998,789.747634400000038
10100,Light Rail,701,Blue Line,November,2019,SAT,Millcreek Station,TX136033,TX136034,473.770884400000000,484.749317700000006
10101,Light Rail,704,Green Line,November,2019,SUN,Gallivan Plaza Station,TX126071,TX126073,202.563525400000003,169.551687200000003
10102,Light Rail,701,Blue Line,November,2019,SUN,Midvale Center Station,TX153048,TX153049,174.540697700000010,171.966666699999990
10103,Light Rail,703,Red Line,November,2019,WKD,South Jordan Parkway Station,TX101716,TX101717,197.556185399999976,188.392167099999995
10104,Light Rail,703,Red Line,November,2019,SAT,West Jordan City Center Station,TX101726,TX101727,244.834419799999978,240.412084500000020
10105,Light Rail,703,Red Line,November,2019,SAT,Fashion Place West Station,TX153041,TX153045,547.301822399999992,545.476856200000043
10106,Light Rail,701,Blue Line,November,2019,SUN,Meadowbrook Station,TX136035,TX136036,185.666666699999979,178.116666699999996
10107,Light Rail,703,Red Line,November,2019,WKD,Fort Douglas Station,TX127247,TX127251,680.297842800000012,756.249876300000096
10108,Light Rail,704,Green Line,November,2019,WKD,Jackson/Euclid Station,TX101993,TX101994,815.239921600000002,822.839689300000032
10109,Light Rail,703,Red Line,November,2019,SAT,Murray Central Station,TX153027,TX153034,864.008933100000036,797.480763299999921
10110,Light Rail,703,Red Line,November,2019,SAT,Millcreek Station,TX136033,TX136034,482.022709799999973,480.200133700000038
10111,Light Rail,704,Green Line,November,2019,SUN,Fairpark Station,TX101995,TX101996,56.029023750000000,47.034090909999996
10112,Light Rail,701,Blue Line,November,2019,WKD,Sandy Expo Station,TX173129,TX173130,296.361188700000014,264.441184700000008
10113,Light Rail,701,Blue Line,November,2019,SAT,Central Pointe Station,TX125094,TX125096,701.115465100000051,665.112334499999974
10114,Light Rail,704,Green Line,November,2019,SAT,North Temple Bridge/Guadalupe,TX101991,TX101992,835.510708600000044,995.386068099999989
10115,Light Rail,703,Red Line,November,2019,SAT,Stadium Station,TX126109,TX126115,3121.173690000000079,2915.442677000000003
10116,Light Rail,704,Green Line,November,2019,SAT,Temple Square Station,TX125078,TX125084,384.807141399999978,456.901676699999996
10117,Light Rail,703,Red Line,November,2019,SUN,Fort Douglas Station,TX127247,TX127251,348.130645200000004,429.043333299999972
10118,Light Rail,703,Red Line,November,2019,SUN,Trolley Station,TX126081,TX126095,756.111290300000064,744.323978499999953
10119,Light Rail,701,Blue Line,November,2019,SUN,Murray North Station,TX136045,TX136048,174.716666699999990,146.783333300000010
10120,Light Rail,704,Green Line,November,2019,SAT,Redwood Junction Station,TX101740,TX101741,229.606139100000007,227.079145900000015
10121,Light Rail,704,Green Line,November,2019,WKD,RIVER TRAIL STATION,TX101738,TX101739,279.671505900000000,273.045817699999986
10122,Light Rail,701,Blue Line,November,2019,WKD,Midvale Center Station,TX153048,TX153049,604.000920199999996,599.038575000000037
10123,Light Rail,703,Red Line,November,2019,SUN,University South Campus Station,TX127236,TX127243,162.803333300000020,205.416666699999979
10124,Light Rail,703,Red Line,November,2019,SAT,900 East Station,TX126101,TX126106,849.296878199999924,804.538139999999999
10125,Light Rail,703,Red Line,November,2019,WKD,900 East Station,TX126101,TX126106,1032.288966000000073,938.804853099999946
10126,Light Rail,703,Red Line,November,2019,WKD,Meadowbrook Station,TX136035,TX136036,650.736010299999975,686.021839399999976
10127,Light Rail,703,Red Line,November,2019,SUN,Millcreek Station,TX136033,TX136034,259.056666699999994,287.006666699999982
10128,Light Rail,701,Blue Line,November,2019,SAT,Temple Square Station,TX125078,TX125084,775.771371799999997,973.863544200000092
10129,Light Rail,703,Red Line,November,2019,WKD,Jordan Valley Station,TX101722,TX101723,491.442520199999990,445.645161500000029
10130,Light Rail,703,Red Line,November,2019,WKD,University South Campus Station,TX127236,TX127243,1262.819390000000112,1760.110884999999826
10131,Light Rail,701,Blue Line,November,2019,SUN,Historic Sandy Station,TX173021,TX173022,191.949999999999989,172.433333300000015
10132,Light Rail,704,Green Line,November,2019,WKD,North Temple Bridge/Guadalupe,TX101991,TX101992,1695.018992000000026,1583.268039999999928
10133,Light Rail,701,Blue Line,November,2019,WKD,Salt Lake Central Station,TX101394,TX101404,886.310154200000056,759.478930099999957
10134,Light Rail,703,Red Line,November,2019,WKD,Courthouse Station,TX125085,TX125091,2494.968644999999924,2700.100439999999708
10135,Light Rail,703,Red Line,November,2019,SAT,Historic Gardner Station,TX101728,TX101729,102.011454999999998,92.130550450000001
10136,Light Rail,703,Red Line,November,2019,SAT,Library Station,TX126074,TX126076,938.082354100000089,857.224924000000101
10137,Light Rail,701,Blue Line,November,2019,WKD,City Center Station,TX128001,TX128002,1664.775728999999956,1660.102815999999848
10138,Light Rail,704,Green Line,November,2019,WKD,Fairpark Station,TX101995,TX101996,151.009499900000009,175.035361100000017
10139,Light Rail,701,Blue Line,November,2019,SUN,City Center Station,TX128001,TX128002,313.833333299999993,381.033333299999981
10140,Light Rail,703,Red Line,November,2019,SAT,South Jordan Parkway Station,TX101716,TX101717,65.453480980000009,70.086695020000008
10141,Light Rail,701,Blue Line,November,2019,SAT,Murray Central Station,TX153027,TX153034,754.815747299999998,719.807580799999982
10142,Light Rail,704,Green Line,November,2019,SUN,Courthouse Station,TX125085,TX125091,399.193900499999984,463.143203999999969
10143,Light Rail,703,Red Line,November,2019,WKD,Central Pointe Station,TX125094,TX125096,1297.071433000000070,1031.956574000000046
10144,Light Rail,703,Red Line,November,2019,WKD,West Jordan City Center Station,TX101726,TX101727,509.392133300000012,504.509461800000054
10145,Light Rail,703,Red Line,November,2019,SAT,Meadowbrook Station,TX136035,TX136036,341.452970999999991,350.076273799999967
10146,Light Rail,704,Green Line,November,2019,SAT,900 South Station,TX136084,TX136085,221.013966900000014,242.477267400000017
10147,Light Rail,701,Blue Line,November,2019,WKD,Planetarium Station,TX101395,TX101405,549.480677600000035,516.773930199999995
10148,Light Rail,701,Blue Line,November,2019,SUN,Courthouse Station,TX125085,TX125091,637.100000000000023,619.066666700000042
10149,Light Rail,701,Blue Line,November,2019,SUN,900 South Station,TX136084,TX136085,227.650000000000006,228.000000000000000
10150,Light Rail,703,Red Line,November,2019,SAT,Fort Douglas Station,TX127247,TX127251,678.606512899999984,781.023060999999984
10151,Light Rail,704,Green Line,November,2019,WKD,Airport Station,TX198004,TX198004,1372.361609999999928,1503.688584999999875
10152,Light Rail,701,Blue Line,November,2019,SAT,Ballpark Station,TX125092,TX125093,542.013335399999960,544.748775700000010
10153,Light Rail,701,Blue Line,November,2019,SUN,Salt Lake Central Station,TX101394,TX101404,259.616666699999996,201.833333300000021
10154,Light Rail,701,Blue Line,November,2019,SAT,Sandy Expo Station,TX173129,TX173130,168.530975500000011,171.546546300000017
10155,Light Rail,704,Green Line,November,2019,SUN,Arena Station,TX125067,TX125069,342.469696999999996,284.986924199999976
10156,Light Rail,703,Red Line,November,2019,SAT,5600 W. Old Bingham Hwy Station,TX101718,TX101719,62.375421670000001,60.716587540000006
10157,Light Rail,703,Red Line,November,2019,SUN,5600 W. Old Bingham Hwy Station,TX101718,TX101719,16.916666669999998,16.583333330000002
10158,Light Rail,704,Green Line,November,2019,WKD,1940 W. North Temple Station,TX101999,TX198003,830.675478899999916,792.485443600000053
10159,Light Rail,703,Red Line,November,2019,WKD,MRSC OPERATOR RELIEF,198570,198570,8.580226789999999,15.170593160000001
10160,Light Rail,701,Blue Line,November,2019,SAT,Planetarium Station,TX101395,TX101405,699.217466100000024,728.596095399999967
10161,Light Rail,704,Green Line,November,2019,SAT,Courthouse Station,TX125085,TX125091,739.706413900000030,879.153571199999988
10162,Light Rail,703,Red Line,November,2019,SUN,University Medical Center,TX127252,TX127253,240.721182800000008,315.194623699999966
10163,Light Rail,703,Red Line,November,2019,WKD,Ballpark Station,TX125092,TX125093,695.777312800000004,615.260339600000066
10164,Light Rail,701,Blue Line,November,2019,WKD,Courthouse Station,TX125085,TX125091,972.940838900000017,1438.377394000000095
10165,Light Rail,704,Green Line,November,2019,SAT,City Center Station,TX128001,TX128002,948.606316699999979,900.470840400000043
10166,Light Rail,701,Blue Line,November,2019,WKD,Temple Square Station,TX125078,TX125084,375.836526300000003,354.743957299999977
10167,Light Rail,704,Green Line,November,2019,SUN,Temple Square Station,TX125078,TX125084,141.459784700000000,145.896275900000006
10168,Light Rail,703,Red Line,November,2019,SAT,Bingham Junction Station,TX101730,TX101731,190.977266100000008,170.363595599999996
10169,Light Rail,701,Blue Line,November,2019,SUN,Sandy Expo Station,TX173129,TX173130,72.400000000000006,73.083333329999988
10170,Light Rail,703,Red Line,November,2019,WKD,Murray North Station,TX136045,TX136048,484.877946699999995,504.505604900000037
10171,Light Rail,703,Red Line,November,2019,SUN,2700 W. Sugar Factory Rd Station,TX101724,TX101725,55.570000000000000,52.583655909999997
10172,Light Rail,703,Red Line,November,2019,SAT,Jordan Valley Station,TX101722,TX101723,151.265355800000009,147.252673700000003
10173,Light Rail,701,Blue Line,November,2019,SUN,Central Pointe Station,TX125094,TX125096,388.050000000000011,430.750000000000000
10174,Light Rail,703,Red Line,November,2019,SUN,900 East Station,TX126101,TX126106,362.653333299999986,337.143978499999946
10175,Light Rail,703,Red Line,November,2019,SUN,South Jordan Parkway Station,TX101716,TX101717,21.833333330000002,22.410000000000000
10176,Light Rail,703,Red Line,November,2019,WKD,Library Station,TX126074,TX126076,1358.203741000000036,1213.360901999999896
10177,Light Rail,701,Blue Line,November,2019,WKD,Old Greektown Station,TX101396,TX101406,484.266493699999955,403.345913599999960
10178,Light Rail,704,Green Line,November,2019,SAT,Arena Station,TX125067,TX125069,600.578021899999953,535.634489000000031
10179,Light Rail,703,Red Line,November,2019,SAT,Central Pointe Station,TX125094,TX125096,825.292698999999971,739.717266500000051
10180,Light Rail,704,Green Line,November,2019,SAT,1940 W. North Temple Station,TX101999,TX198003,438.290981000000045,393.501749400000051
10181,Light Rail,701,Blue Line,November,2019,WKD,Midvale Fort Union Station,TX153046,TX153047,613.684223599999996,597.407435700000065
10182,Light Rail,704,Green Line,November,2019,WKD,City Center Station,TX128001,TX128002,1542.900261000000000,1770.199170000000095
10183,Light Rail,703,Red Line,November,2019,SUN,900 South Station,TX136084,TX136085,193.446989199999990,176.260967699999981
10184,Light Rail,704,Green Line,November,2019,WKD,Decker Lake Station,TX101742,TX101743,375.840135299999986,387.441894699999978
10185,Light Rail,701,Blue Line,November,2019,SUN,Sandy Civic Center Station,TX173026,TX173029,115.633333300000004,120.000000000000000
10186,Light Rail,701,Blue Line,November,2019,SUN,Old Greektown Station,TX101396,TX101406,322.683333299999958,282.583333299999993
10187,Light Rail,703,Red Line,November,2019,SAT,Murray North Station,TX136045,TX136048,297.943738399999972,281.034308699999997
10188,Light Rail,704,Green Line,November,2019,SAT,Central Pointe Station,TX125094,TX125096,640.351790800000003,771.158439799999996
10189,Light Rail,703,Red Line,November,2019,SUN,Library Station,TX126074,TX126076,502.346666700000014,433.960322600000040
10190,Light Rail,703,Red Line,November,2019,SUN,Jordan Valley Station,TX101722,TX101723,85.666666669999998,75.326989249999997
10191,Light Rail,701,Blue Line,November,2019,SUN,Crescent View Station,TX198093,TX198094,80.033333329999991,82.983333329999994
10192,Light Rail,704,Green Line,November,2019,WKD,Courthouse Station,TX125085,TX125091,1918.315884999999980,1397.550797999999986
10193,Light Rail,701,Blue Line,November,2019,SUN,Kimballs Lane Station,TX198095,TX198096,43.399999999999999,54.216666670000002
10194,Light Rail,703,Red Line,November,2019,WKD,University Medical Center,TX127252,TX127253,1634.027794000000085,1692.205427000000100
10195,Light Rail,701,Blue Line,November,2019,SAT,Draper Town Center Station,TX198097,TX198098,456.406391499999984,431.860646999999972
10196,Light Rail,701,Blue Line,November,2019,SUN,Murray Central Station,TX153027,TX153034,238.666666699999979,223.816666699999985
