objectid,mode,lineabbr,route,month_,year_,servicetype,stopname,stopabbrone,stopabbrtwo,avgboardings,avgalightings
5343,Light Rail,704,Green Line,January,2018,SAT,1940 W. North Temple Station,TX101999,TX198003,315.252779099999998,307.332498499999986
5344,Light Rail,701,Blue Line,January,2018,SAT,Courthouse Station,TX125085,TX125091,1191.585462000000007,1177.134884999999940
5345,Light Rail,704,Green Line,January,2018,WKD,Central Pointe Station,TX125094,TX125096,1172.758841999999959,1297.207858999999871
5346,Light Rail,703,Red Line,January,2018,WKD,900 South Station,TX136084,TX136085,485.625877600000024,463.725267299999985
5347,Light Rail,704,Green Line,January,2018,SAT,Gallivan Plaza Station,TX126071,TX126073,274.701104900000018,300.941916899999967
5348,Light Rail,704,Green Line,January,2018,SAT,Redwood Junction Station,TX101740,TX101741,210.662732400000010,210.541045400000002
5349,Light Rail,703,Red Line,January,2018,SUN,Library Station,TX126074,TX126076,565.576288999999974,458.849295100000006
5350,Light Rail,701,Blue Line,January,2018,WKD,Millcreek Station,TX136033,TX136034,575.458958299999949,630.566965600000003
5351,Light Rail,704,Green Line,January,2018,SAT,Jackson/Euclid Station,TX101993,TX101994,523.996061400000031,506.260773799999981
5352,Light Rail,701,Blue Line,January,2018,SUN,Fashion Place West Station,TX153041,TX153045,297.433333299999958,264.783333299999981
5353,Light Rail,701,Blue Line,January,2018,WKD,900 South Station,TX136084,TX136085,322.508215800000016,336.609094499999969
5354,Light Rail,704,Green Line,January,2018,SAT,900 South Station,TX136084,TX136085,162.940551599999992,174.405370900000008
5355,Light Rail,704,Green Line,January,2018,SAT,Central Pointe Station,TX125094,TX125096,570.613549100000000,653.606179399999974
5356,Light Rail,704,Green Line,January,2018,SUN,Power Station,TX101997,TX101998,172.046296299999995,185.750000000000000
5357,Light Rail,704,Green Line,January,2018,SUN,Temple Square Station,TX125078,TX125084,125.000000000000000,137.555555599999991
5358,Light Rail,703,Red Line,January,2018,SUN,Jordan Valley Station,TX101722,TX101723,59.948982510000000,75.790762630000003
5359,Light Rail,701,Blue Line,January,2018,SUN,Gallivan Plaza Station,TX126071,TX126073,277.516666699999973,247.266666700000002
5360,Light Rail,703,Red Line,January,2018,SAT,Murray Central Station,TX153027,TX153034,613.063954899999999,585.272316400000022
5361,Light Rail,703,Red Line,January,2018,WKD,Murray North Station,TX136045,TX136048,556.171121400000061,579.739932899999985
5362,Light Rail,703,Red Line,January,2018,NONE,4800 W. Old Bingham Hwy Station,TX101721,TX101721,4.000000000000000,4.000000000000000
5363,Light Rail,703,Red Line,January,2018,SAT,South Jordan Parkway Station,TX101716,TX101717,33.528412699999997,32.870857140000005
5364,Light Rail,701,Blue Line,January,2018,SUN,Crescent View Station,TX198093,TX198094,86.266666669999992,87.849999999999994
5365,Light Rail,701,Blue Line,January,2018,SAT,Gallivan Plaza Station,TX126071,TX126073,533.166955300000041,541.854004300000042
5366,Light Rail,701,Blue Line,January,2018,SAT,Sandy Civic Center Station,TX173026,TX173029,199.974930599999993,201.464782399999990
5367,Light Rail,703,Red Line,January,2018,WKD,4800 W. Old Bingham Hwy Station,TX101720,TX101721,574.907030300000088,580.370103599999993
5368,Light Rail,704,Green Line,January,2018,SUN,900 South Station,TX136084,TX136085,141.398148099999986,136.444444400000009
5369,Light Rail,703,Red Line,January,2018,SAT,MRSC OPERATOR RELIEF,198570,198570,0.500000000000000,2.960000000000000
5370,Light Rail,701,Blue Line,January,2018,SUN,Midvale Fort Union Station,TX153046,TX153047,308.716666700000019,287.449999999999989
5371,Light Rail,704,Green Line,January,2018,SAT,JORDAN RIVER SERVICE CENTER RELIEF,JRSCRLF,JRSCRLF,2.500000000000000,7.194444440000000
5372,Light Rail,704,Green Line,January,2018,SUN,1940 W. North Temple Station,TX101999,TX198003,217.648148099999986,221.111111099999988
5373,Light Rail,701,Blue Line,January,2018,SUN,Old Greektown Station,TX101396,TX101406,485.866666699999996,430.016666699999973
5374,Light Rail,703,Red Line,January,2018,SUN,Courthouse Station,TX125085,TX125091,943.873447499999997,927.328618300000016
5375,Light Rail,703,Red Line,January,2018,SAT,Fort Douglas Station,TX127247,TX127251,451.243400199999996,455.943539099999953
5376,Light Rail,703,Red Line,January,2018,SUN,Murray North Station,TX136045,TX136048,158.029776900000002,171.929330800000002
5377,Light Rail,703,Red Line,January,2018,WKD,MRSC OPERATOR RELIEF,198570,198570,13.653936950000000,15.883642900000000
5378,Light Rail,704,Green Line,January,2018,SUN,Decker Lake Station,TX101742,TX101743,104.666666700000007,112.166666700000007
5379,Light Rail,703,Red Line,January,2018,WKD,Ballpark Station,TX125092,TX125093,773.099711399999933,779.738103200000069
5380,Light Rail,704,Green Line,January,2018,SAT,Ballpark Station,TX125092,TX125093,347.509997900000030,370.030664699999988
5381,Light Rail,704,Green Line,January,2018,SAT,City Center Station,TX128001,TX128002,642.103043099999923,609.781789499999945
5382,Light Rail,703,Red Line,January,2018,SUN,Stadium Station,TX126109,TX126115,481.549167300000022,449.571198900000013
5383,Light Rail,701,Blue Line,January,2018,WKD,Sandy Expo Station,TX173129,TX173130,343.079478499999993,296.721094400000027
5384,Light Rail,701,Blue Line,January,2018,SUN,Murray Central Station,TX153027,TX153034,283.433333299999958,292.350000000000023
5385,Light Rail,703,Red Line,January,2018,SAT,5600 W. Old Bingham Hwy Station,TX101718,TX101719,34.202269359999995,30.768183600000000
5386,Light Rail,701,Blue Line,January,2018,SAT,Crescent View Station,TX198093,TX198094,165.014435599999985,169.334371200000021
5387,Light Rail,701,Blue Line,January,2018,SUN,Midvale Center Station,TX153048,TX153049,154.983333300000027,163.650000000000006
5388,Light Rail,703,Red Line,January,2018,SUN,Fashion Place West Station,TX153041,TX153045,253.830729000000019,308.540888800000005
5389,Light Rail,701,Blue Line,January,2018,SUN,Draper Town Center Station,TX198097,TX198098,208.266666700000002,191.500000000000000
5390,Light Rail,703,Red Line,January,2018,WKD,South Jordan Parkway Station,TX101716,TX101717,180.537860499999994,178.267600299999998
5391,Light Rail,704,Green Line,January,2018,SUN,West Valley Central Station,TX101744,TX101745,434.333333299999993,453.685185199999978
5392,Light Rail,703,Red Line,January,2018,WKD,Fashion Place West Station,TX153041,TX153045,1038.428353000000016,1092.141562999999906
5393,Light Rail,703,Red Line,January,2018,NONE,Daybreak Parkway Station,TX101734,TX101734,22.000000000000000,23.000000000000000
5394,Light Rail,701,Blue Line,January,2018,SAT,900 South Station,TX136084,TX136085,280.254761900000005,273.798593100000005
5395,Light Rail,704,Green Line,January,2018,WKD,Decker Lake Station,TX101742,TX101743,383.255623300000025,384.194496799999968
5396,Light Rail,703,Red Line,January,2018,SAT,Fashion Place West Station,TX153041,TX153045,392.831447299999979,444.672568200000001
5397,Light Rail,704,Green Line,January,2018,SUN,Gallivan Plaza Station,TX126071,TX126073,191.981481500000001,176.157407399999983
5398,Light Rail,704,Green Line,January,2018,WKD,Gallivan Plaza Station,TX126071,TX126073,754.881444600000009,726.745833000000061
5399,Light Rail,703,Red Line,January,2018,WKD,Stadium Station,TX126109,TX126115,2449.874483999999939,2071.647828000000118
5400,Light Rail,704,Green Line,January,2018,SUN,Fairpark Station,TX101995,TX101996,41.250000000000000,42.416666670000005
5401,Light Rail,703,Red Line,January,2018,WKD,University South Campus Station,TX127236,TX127243,1147.349150999999893,1513.794585999999981
5402,Light Rail,701,Blue Line,January,2018,WKD,Sandy Civic Center Station,TX173026,TX173029,546.600718299999926,514.532585700000027
5403,Light Rail,701,Blue Line,January,2018,WKD,Kimballs Lane Station,TX198095,TX198096,284.422068500000023,284.863976100000002
5404,Light Rail,704,Green Line,January,2018,WKD,Power Station,TX101997,TX101998,493.445274299999994,465.759664999999984
5405,Light Rail,703,Red Line,January,2018,SUN,MRSC OPERATOR RELIEF,198570,198570,0.250000000000000,1.000000000000000
5406,Light Rail,701,Blue Line,January,2018,SUN,Central Pointe Station,TX125094,TX125096,386.033333299999981,464.266666699999973
5407,Light Rail,701,Blue Line,January,2018,SAT,Historic Sandy Station,TX173021,TX173022,364.783927199999994,342.712121200000013
5408,Light Rail,703,Red Line,January,2018,SAT,Bingham Junction Station,TX101730,TX101731,173.938123999999988,176.270696799999996
5409,Light Rail,704,Green Line,January,2018,WKD,Courthouse Station,TX125085,TX125091,1363.710479999999961,1343.841666999999916
5410,Light Rail,703,Red Line,January,2018,SAT,West Jordan City Center Station,TX101726,TX101727,183.011433199999999,192.402832900000021
5411,Light Rail,703,Red Line,January,2018,SAT,University Medical Center,TX127252,TX127253,313.216238000000033,344.091308599999991
5412,Light Rail,701,Blue Line,January,2018,SAT,Kimballs Lane Station,TX198095,TX198096,118.447585700000005,117.654220800000004
5413,Light Rail,704,Green Line,January,2018,WKD,Jackson/Euclid Station,TX101993,TX101994,726.338824499999987,732.391356200000018
5414,Light Rail,704,Green Line,January,2018,WKD,West Valley Central Station,TX101744,TX101745,1174.273760000000038,1159.807191999999986
5415,Light Rail,703,Red Line,January,2018,WKD,Daybreak Parkway Station,TX101715,TX101734,1250.563325000000077,1245.208437000000004
5416,Light Rail,703,Red Line,January,2018,WKD,Jordan Valley Station,TX101722,TX101723,488.773819500000002,478.281442800000036
5417,Light Rail,703,Red Line,January,2018,SUN,South Jordan Parkway Station,TX101716,TX101717,20.191404780000003,20.226810069999999
5418,Light Rail,703,Red Line,January,2018,SUN,4800 W. Old Bingham Hwy Station,TX101720,TX101721,74.363931359999995,86.239937230000010
5419,Light Rail,701,Blue Line,January,2018,SUN,Salt Lake Central Station,TX101394,TX101404,349.583333299999993,268.550000000000011
5420,Light Rail,704,Green Line,January,2018,WKD,Arena Station,TX125067,TX125069,841.249720099999990,910.703090500000030
5421,Light Rail,703,Red Line,January,2018,WKD,900 East Station,TX126101,TX126106,1044.145490000000109,969.618488200000002
5422,Light Rail,703,Red Line,January,2018,WKD,Central Pointe Station,TX125094,TX125096,1441.857584000000088,1299.283779999999979
5423,Light Rail,704,Green Line,January,2018,SAT,Arena Station,TX125067,TX125069,570.360344400000031,518.174519099999998
5424,Light Rail,701,Blue Line,January,2018,SUN,Planetarium Station,TX101395,TX101405,321.633333300000004,320.500000000000000
5425,Light Rail,701,Blue Line,January,2018,WKD,Midvale Center Station,TX153048,TX153049,654.596093500000052,656.960758599999963
5426,Light Rail,704,Green Line,January,2018,WKD,City Center Station,TX128001,TX128002,1400.625311999999894,1303.602086000000099
5427,Light Rail,701,Blue Line,January,2018,WKD,Draper Town Center Station,TX198097,TX198098,679.156131800000026,621.999248099999932
5428,Light Rail,704,Green Line,January,2018,SAT,Decker Lake Station,TX101742,TX101743,224.161904800000002,207.694761800000009
5429,Light Rail,704,Green Line,January,2018,SUN,Central Pointe Station,TX125094,TX125096,450.296296299999995,485.675925900000038
5430,Light Rail,704,Green Line,January,2018,SUN,Jackson/Euclid Station,TX101993,TX101994,404.703703700000005,401.407407400000011
5431,Light Rail,701,Blue Line,January,2018,WKD,Gallivan Plaza Station,TX126071,TX126073,1127.663658000000169,1191.009578999999803
5432,Light Rail,704,Green Line,January,2018,WKD,900 South Station,TX136084,TX136085,324.952993900000024,322.433746899999960
5433,Light Rail,703,Red Line,January,2018,SAT,Trolley Station,TX126081,TX126095,895.873834299999999,900.356685399999947
5434,Light Rail,704,Green Line,January,2018,SAT,Power Station,TX101997,TX101998,238.157773600000013,206.024220700000001
5435,Light Rail,704,Green Line,February,2018,WKD,Central Pointe Station,TX125094,TX125096,1202.691254999999956,1315.330619000000070
5436,Light Rail,701,Blue Line,February,2018,WKD,Murray Central Station,TX153027,TX153034,1083.077433999999812,1103.806439999999839
5437,Light Rail,703,Red Line,February,2018,SUN,Ballpark Station,TX125092,TX125093,251.545176699999985,239.722697399999987
5438,Light Rail,701,Blue Line,February,2018,SUN,Midvale Fort Union Station,TX153046,TX153047,327.565891500000021,306.953787599999998
5439,Light Rail,703,Red Line,February,2018,SAT,University Medical Center,TX127252,TX127253,352.440171099999986,448.482900799999982
5440,Light Rail,703,Red Line,February,2018,SAT,Daybreak Parkway Station,TX101715,TX101734,495.961762200000010,488.146611099999973
5441,Light Rail,701,Blue Line,February,2018,WKD,Draper Town Center Station,TX198097,TX198098,695.289972000000034,639.219219299999963
5442,Light Rail,703,Red Line,February,2018,SAT,Historic Gardner Station,TX101728,TX101729,73.432798339999991,61.437592379999998
5443,Light Rail,701,Blue Line,February,2018,SAT,Midvale Center Station,TX153048,TX153049,327.506607499999973,330.782056200000000
5444,Light Rail,701,Blue Line,February,2018,SUN,900 South Station,TX136084,TX136085,214.693333300000006,219.865734300000014
5445,Light Rail,704,Green Line,February,2018,SAT,Courthouse Station,TX125085,TX125091,635.210029100000042,753.723225599999978
5446,Light Rail,703,Red Line,February,2018,SAT,Meadowbrook Station,TX136035,TX136036,353.293064899999990,349.089585899999975
5447,Light Rail,703,Red Line,February,2018,WKD,900 East Station,TX126101,TX126106,1100.974688999999898,1013.403332999999975
5448,Light Rail,701,Blue Line,February,2018,WKD,Kimballs Lane Station,TX198095,TX198096,292.826911400000029,298.165485499999988
5449,Light Rail,703,Red Line,February,2018,WKD,Courthouse Station,TX125085,TX125091,2663.171794999999747,3028.271782999999687
5450,Light Rail,701,Blue Line,February,2018,SAT,Courthouse Station,TX125085,TX125091,1513.502300000000105,1453.202674999999999
5451,Light Rail,704,Green Line,February,2018,WKD,Temple Square Station,TX125078,TX125084,369.522537999999997,411.682042300000035
5452,Light Rail,701,Blue Line,February,2018,SAT,Murray Central Station,TX153027,TX153034,616.847773800000027,632.996704700000009
5453,Light Rail,701,Blue Line,February,2018,SUN,Planetarium Station,TX101395,TX101405,356.651468500000021,338.413333299999977
5454,Light Rail,704,Green Line,February,2018,WKD,Airport Station,TX198004,TX198005,1235.683976000000030,1125.189893000000211
5455,Light Rail,703,Red Line,February,2018,SUN,Historic Gardner Station,TX101728,TX101729,32.714657629999998,24.844985049999998
5456,Light Rail,704,Green Line,February,2018,SAT,Power Station,TX101997,TX101998,273.220352400000024,230.613421900000020
5457,Light Rail,704,Green Line,February,2018,SAT,Temple Square Station,TX125078,TX125084,307.107774300000017,333.203204299999982
5458,Light Rail,703,Red Line,February,2018,SUN,Library Station,TX126074,TX126076,509.035731900000030,408.442214799999988
5459,Light Rail,704,Green Line,February,2018,SAT,River Trail Station,TX101738,TX101739,103.091148199999992,110.730537800000008
5460,Light Rail,701,Blue Line,February,2018,WKD,Sandy Civic Center Station,TX173026,TX173029,531.326375999999982,508.323694400000022
5461,Light Rail,701,Blue Line,February,2018,SAT,Gallivan Plaza Station,TX126071,TX126073,603.280353699999978,619.581338500000015
5462,Light Rail,701,Blue Line,February,2018,SAT,Old Greektown Station,TX101396,TX101406,572.430389200000036,482.064545600000031
5463,Light Rail,703,Red Line,February,2018,WKD,2700 W. Sugar Factory Rd Station,TX101724,TX101725,385.112231399999985,363.597790499999974
5464,Light Rail,701,Blue Line,February,2018,SAT,Fashion Place West Station,TX153041,TX153045,544.743842099999938,501.184810299999981
5465,Light Rail,704,Green Line,February,2018,WKD,Redwood Junction Station,TX101740,TX101741,529.704718899999989,519.008688300000017
5466,Light Rail,701,Blue Line,February,2018,SAT,Meadowbrook Station,TX136035,TX136036,378.368530099999987,345.553053799999986
5467,Light Rail,704,Green Line,February,2018,SUN,Arena Station,TX125067,TX125069,401.480000000000018,330.635555599999975
5468,Light Rail,703,Red Line,February,2018,WKD,900 South Station,TX136084,TX136085,490.113248900000031,463.569741700000009
5469,Light Rail,704,Green Line,February,2018,SUN,River Trail Station,TX101738,TX101739,96.006805560000004,104.452154199999995
5470,Light Rail,704,Green Line,February,2018,SUN,Ballpark Station,TX125092,TX125093,282.226138499999990,298.914376400000037
5471,Light Rail,703,Red Line,February,2018,SUN,Jordan Valley Station,TX101722,TX101723,70.291990439999992,81.189975379999993
5472,Light Rail,704,Green Line,February,2018,SUN,City Center Station,TX128001,TX128002,342.817777799999988,340.755555599999980
5473,Light Rail,703,Red Line,February,2018,WKD,Central Pointe Station,TX125094,TX125096,1444.820701000000099,1325.569420000000036
5474,Light Rail,704,Green Line,February,2018,WKD,Gallivan Plaza Station,TX126071,TX126073,754.566889699999933,754.224335499999938
5475,Light Rail,701,Blue Line,February,2018,WKD,Millcreek Station,TX136033,TX136034,567.079355800000030,626.530940900000019
5476,Light Rail,701,Blue Line,February,2018,SUN,Salt Lake Central Station,TX101394,TX101404,424.501072299999976,367.066666699999985
5477,Light Rail,701,Blue Line,February,2018,SAT,Central Pointe Station,TX125094,TX125096,572.635676499999931,652.096540099999970
5478,Light Rail,703,Red Line,February,2018,SUN,900 East Station,TX126101,TX126106,377.763909699999999,350.082610700000032
5479,Light Rail,704,Green Line,February,2018,SAT,900 South Station,TX136084,TX136085,175.624411199999997,176.335019100000011
5480,Light Rail,701,Blue Line,February,2018,SUN,Sandy Expo Station,TX173129,TX173130,88.965891470000003,94.399067599999995
5481,Light Rail,701,Blue Line,February,2018,SUN,Meadowbrook Station,TX136035,TX136036,197.866666699999996,183.531468499999988
5482,Light Rail,703,Red Line,February,2018,SUN,Trolley Station,TX126081,TX126095,721.319808099999932,722.032062800000062
5483,Light Rail,703,Red Line,February,2018,SAT,Millcreek Station,TX136033,TX136034,464.574306199999967,451.395606400000020
5484,Light Rail,704,Green Line,February,2018,SUN,Gallivan Plaza Station,TX126071,TX126073,227.149189199999995,194.777434599999992
5485,Light Rail,704,Green Line,February,2018,SAT,Redwood Junction Station,TX101740,TX101741,222.895800300000019,225.187668000000002
5486,Light Rail,703,Red Line,February,2018,WKD,Millcreek Station,TX136033,TX136034,973.448162999999909,916.262411599999950
5487,Light Rail,701,Blue Line,February,2018,SAT,Temple Square Station,TX125078,TX125084,707.053010500000028,780.507213399999955
5488,Light Rail,703,Red Line,February,2018,SAT,2700 W. Sugar Factory Rd Station,TX101724,TX101725,107.734618800000007,103.477958600000008
5489,Light Rail,703,Red Line,February,2018,SUN,5600 W. Old Bingham Hwy Station,TX101718,TX101719,22.930133330000000,27.632171750000001
5490,Light Rail,701,Blue Line,February,2018,SAT,Crescent View Station,TX198093,TX198094,182.591726499999993,183.217990499999985
5491,Light Rail,701,Blue Line,February,2018,WKD,Planetarium Station,TX101395,TX101405,665.480458300000009,611.704463099999998
5492,Light Rail,703,Red Line,February,2018,WKD,Jordan Valley Station,TX101722,TX101723,489.868220800000017,481.546697200000040
5493,Light Rail,703,Red Line,February,2018,WKD,Ballpark Station,TX125092,TX125093,795.720954600000027,796.726037199999951
5494,Light Rail,704,Green Line,February,2018,WKD,Ballpark Station,TX125092,TX125093,686.652569599999993,662.379227199999946
5495,Light Rail,704,Green Line,February,2018,WKD,Jackson/Euclid Station,TX101993,TX101994,742.556303899999989,742.574670400000059
5496,Light Rail,704,Green Line,February,2018,SAT,Ballpark Station,TX125092,TX125093,371.104803900000036,396.015778399999988
5497,Light Rail,703,Red Line,February,2018,SAT,Ballpark Station,TX125092,TX125093,377.328288699999973,366.105102299999999
5498,Light Rail,703,Red Line,February,2018,WKD,West Jordan City Center Station,TX101726,TX101727,530.241201500000102,548.832199999999943
5499,Light Rail,703,Red Line,February,2018,SUN,Bingham Junction Station,TX101730,TX101731,136.788299299999977,144.533818400000001
5500,Light Rail,701,Blue Line,February,2018,SUN,Temple Square Station,TX125078,TX125084,320.289883400000008,368.691468499999985
5501,Light Rail,701,Blue Line,February,2018,WKD,Sandy Expo Station,TX173129,TX173130,351.235626999999965,297.579927400000031
5502,Light Rail,704,Green Line,February,2018,WKD,JORDAN RIVER SERVICE CENTER RELIEF,JRSCRLF,JRSCRLF,11.472368640000001,21.467181369999999
5503,Light Rail,703,Red Line,February,2018,SUN,2700 W. Sugar Factory Rd Station,TX101724,TX101725,48.695690319999997,45.581857630000002
5504,Light Rail,704,Green Line,February,2018,WKD,900 South Station,TX136084,TX136085,324.374118500000009,316.003458000000023
5505,Light Rail,701,Blue Line,February,2018,SUN,Crescent View Station,TX198093,TX198094,87.666666669999998,89.773333330000000
5506,Light Rail,703,Red Line,February,2018,SAT,Central Pointe Station,TX125094,TX125096,750.922926500000017,579.344028200000025
5507,Light Rail,703,Red Line,February,2018,WKD,MRSC OPERATOR RELIEF,198570,198570,18.451228069999999,27.270938270000002
5508,Light Rail,701,Blue Line,February,2018,SUN,Gallivan Plaza Station,TX126071,TX126073,343.675338000000011,294.452400899999986
5509,Light Rail,704,Green Line,February,2018,SUN,JORDAN RIVER SERVICE CENTER RELIEF,JRSCRLF,JRSCRLF,0.488235290000000,1.664705880000000
5510,Light Rail,704,Green Line,February,2018,SUN,900 South Station,TX136084,TX136085,134.280000000000001,127.248888899999997
5511,Light Rail,703,Red Line,February,2018,WKD,5600 W. Old Bingham Hwy Station,TX101718,TX101719,185.905177500000008,187.744470700000022
5512,Light Rail,701,Blue Line,February,2018,SAT,Sandy Civic Center Station,TX173026,TX173029,272.504032999999993,256.053835700000036
5513,Light Rail,704,Green Line,February,2018,WKD,West Valley Central Station,TX101744,TX101745,1199.841077999999925,1181.164056000000073
5514,Light Rail,703,Red Line,February,2018,WKD,Bingham Junction Station,TX101730,TX101731,514.752097399999911,529.293523400000026
5515,Light Rail,703,Red Line,February,2018,SAT,Murray North Station,TX136045,TX136048,233.447356400000018,233.036745199999984
5516,Light Rail,701,Blue Line,February,2018,WKD,Meadowbrook Station,TX136035,TX136036,531.381461500000000,541.689554799999996
5517,Light Rail,703,Red Line,February,2018,SUN,Millcreek Station,TX136033,TX136034,272.253790699999968,256.225972000000013
5518,Light Rail,703,Red Line,February,2018,SUN,Daybreak Parkway Station,TX101715,TX101734,269.386797100000024,279.455593799999974
5519,Light Rail,701,Blue Line,February,2018,WKD,Old Greektown Station,TX101396,TX101406,719.547336999999970,599.454252900000029
5520,Light Rail,703,Red Line,February,2018,SAT,Trolley Station,TX126081,TX126095,1078.219386999999870,1065.500232999999980
5521,Light Rail,703,Red Line,February,2018,SAT,Bingham Junction Station,TX101730,TX101731,193.891693600000025,188.244654799999978
5522,Light Rail,704,Green Line,February,2018,SAT,North Temple Bridge/Guadalupe,TX101991,TX101992,599.839013000000023,623.600784199999907
5523,Light Rail,704,Green Line,February,2018,WKD,Decker Lake Station,TX101742,TX101743,398.718107799999984,403.494377200000031
5524,Light Rail,703,Red Line,February,2018,WKD,Fort Douglas Station,TX127247,TX127251,681.168346100000008,739.579815599999961
5525,Light Rail,704,Green Line,February,2018,SAT,JORDAN RIVER SERVICE CENTER RELIEF,JRSCRLF,JRSCRLF,0.250000000000000,0.000000000000000
5526,Light Rail,703,Red Line,February,2018,SAT,MRSC OPERATOR RELIEF,198570,198570,6.267777779999999,4.730000000000000
5527,Light Rail,701,Blue Line,February,2018,WKD,Midvale Center Station,TX153048,TX153049,662.422244399999954,671.145503099999928
5528,Light Rail,701,Blue Line,February,2018,SAT,Midvale Fort Union Station,TX153046,TX153047,506.766296400000044,490.728935500000034
5529,Light Rail,701,Blue Line,February,2018,SUN,Midvale Center Station,TX153048,TX153049,175.265734300000020,172.305734300000012
5530,Light Rail,701,Blue Line,February,2018,SAT,Murray North Station,TX136045,TX136048,287.970603199999971,241.620823300000012
5531,Light Rail,704,Green Line,February,2018,SUN,Jackson/Euclid Station,TX101993,TX101994,423.466666700000019,412.386666699999978
5532,Light Rail,703,Red Line,February,2018,SUN,Courthouse Station,TX125085,TX125091,883.242621500000041,901.074007899999970
5533,Light Rail,701,Blue Line,February,2018,SAT,Arena Station,TX125067,TX125069,762.959238900000059,888.182787399999938
5534,Light Rail,704,Green Line,February,2018,SAT,Jackson/Euclid Station,TX101993,TX101994,590.765602199999989,571.396474300000023
5535,Light Rail,703,Red Line,February,2018,SUN,MRSC OPERATOR RELIEF,198570,198570,4.200000000000000,5.800000000000000
5536,Light Rail,703,Red Line,February,2018,SAT,Murray Central Station,TX153027,TX153034,728.008813899999950,665.978462899999954
5537,Light Rail,703,Red Line,February,2018,WKD,Murray North Station,TX136045,TX136048,549.555763899999988,556.712985300000014
5538,Light Rail,703,Red Line,February,2018,SUN,Central Pointe Station,TX125094,TX125096,500.966076999999984,389.129683399999976
5539,Light Rail,701,Blue Line,February,2018,SUN,Murray North Station,TX136045,TX136048,175.599067599999984,158.211468499999995
5540,Light Rail,704,Green Line,February,2018,SAT,City Center Station,TX128001,TX128002,755.470049099999983,692.557827700000075
5541,Light Rail,701,Blue Line,February,2018,WKD,Salt Lake Central Station,TX101394,TX101404,1069.628684999999905,963.868295500000045
5542,Light Rail,704,Green Line,February,2018,SAT,Gallivan Plaza Station,TX126071,TX126073,295.778259300000002,316.166659900000013
5543,Light Rail,701,Blue Line,February,2018,SAT,Sandy Expo Station,TX173129,TX173130,186.115404999999981,187.474914899999987
5544,Light Rail,701,Blue Line,February,2018,SUN,Millcreek Station,TX136033,TX136034,287.293333299999972,289.893333299999995
5545,Light Rail,701,Blue Line,February,2018,WKD,Ballpark Station,TX125092,TX125093,555.754128000000037,594.883249099999944
5546,Light Rail,701,Blue Line,February,2018,WKD,Crescent View Station,TX198093,TX198094,472.216444899999999,444.247492300000033
5547,Light Rail,704,Green Line,February,2018,SUN,North Temple Bridge/Guadalupe,TX101991,TX101992,283.031111099999976,275.262222199999997
5548,Light Rail,704,Green Line,February,2018,SAT,Fairpark Station,TX101995,TX101996,100.478223200000002,95.487322419999998
5549,Light Rail,704,Green Line,February,2018,SAT,1940 W. North Temple Station,TX101999,TX198003,377.031542699999989,371.493397999999956
5550,Light Rail,703,Red Line,February,2018,SAT,Jordan Valley Station,TX101722,TX101723,128.990130500000021,125.532416999999995
5551,Light Rail,701,Blue Line,February,2018,WKD,Gallivan Plaza Station,TX126071,TX126073,1207.339558000000125,1244.087509000000182
5552,Light Rail,701,Blue Line,February,2018,WKD,City Center Station,TX128001,TX128002,2102.564654000000246,2343.470698000000084
5553,Light Rail,704,Green Line,February,2018,WKD,1940 W. North Temple Station,TX101999,TX198003,714.091013900000007,721.363400799999908
5554,Light Rail,701,Blue Line,February,2018,WKD,Fashion Place West Station,TX153041,TX153045,906.903158500000018,954.065915100000097
5555,Light Rail,701,Blue Line,February,2018,SUN,Sandy Civic Center Station,TX173026,TX173029,130.866666699999996,136.466666699999990
5556,Light Rail,701,Blue Line,February,2018,SAT,Historic Sandy Station,TX173021,TX173022,391.614495199999965,365.354194300000017
5557,Light Rail,701,Blue Line,February,2018,SAT,Draper Town Center Station,TX198097,TX198098,353.143569600000035,332.432519300000024
5558,Light Rail,704,Green Line,February,2018,SUN,Power Station,TX101997,TX101998,167.617777800000027,179.817777800000016
5559,Light Rail,701,Blue Line,February,2018,SUN,Kimballs Lane Station,TX198095,TX198096,83.066666669999989,79.837202800000000
5560,Light Rail,703,Red Line,February,2018,WKD,Daybreak Parkway Station,TX101715,TX101734,1296.795201000000134,1293.340564999999970
5561,Light Rail,701,Blue Line,February,2018,SUN,Ballpark Station,TX125092,TX125093,320.999067600000046,332.716270400000042
5562,Light Rail,701,Blue Line,February,2018,SUN,Draper Town Center Station,TX198097,TX198098,241.796899199999984,235.964026700000005
5563,Light Rail,704,Green Line,February,2018,SUN,Redwood Junction Station,TX101740,TX101741,157.843750000000000,168.995626399999992
5564,Light Rail,703,Red Line,February,2018,SUN,Meadowbrook Station,TX136035,TX136036,209.240561799999995,206.126013700000016
5565,Light Rail,704,Green Line,February,2018,SUN,1940 W. North Temple Station,TX101999,TX198003,237.693333300000006,254.048888900000009
5566,Light Rail,703,Red Line,February,2018,WKD,Murray Central Station,TX153027,TX153034,2112.965463999999884,2019.875358000000006
5567,Light Rail,703,Red Line,February,2018,WKD,Trolley Station,TX126081,TX126095,1591.434807000000092,1637.700207999999975
5568,Light Rail,704,Green Line,February,2018,WKD,City Center Station,TX128001,TX128002,1402.415733999999929,1317.319408000000067
5569,Light Rail,704,Green Line,February,2018,WKD,Arena Station,TX125067,TX125069,890.263698500000032,1020.233069999999998
