objectid,mode,lineabbr,route,month_,year_,servicetype,stopname,stopabbrone,stopabbrtwo,avgboardings,avgalightings
2230,Commuter Rail,750,FrontRunner,1,2023,WKD,Salt Lake Central Station,FR101393,FR101393,887.562236,1020.097345
2250,Commuter Rail,750,FrontRunner,1,2023,SAT,South Jordan Station,FR198023,FR198023,223.8666667,222.6
2227,Commuter Rail,750,FrontRunner,1,2023,WKD,South Jordan Station,FR198023,FR198023,504.3599678,508.258839
2245,Commuter Rail,750,FrontRunner,1,2023,SAT,Vineyard Station,FR800022,FR800022,125.8,126.2
2235,Commuter Rail,750,FrontRunner,1,2023,WKD,Vineyard Station,FR800022,FR800022,286.8454739,276.2236234
2233,Commuter Rail,750,FrontRunner,1,2023,SAT,Woods Cross Station,FR301085,FR301085,210.1333333,211.3333333
2226,Commuter Rail,750,FrontRunner,1,2023,WKD,Woods Cross Station,FR301085,FR301085,383.9225034,375.1073203
2282,Commuter Rail,750,FrontRunner,2,2023,SAT,American Fork Station,FR801160,FR801160,297.4,276.4666667
2255,Commuter Rail,750,FrontRunner,2,2023,SUN,American Fork Station,FR801160,FR801160,183,185
2276,Commuter Rail,750,FrontRunner,2,2023,WKD,American Fork Station,FR801160,FR801160,542.5344723,477.1610768
2258,Commuter Rail,750,FrontRunner,2,2023,SAT,Clearfield Station,FR301081,FR301081,390.4,329
2293,Commuter Rail,750,FrontRunner,2,2023,SUN,Clearfield Station,FR301081,FR301081,177,200
2289,Commuter Rail,750,FrontRunner,2,2023,WKD,Clearfield Station,FR301081,FR301081,466.9142788,412.9370385
2279,Commuter Rail,750,FrontRunner,2,2023,SAT,Draper Station,FR198022,FR198022,230.3333333,215.5333333
2260,Commuter Rail,750,FrontRunner,2,2023,SUN,Draper Station,FR198022,FR198022,104,112
2299,Commuter Rail,750,FrontRunner,2,2023,WKD,Draper Station,FR198022,FR198022,511.5039897,482.9787592
2301,Commuter Rail,750,FrontRunner,2,2023,SAT,Farmington Station,FR301084,FR301084,524.4666667,526.6
2297,Commuter Rail,750,FrontRunner,2,2023,SUN,Farmington Station,FR301084,FR301084,257,279
2296,Commuter Rail,750,FrontRunner,2,2023,WKD,Farmington Station,FR301084,FR301084,339.9575324,326.9185518
2257,Commuter Rail,750,FrontRunner,2,2023,SAT,Layton Station,FR301082,FR301082,477.8,444.9333333
2262,Commuter Rail,750,FrontRunner,2,2023,SUN,Layton Station,FR301082,FR301082,263,319
2275,Commuter Rail,750,FrontRunner,2,2023,WKD,Layton Station,FR301082,FR301082,525.8786656,494.1008953
2298,Commuter Rail,750,FrontRunner,2,2023,SAT,Lehi Station,FR801159,FR801159,435,435.4
2271,Commuter Rail,750,FrontRunner,2,2023,SUN,Lehi Station,FR801159,FR801159,206,211
2256,Commuter Rail,750,FrontRunner,2,2023,WKD,Lehi Station,FR801159,FR801159,874.9343267,866.4151034
2254,Commuter Rail,750,FrontRunner,2,2023,SAT,Murray Central Station,FR198021,FR198021,739,746
2266,Commuter Rail,750,FrontRunner,2,2023,SUN,Murray Central Station,FR198021,FR198021,340,358
2263,Commuter Rail,750,FrontRunner,2,2023,WKD,Murray Central Station,FR198021,FR198021,1300.615631,1302.577965
2280,Commuter Rail,750,FrontRunner,2,2023,SAT,North Temple Station,FR198030,FR198030,1247.6,1260.466667
2272,Commuter Rail,750,FrontRunner,2,2023,SUN,North Temple Station,FR198030,FR198030,857,865
2283,Commuter Rail,750,FrontRunner,2,2023,WKD,North Temple Station,FR198030,FR198030,1858.903773,1880.953197
2292,Commuter Rail,750,FrontRunner,2,2023,SAT,Ogden Central Station,FR601084,FR601084,1121,1053.266667
2300,Commuter Rail,750,FrontRunner,2,2023,SUN,Ogden Central Station,FR601084,FR601084,628,604
2265,Commuter Rail,750,FrontRunner,2,2023,WKD,Ogden Central Station,FR601084,FR601084,995.3357702,1043.212339
2268,Commuter Rail,750,FrontRunner,2,2023,SAT,Orem Central Station,FR801163,FR801163,549.2666667,503
2290,Commuter Rail,750,FrontRunner,2,2023,SUN,Orem Central Station,FR801163,FR801163,156,185
2281,Commuter Rail,750,FrontRunner,2,2023,WKD,Orem Central Station,FR801163,FR801163,1071.393926,1083.556099
2267,Commuter Rail,750,FrontRunner,2,2023,SAT,Provo Central Station,FR801164,FR801164,1077.666667,1206
2286,Commuter Rail,750,FrontRunner,2,2023,SUN,Provo Central Station,FR801164,FR801164,553,543
2284,Commuter Rail,750,FrontRunner,2,2023,WKD,Provo Central Station,FR801164,FR801164,1750.483294,1792.021332
2269,Commuter Rail,750,FrontRunner,2,2023,SAT,Roy Station,FR601085,FR601085,309.7333333,268.5333333
2285,Commuter Rail,750,FrontRunner,2,2023,SUN,Roy Station,FR601085,FR601085,180,214
2264,Commuter Rail,750,FrontRunner,2,2023,WKD,Roy Station,FR601085,FR601085,381.0941688,339.3392918
2295,Commuter Rail,750,FrontRunner,2,2023,SAT,Salt Lake Central Station,FR101393,FR101393,1185.266667,1385.133333
2287,Commuter Rail,750,FrontRunner,2,2023,SUN,Salt Lake Central Station,FR101393,FR101393,1048,1008
2277,Commuter Rail,750,FrontRunner,2,2023,WKD,Salt Lake Central Station,FR101393,FR101393,1007.146313,1167.287756
2270,Commuter Rail,750,FrontRunner,2,2023,SAT,South Jordan Station,FR198023,FR198023,286.3333333,282.6666667
2294,Commuter Rail,750,FrontRunner,2,2023,SUN,South Jordan Station,FR198023,FR198023,153,143
2259,Commuter Rail,750,FrontRunner,2,2023,WKD,South Jordan Station,FR198023,FR198023,532.7753426,505.981696
2278,Commuter Rail,750,FrontRunner,2,2023,SAT,Vineyard Station,FR800022,FR800022,208.6333333,187.4
2274,Commuter Rail,750,FrontRunner,2,2023,SUN,Vineyard Station,FR800022,FR800022,88,110
2288,Commuter Rail,750,FrontRunner,2,2023,WKD,Vineyard Station,FR800022,FR800022,326.1660163,315.6977306
2273,Commuter Rail,750,FrontRunner,2,2023,SAT,Woods Cross Station,FR301085,FR301085,426.2666667,383.5333333
2261,Commuter Rail,750,FrontRunner,2,2023,SUN,Woods Cross Station,FR301085,FR301085,208,228
2291,Commuter Rail,750,FrontRunner,2,2023,WKD,Woods Cross Station,FR301085,FR301085,438.1173703,429.5741282
2326,Commuter Rail,750,FrontRunner,3,2023,SAT,American Fork Station,FR801160,FR801160,221.25,201.25
2310,Commuter Rail,750,FrontRunner,3,2023,WKD,American Fork Station,FR801160,FR801160,482.7362151,447.1482504
2329,Commuter Rail,750,FrontRunner,3,2023,SAT,Clearfield Station,FR301081,FR301081,231.6666667,204.75
2315,Commuter Rail,750,FrontRunner,3,2023,WKD,Clearfield Station,FR301081,FR301081,434.0548367,375.7013086
2314,Commuter Rail,750,FrontRunner,3,2023,SAT,Draper Station,FR198022,FR198022,159.4166667,146.5833333
2302,Commuter Rail,750,FrontRunner,3,2023,WKD,Draper Station,FR198022,FR198022,460.7380834,438.1744847
2316,Commuter Rail,750,FrontRunner,3,2023,SAT,Farmington Station,FR301084,FR301084,311.5833333,305
2333,Commuter Rail,750,FrontRunner,3,2023,WKD,Farmington Station,FR301084,FR301084,308.1072983,285.1907471
2322,Commuter Rail,750,FrontRunner,3,2023,SAT,Layton Station,FR301082,FR301082,330.1666667,318.5
2321,Commuter Rail,750,FrontRunner,3,2023,WKD,Layton Station,FR301082,FR301082,494.1623053,478.7172555
2319,Commuter Rail,750,FrontRunner,3,2023,SAT,Lehi Station,FR801159,FR801159,303.9166667,294
2304,Commuter Rail,750,FrontRunner,3,2023,WKD,Lehi Station,FR801159,FR801159,802.0456546,806.981997
2324,Commuter Rail,750,FrontRunner,3,2023,SAT,Murray Central Station,FR198021,FR198021,571.5,584.125
2307,Commuter Rail,750,FrontRunner,3,2023,WKD,Murray Central Station,FR198021,FR198021,1213.105097,1229.021895
2327,Commuter Rail,750,FrontRunner,3,2023,SAT,North Temple Station,FR198030,FR198030,777.75,747.4166667
2330,Commuter Rail,750,FrontRunner,3,2023,WKD,North Temple Station,FR198030,FR198030,1757.615106,1750.399458
2323,Commuter Rail,750,FrontRunner,3,2023,SAT,Ogden Central Station,FR601084,FR601084,797.8333333,846.25
2306,Commuter Rail,750,FrontRunner,3,2023,WKD,Ogden Central Station,FR601084,FR601084,921.155862,950.5829659
2303,Commuter Rail,750,FrontRunner,3,2023,SAT,Orem Central Station,FR801163,FR801163,446.875,402.875
2325,Commuter Rail,750,FrontRunner,3,2023,WKD,Orem Central Station,FR801163,FR801163,942.2453007,908.2579968
2332,Commuter Rail,750,FrontRunner,3,2023,SAT,Provo Central Station,FR801164,FR801164,835.6666667,911
2331,Commuter Rail,750,FrontRunner,3,2023,WKD,Provo Central Station,FR801164,FR801164,1621.787076,1679.273664
2317,Commuter Rail,750,FrontRunner,3,2023,SAT,Roy Station,FR601085,FR601085,209.5833333,177.6666667
2328,Commuter Rail,750,FrontRunner,3,2023,WKD,Roy Station,FR601085,FR601085,355.9896289,327.4103712
2305,Commuter Rail,750,FrontRunner,3,2023,SAT,Salt Lake Central Station,FR101393,FR101393,602.6666667,701.3333333
2313,Commuter Rail,750,FrontRunner,3,2023,WKD,Salt Lake Central Station,FR101393,FR101393,914.034112,1067.650058
2318,Commuter Rail,750,FrontRunner,3,2023,SAT,South Jordan Station,FR198023,FR198023,216.4166667,229.8333333
2312,Commuter Rail,750,FrontRunner,3,2023,WKD,South Jordan Station,FR198023,FR198023,510.8903457,491.1027983
2309,Commuter Rail,750,FrontRunner,3,2023,SAT,Vineyard Station,FR800022,FR800022,145.9166667,129.6666667
2311,Commuter Rail,750,FrontRunner,3,2023,WKD,Vineyard Station,FR800022,FR800022,287.4163131,286.6969468
2308,Commuter Rail,750,FrontRunner,3,2023,SAT,Woods Cross Station,FR301085,FR301085,250.9166667,218.5
2320,Commuter Rail,750,FrontRunner,3,2023,WKD,Woods Cross Station,FR301085,FR301085,405.871759,386.7353292
2339,Commuter Rail,750,FrontRunner,4,2023,SAT,American Fork Station,FR801160,FR801160,254.6,244.2
2362,Commuter Rail,750,FrontRunner,4,2023,WKD,American Fork Station,FR801160,FR801160,495.5354167,432.5825
2350,Commuter Rail,750,FrontRunner,4,2023,SAT,Clearfield Station,FR301081,FR301081,248,246.1
2346,Commuter Rail,750,FrontRunner,4,2023,WKD,Clearfield Station,FR301081,FR301081,463.9262302,421.4970635
2336,Commuter Rail,750,FrontRunner,4,2023,SAT,Draper Station,FR198022,FR198022,197.6,184.6
2354,Commuter Rail,750,FrontRunner,4,2023,WKD,Draper Station,FR198022,FR198022,483.3243849,458.5450595
2343,Commuter Rail,750,FrontRunner,4,2023,SAT,Farmington Station,FR301084,FR301084,561.1,537.9
2357,Commuter Rail,750,FrontRunner,4,2023,WKD,Farmington Station,FR301084,FR301084,350.314246,328.0379563
2349,Commuter Rail,750,FrontRunner,4,2023,SAT,Layton Station,FR301082,FR301082,349,349.6
2359,Commuter Rail,750,FrontRunner,4,2023,WKD,Layton Station,FR301082,FR301082,507.3705357,509.7640278
2344,Commuter Rail,750,FrontRunner,4,2023,SAT,Lehi Station,FR801159,FR801159,359.9,347.9
2365,Commuter Rail,750,FrontRunner,4,2023,WKD,Lehi Station,FR801159,FR801159,816.145119,784.2126786
2342,Commuter Rail,750,FrontRunner,4,2023,SAT,Murray Central Station,FR198021,FR198021,649.5,664.5
2348,Commuter Rail,750,FrontRunner,4,2023,WKD,Murray Central Station,FR198021,FR198021,1279.022599,1226.644782
2337,Commuter Rail,750,FrontRunner,4,2023,SAT,North Temple Station,FR198030,FR198030,980.4,983.4
2356,Commuter Rail,750,FrontRunner,4,2023,WKD,North Temple Station,FR198030,FR198030,1646.633889,1664.451667
2363,Commuter Rail,750,FrontRunner,4,2023,SAT,Ogden Central Station,FR601084,FR601084,779.7,818
2361,Commuter Rail,750,FrontRunner,4,2023,WKD,Ogden Central Station,FR601084,FR601084,991.0957143,1100.952282
2340,Commuter Rail,750,FrontRunner,4,2023,SAT,Orem Central Station,FR801163,FR801163,534.3,439
2364,Commuter Rail,750,FrontRunner,4,2023,WKD,Orem Central Station,FR801163,FR801163,974.9358135,936.8001389
2352,Commuter Rail,750,FrontRunner,4,2023,SAT,Provo Central Station,FR801164,FR801164,1008.4,1018.1
2353,Commuter Rail,750,FrontRunner,4,2023,WKD,Provo Central Station,FR801164,FR801164,1538.408571,1590.310218
2347,Commuter Rail,750,FrontRunner,4,2023,SAT,Roy Station,FR601085,FR601085,222,222.6
2334,Commuter Rail,750,FrontRunner,4,2023,WKD,Roy Station,FR601085,FR601085,367.577004,355.0480357
2355,Commuter Rail,750,FrontRunner,4,2023,SAT,Salt Lake Central Station,FR101393,FR101393,633.6,706.8
2335,Commuter Rail,750,FrontRunner,4,2023,WKD,Salt Lake Central Station,FR101393,FR101393,954.0995635,1108.969881
2360,Commuter Rail,750,FrontRunner,4,2023,SAT,South Jordan Station,FR198023,FR198023,258.8,286.3
2351,Commuter Rail,750,FrontRunner,4,2023,WKD,South Jordan Station,FR198023,FR198023,509.59,483.3320238
2345,Commuter Rail,750,FrontRunner,4,2023,SAT,Vineyard Station,FR800022,FR800022,142.1,140.9
2341,Commuter Rail,750,FrontRunner,4,2023,WKD,Vineyard Station,FR800022,FR800022,296.291627,293.4430754
2338,Commuter Rail,750,FrontRunner,4,2023,SAT,Woods Cross Station,FR301085,FR301085,266.3,257
2358,Commuter Rail,750,FrontRunner,4,2023,WKD,Woods Cross Station,FR301085,FR301085,429.0336508,404.1650595
2382,Commuter Rail,750,FrontRunner,5,2023,SAT,American Fork Station,FR801160,FR801160,238.0666667,221.2666667
2373,Commuter Rail,750,FrontRunner,5,2023,WKD,American Fork Station,FR801160,FR801160,458.7277136,430.8492174
2397,Commuter Rail,750,FrontRunner,5,2023,SAT,Clearfield Station,FR301081,FR301081,262.5333333,255.5333333
2396,Commuter Rail,750,FrontRunner,5,2023,WKD,Clearfield Station,FR301081,FR301081,471.3094588,417.1167888
2372,Commuter Rail,750,FrontRunner,5,2023,SAT,Draper Station,FR198022,FR198022,224,203.2666667
2368,Commuter Rail,750,FrontRunner,5,2023,WKD,Draper Station,FR198022,FR198022,502.5680267,472.2759685
2377,Commuter Rail,750,FrontRunner,5,2023,SAT,Farmington Station,FR301084,FR301084,645.1333333,588.0666667
2388,Commuter Rail,750,FrontRunner,5,2023,WKD,Farmington Station,FR301084,FR301084,500.6260602,460.1122076
2369,Commuter Rail,750,FrontRunner,5,2023,SAT,Layton Station,FR301082,FR301082,322.8,352.1333333
2394,Commuter Rail,750,FrontRunner,5,2023,WKD,Layton Station,FR301082,FR301082,514.9221085,523.3376915
2395,Commuter Rail,750,FrontRunner,5,2023,SAT,Lehi Station,FR801159,FR801159,357.6666667,333
2380,Commuter Rail,750,FrontRunner,5,2023,WKD,Lehi Station,FR801159,FR801159,851.1912796,798.8618555
2374,Commuter Rail,750,FrontRunner,5,2023,SAT,Murray Central Station,FR198021,FR198021,658.0666667,689.6666667
2392,Commuter Rail,750,FrontRunner,5,2023,WKD,Murray Central Station,FR198021,FR198021,1225.506403,1211.234942
2366,Commuter Rail,750,FrontRunner,5,2023,SAT,North Temple Station,FR198030,FR198030,876.2666667,874.2
2387,Commuter Rail,750,FrontRunner,5,2023,WKD,North Temple Station,FR198030,FR198030,1758.155645,1766.343101
2390,Commuter Rail,750,FrontRunner,5,2023,SAT,Ogden Central Station,FR601084,FR601084,952.2666667,889
2375,Commuter Rail,750,FrontRunner,5,2023,WKD,Ogden Central Station,FR601084,FR601084,939.7446862,1073.495999
2386,Commuter Rail,750,FrontRunner,5,2023,SAT,Orem Central Station,FR801163,FR801163,454.5333333,390.8666667
2381,Commuter Rail,750,FrontRunner,5,2023,WKD,Orem Central Station,FR801163,FR801163,767.6288577,728.7664637
2391,Commuter Rail,750,FrontRunner,5,2023,SAT,Provo Central Station,FR801164,FR801164,879.5333333,985.1333333
2384,Commuter Rail,750,FrontRunner,5,2023,WKD,Provo Central Station,FR801164,FR801164,1531.328211,1574.470744
2370,Commuter Rail,750,FrontRunner,5,2023,SAT,Roy Station,FR601085,FR601085,238.6666667,227.1333333
2367,Commuter Rail,750,FrontRunner,5,2023,WKD,Roy Station,FR601085,FR601085,367.1316872,363.4532411
2393,Commuter Rail,750,FrontRunner,5,2023,SAT,Salt Lake Central Station,FR101393,FR101393,619.1333333,718.2
2378,Commuter Rail,750,FrontRunner,5,2023,WKD,Salt Lake Central Station,FR101393,FR101393,931.4480316,1056.506231
2376,Commuter Rail,750,FrontRunner,5,2023,SAT,South Jordan Station,FR198023,FR198023,262.6,269.8
2383,Commuter Rail,750,FrontRunner,5,2023,WKD,South Jordan Station,FR198023,FR198023,541.7181869,513.7221368
2379,Commuter Rail,750,FrontRunner,5,2023,SAT,Vineyard Station,FR800022,FR800022,134.1333333,125.5333333
2389,Commuter Rail,750,FrontRunner,5,2023,WKD,Vineyard Station,FR800022,FR800022,303.9436204,288.1690804
2385,Commuter Rail,750,FrontRunner,5,2023,SAT,Woods Cross Station,FR301085,FR301085,241.3333333,232.1333333
2371,Commuter Rail,750,FrontRunner,5,2023,WKD,Woods Cross Station,FR301085,FR301085,436.0657891,415.32889
2405,Commuter Rail,750,FrontRunner,6,2023,SAT,American Fork Station,FR801160,FR801160,238.5,233.8333333
2418,Commuter Rail,750,FrontRunner,6,2023,WKD,American Fork Station,FR801160,FR801160,456.3944519,430.2421862
2403,Commuter Rail,750,FrontRunner,6,2023,SAT,Clearfield Station,FR301081,FR301081,297.6666667,266.5
2423,Commuter Rail,750,FrontRunner,6,2023,WKD,Clearfield Station,FR301081,FR301081,483.4014962,427.7224419
2416,Commuter Rail,750,FrontRunner,6,2023,SAT,Draper Station,FR198022,FR198022,214.5833333,206.6666667
2402,Commuter Rail,750,FrontRunner,6,2023,WKD,Draper Station,FR198022,FR198022,530.1240003,497.4274292
2414,Commuter Rail,750,FrontRunner,6,2023,SAT,Farmington Station,FR301084,FR301084,587.5,539
2399,Commuter Rail,750,FrontRunner,6,2023,WKD,Farmington Station,FR301084,FR301084,735.1284249,727.3609868
2408,Commuter Rail,750,FrontRunner,6,2023,SAT,Layton Station,FR301082,FR301082,362.5,327.75
2428,Commuter Rail,750,FrontRunner,6,2023,WKD,Layton Station,FR301082,FR301082,548.2810502,546.9105963
2406,Commuter Rail,750,FrontRunner,6,2023,SAT,Lehi Station,FR801159,FR801159,344.4166667,345.1666667
2407,Commuter Rail,750,FrontRunner,6,2023,WKD,Lehi Station,FR801159,FR801159,802.2837034,746.7144006
2421,Commuter Rail,750,FrontRunner,6,2023,SAT,Murray Central Station,FR198021,FR198021,632.3333333,640.9166667
2425,Commuter Rail,750,FrontRunner,6,2023,WKD,Murray Central Station,FR198021,FR198021,1255.688602,1235.357965
2420,Commuter Rail,750,FrontRunner,6,2023,SAT,North Temple Station,FR198030,FR198030,934.3333333,943.5
2410,Commuter Rail,750,FrontRunner,6,2023,WKD,North Temple Station,FR198030,FR198030,1738.788128,1725.064418
2404,Commuter Rail,750,FrontRunner,6,2023,SAT,Ogden Central Station,FR601084,FR601084,788.25,818.9166667
2422,Commuter Rail,750,FrontRunner,6,2023,WKD,Ogden Central Station,FR601084,FR601084,970.9325266,1112.639614
2398,Commuter Rail,750,FrontRunner,6,2023,SAT,Orem Central Station,FR801163,FR801163,435.8333333,389.3333333
2413,Commuter Rail,750,FrontRunner,6,2023,WKD,Orem Central Station,FR801163,FR801163,721.5879443,676.2173434
2417,Commuter Rail,750,FrontRunner,6,2023,SAT,Provo Central Station,FR801164,FR801164,1000.666667,1102.416667
2400,Commuter Rail,750,FrontRunner,6,2023,WKD,Provo Central Station,FR801164,FR801164,1549.804256,1583.818202
2429,Commuter Rail,750,FrontRunner,6,2023,SAT,Roy Station,FR601085,FR601085,220.9166667,222.4166667
2419,Commuter Rail,750,FrontRunner,6,2023,WKD,Roy Station,FR601085,FR601085,383.9495492,376.6267504
2427,Commuter Rail,750,FrontRunner,6,2023,SAT,Salt Lake Central Station,FR101393,FR101393,663.5833333,719.9166667
2415,Commuter Rail,750,FrontRunner,6,2023,WKD,Salt Lake Central Station,FR101393,FR101393,982.8126919,1117.233999
2426,Commuter Rail,750,FrontRunner,6,2023,SAT,South Jordan Station,FR198023,FR198023,294.75,292.25
2424,Commuter Rail,750,FrontRunner,6,2023,WKD,South Jordan Station,FR198023,FR198023,545.8343556,534.9638105
2411,Commuter Rail,750,FrontRunner,6,2023,SAT,Vineyard Station,FR800022,FR800022,153.5,133.0833333
2409,Commuter Rail,750,FrontRunner,6,2023,WKD,Vineyard Station,FR800022,FR800022,312.8768818,308.8479076
2412,Commuter Rail,750,FrontRunner,6,2023,SAT,Woods Cross Station,FR301085,FR301085,262.6666667,246.6666667
2401,Commuter Rail,750,FrontRunner,6,2023,WKD,Woods Cross Station,FR301085,FR301085,458.2652714,426.9070952
2442,Commuter Rail,750,FrontRunner,7,2023,SAT,American Fork Station,FR801160,FR801160,223.0714286,203.1071429
2444,Commuter Rail,750,FrontRunner,7,2023,WKD,American Fork Station,FR801160,FR801160,457.6321852,420.4907833
2460,Commuter Rail,750,FrontRunner,7,2023,SAT,Clearfield Station,FR301081,FR301081,245.1309524,216.5595238
2455,Commuter Rail,750,FrontRunner,7,2023,WKD,Clearfield Station,FR301081,FR301081,482.7164101,420.4595518
2449,Commuter Rail,750,FrontRunner,7,2023,SAT,Draper Station,FR198022,FR198022,194.7142857,186
2447,Commuter Rail,750,FrontRunner,7,2023,WKD,Draper Station,FR198022,FR198022,494.2685593,450.093313
2448,Commuter Rail,750,FrontRunner,7,2023,SAT,Farmington Station,FR301084,FR301084,468.7857143,441.8571429
2441,Commuter Rail,750,FrontRunner,7,2023,WKD,Farmington Station,FR301084,FR301084,693.7768875,696.810191
2436,Commuter Rail,750,FrontRunner,7,2023,SAT,Layton Station,FR301082,FR301082,285.4642857,272.1309524
2459,Commuter Rail,750,FrontRunner,7,2023,WKD,Layton Station,FR301082,FR301082,543.5920387,531.1385866
2437,Commuter Rail,750,FrontRunner,7,2023,SAT,Lehi Station,FR801159,FR801159,325.2857143,337.3571429
2432,Commuter Rail,750,FrontRunner,7,2023,WKD,Lehi Station,FR801159,FR801159,813.3905108,738.9936886
2445,Commuter Rail,750,FrontRunner,7,2023,SAT,Murray Central Station,FR198021,FR198021,574.1428571,586.1785714
2439,Commuter Rail,750,FrontRunner,7,2023,WKD,Murray Central Station,FR198021,FR198021,1236.564393,1218.334319
2456,Commuter Rail,750,FrontRunner,7,2023,SAT,North Temple Station,FR198030,FR198030,775.9761905,703.5357143
2461,Commuter Rail,750,FrontRunner,7,2023,WKD,North Temple Station,FR198030,FR198030,1679.787591,1697.459782
2434,Commuter Rail,750,FrontRunner,7,2023,SAT,Ogden Central Station,FR601084,FR601084,687.5833333,755.4880952
2450,Commuter Rail,750,FrontRunner,7,2023,WKD,Ogden Central Station,FR601084,FR601084,963.6811684,1083.055008
2452,Commuter Rail,750,FrontRunner,7,2023,SAT,Orem Central Station,FR801163,FR801163,395.8571429,352.8214286
2430,Commuter Rail,750,FrontRunner,7,2023,WKD,Orem Central Station,FR801163,FR801163,704.6375341,649.5582228
2458,Commuter Rail,750,FrontRunner,7,2023,SAT,Provo Central Station,FR801164,FR801164,841.7142857,929.7857143
2438,Commuter Rail,750,FrontRunner,7,2023,WKD,Provo Central Station,FR801164,FR801164,1603.980405,1646.834235
2453,Commuter Rail,750,FrontRunner,7,2023,SAT,Roy Station,FR601085,FR601085,189.0119048,171.3333333
2431,Commuter Rail,750,FrontRunner,7,2023,WKD,Roy Station,FR601085,FR601085,384.5172263,381.4480899
2451,Commuter Rail,750,FrontRunner,7,2023,SAT,Salt Lake Central Station,FR101393,FR101393,502,572.75
2446,Commuter Rail,750,FrontRunner,7,2023,WKD,Salt Lake Central Station,FR101393,FR101393,995.3289006,1136.020127
2454,Commuter Rail,750,FrontRunner,7,2023,SAT,South Jordan Station,FR198023,FR198023,246.5,249
2435,Commuter Rail,750,FrontRunner,7,2023,WKD,South Jordan Station,FR198023,FR198023,520.8792035,515.1998701
2457,Commuter Rail,750,FrontRunner,7,2023,SAT,Vineyard Station,FR800022,FR800022,136.9285714,125.5714286
2440,Commuter Rail,750,FrontRunner,7,2023,WKD,Vineyard Station,FR800022,FR800022,314.9475458,318.0618076
2433,Commuter Rail,750,FrontRunner,7,2023,SAT,Woods Cross Station,FR301085,FR301085,221.7380952,207.2857143
2443,Commuter Rail,750,FrontRunner,7,2023,WKD,Woods Cross Station,FR301085,FR301085,441.4498131,428.0349023
2473,Commuter Rail,750,FrontRunner,8,2023,SAT,American Fork Station,FR801160,FR801160,355.25,320.375
2481,Commuter Rail,750,FrontRunner,8,2023,WKD,American Fork Station,FR801160,FR801160,546.7379679,501.5141579
2478,Commuter Rail,750,FrontRunner,8,2023,SAT,Clearfield Station,FR301081,FR301081,350.5,299.375
2462,Commuter Rail,750,FrontRunner,8,2023,WKD,Clearfield Station,FR301081,FR301081,529.2920248,469.5097084
2477,Commuter Rail,750,FrontRunner,8,2023,SAT,Draper Station,FR198022,FR198022,278.125,232.625
2493,Commuter Rail,750,FrontRunner,8,2023,WKD,Draper Station,FR198022,FR198022,541.0963118,513.5088138
2491,Commuter Rail,750,FrontRunner,8,2023,SAT,Farmington Station,FR301084,FR301084,623.75,541
2483,Commuter Rail,750,FrontRunner,8,2023,WKD,Farmington Station,FR301084,FR301084,570.9619336,546.9642385
2480,Commuter Rail,750,FrontRunner,8,2023,SAT,Layton Station,FR301082,FR301082,414.25,378.875
2472,Commuter Rail,750,FrontRunner,8,2023,WKD,Layton Station,FR301082,FR301082,560.6211712,561.0529247
2466,Commuter Rail,750,FrontRunner,8,2023,SAT,Lehi Station,FR801159,FR801159,507.875,468.125
2471,Commuter Rail,750,FrontRunner,8,2023,WKD,Lehi Station,FR801159,FR801159,973.88841,906.0975079
2490,Commuter Rail,750,FrontRunner,8,2023,SAT,Murray Central Station,FR198021,FR198021,769.125,711.25
2484,Commuter Rail,750,FrontRunner,8,2023,WKD,Murray Central Station,FR198021,FR198021,1435.995409,1425.721026
2488,Commuter Rail,750,FrontRunner,8,2023,SAT,North Temple Station,FR198030,FR198030,1442,1528.375
2463,Commuter Rail,750,FrontRunner,8,2023,WKD,North Temple Station,FR198030,FR198030,1773.029266,1778.72266
2467,Commuter Rail,750,FrontRunner,8,2023,SAT,Ogden Central Station,FR601084,FR601084,1007.5,1155.25
2475,Commuter Rail,750,FrontRunner,8,2023,WKD,Ogden Central Station,FR601084,FR601084,1074.038855,1243.356526
2476,Commuter Rail,750,FrontRunner,8,2023,SAT,Orem Central Station,FR801163,FR801163,664.375,522.375
2485,Commuter Rail,750,FrontRunner,8,2023,WKD,Orem Central Station,FR801163,FR801163,953.944744,896.2544394
2487,Commuter Rail,750,FrontRunner,8,2023,SAT,Provo Central Station,FR801164,FR801164,1207.625,1404.25
2468,Commuter Rail,750,FrontRunner,8,2023,WKD,Provo Central Station,FR801164,FR801164,1635.253722,1690.718849
2464,Commuter Rail,750,FrontRunner,8,2023,SAT,Roy Station,FR601085,FR601085,277.5,284.25
2489,Commuter Rail,750,FrontRunner,8,2023,WKD,Roy Station,FR601085,FR601085,406.6609166,390.5938785
2482,Commuter Rail,750,FrontRunner,8,2023,SAT,Salt Lake Central Station,FR101393,FR101393,891.25,1079.75
2470,Commuter Rail,750,FrontRunner,8,2023,WKD,Salt Lake Central Station,FR101393,FR101393,1052.346667,1179.705814
2479,Commuter Rail,750,FrontRunner,8,2023,SAT,South Jordan Station,FR198023,FR198023,301.5,256.25
2465,Commuter Rail,750,FrontRunner,8,2023,WKD,South Jordan Station,FR198023,FR198023,601.1074306,578.1441756
2486,Commuter Rail,750,FrontRunner,8,2023,SAT,Vineyard Station,FR800022,FR800022,228.5,193.25
