Stop,Ridership,Downtown
Richmond St @ 2904 S,1,0
State St @ 7337 S,1,0
4000 W @ 8570 S,1,0
Wright Brothers Dr @ 359 N,1,0
State St @ 7302 S,1,0
4000 W @ 8257 S,1,0
1700 E @ 2686 S,1,0
4800 W @ 4563 S,1,0
500 E / Penney Ave,1,0
Dixie Dr @ 6588 S,1,0
Highland Dr @ 7796 S,1,0
1300 E @ 4010 S,1,0
Highland Dr @ 5075 S,1,0
1730 S @ 4695 W,1,0
Redwood Rd / 4240 S,1,0
1700 E @ 1797 S,1,0
Redwood Rd @ 2911 S,1,0
9000 S @ 3705 W,1,0
Balsa Ave @ 5387 W,1,0
900 E / Zenith Ave,1,0
Highland Dr @ 3706 S,1,0
1900 E @ 901 S,1,0
Redwood Rd @ 4281 S,1,0
Pioneer Rd / Fort St,1,0
4700 S @ 5410 W,1,0
300 W @ 716 N,1,0
Redwood Rd @ 7636 S,1,0
1300 E @ 5941 S,1,0
3100 S @ 3940 W,1,0
1300 E @ 6120 S,1,0
4000 W @ 3850 S,1,0
Redwood Rd @ 6721 S,1,0
Highland Dr @ 3470 S,1,0
3500 S / Toolson Dr,1,0
Fort Union Blvd @ 1891 E,1,0
Redwood Rd / 950 S,1,0
4700 S @ 3687 W,1,0
Clernates Dr @ 6718 S,1,0
Foothill Dr @ 1350 S,1,0
2000 E @ 2741 S,1,0
6200 S @ 3501 W,1,0
6200 S @ 3150 W,1,0
4500 S @ 2926 E,1,0
7000 S @ 4846 W,1,0
South Jordan Pkwy @ 428 W,1,0
3300 S @ 1650 E,1,0
1700 E @ 2107 S,1,0
3300 S @ 2608 E,1,0
River Front Pkwy @ 10648 S,1,0
3500 S / Chatterleigh Dr,1,0
Northwest Ave @ 5384 S,1,0
Wright Brothers Dr @ 263 N,1,0
900 W @ 3420 S,1,0
Jordan Gateway / Ultradent Dr,1,0
2300 E @ 4551 S,1,0
3100 S @ 4150 W,1,0
900 E / Rowley Dr,1,0
Redwood Rd @ 4870 S,1,0
2700 W @ 4191 S,1,0
Redwood Rd. @ 4798 S,1,0
Fort Union Blvd @ 1811 E,1,0
4015 W @ 5138 S,1,0
Beck St @ 1005 N,1,0
3800 S @ 2520 W,1,0
4000 W @ 3782 S,1,0
2700 W @ 6971 S,1,0
Highland Dr @ 6360 S,1,0
Pieper Blvd @ 5024 S,1,0
2700 W @ 7531 S,1,0
Fort Union Blvd @ 2725 E,1,0
2700 W @ 5485 S,1,0
3100 S @ 2800 W,1,0
1300 E @ 4229 S,1,0
4700 S @ 3845 W,1,0
1000 E @ 7555 S,1,0
4800 W @ 4291 S,1,0
State St @ 5435 S,1,0
4100 S / 4400 W,0,0
300 W / 2100 S,0,0
300 W / Lucy Ave for 1300 S,0,0
4100 S / 5200 W,0,0
4500 S @ 1200 E,0,0
4100 S / 5400 W,0,0
1700 E @ 2005 S,0,0
Beck Street @ 1444 N,0,0
2300 E @ 4288 S,0,0
3200 W / 3900 S,0,0
Holladay Blvd @ 4962 S,0,0
4500 S @ 1098 E,0,0
2700 W @ 7346 S,0,0
North Temple @ 1009 W,0,0
Grizzly Way @ 7048 S,0,0
Clernates Dr @ 6473 S,0,0
Grizzly Way @ 7093 S,0,0
Parkway Blvd @ 2980 W,0,0
Virginia St / South Temple,0,0
9000 S @ 5156 W,0,0
Grizzly Way @ 8377 S,0,0
1730 S @ 4815 W,0,0
Grizzly Way @ 7980 S,0,0
Redwood Rd @ 7366 S,0,0
Holladay Blvd. @ 5160 S,0,0
3200 W / 3800 S,0,0
Reynolds Flat / North Fork (Down),0,0
4100 S / Falcon St,0,0
Wiley Post Way @ 5184 W,0,0
3000 E @ 6797 S,0,0
Amelia Earhart Dr @ 5401 W,0,0
Jordan Gateway @ 10575 S,0,0
4700 S @ 3850 W,0,0
1730 S @ 4488 W,0,0
2300 E @ 4185 S,0,0
Grizzly Way @ 7981 S,0,0
Cougar Ln @ 6016 S,0,0
1100 E / 1300 S,0,0
3900 S @ 2944 E,0,0
5600 W / 4500 S,0,0
Fort Union Blvd @ 2474 E,0,0
1300 E @ 5878 S,0,0
2700 W @ 6900 S,0,0
Pioneer Rd @ 1450 S,0,0
Wiley Post Way @ 5370 W,0,0
2700 W @ 4791 S,0,0
Grizzly Way @ 7224 S,0,0
Highland Dr @ 4350 S,0,0
Holladay Blvd @ 5881 S,0,0
3900 S @ 3290 E,0,0
Highland Dr @ 7220 S,0,0
400 S / Redwood Rd Near-side,0,0
3300 S @ 3008 E,0,0
Spruces (Down),0,0
2400 W @ 55 N,0,0
Centennial Pkwy @ 10048 S,0,0
4800 W @ 4251 S,0,0
3rd Ave / F St,0,0
California Ave @ 1602 W,0,0
State St @ 5680 S,0,0
Lake Park Blvd @ 4781 W,0,0
Billy Mitchell Rd @ 364 N,0,0
Fort Union Blvd @ 2258 E,0,0
North Temple @ 1193 W,0,0
1730 S @ 5077 W,0,0
State St @ 8718 S,0,0
1950 W / 200 N,0,0
6200 S / Wakefield Way,0,0
2100 S @ 1235 W,0,0
4800 W @ 3990 S,0,0
3200 W @ 3727 S,0,0
1700 S @ 1788 E,0,0
Redwood Rd @ 8739 S,0,0
1300 E @ 5354 S,0,0
Highland Dr @ 8620 S,0,0
400 S / 900 E for 900 East Stn,0,0
4980 W @ 4983 S,0,0
1300 E @ 4400 S,0,0
4100 S / Hopi Dr,0,0
Old Bingham Hwy @ 4362 W,0,0
4800 W @ 3701 S,0,0
1300 E @ 3640 S,0,0
Cougar Ln @ 6452 S,0,0
3900 S @ 2108 E,0,0
2400 S @ 3860 W,0,0
9400 S @ 1285 E,0,0
Temple Drive @ 11215 S,0,0
4800 W @ 3310 S,0,0
Redwood Rd @ 8205 S,0,0
Fort Union Blvd @ 1892 E,0,0
Jimmy Doolittle Rd @ 295 N,0,0
2400 W @ 20 S,0,0
Wiley Post Way @ 4815 W,0,0
7800 S @ 385 E,0,0
3000 E @ 6723 S,0,0
1300 E @ 4850 S,0,0
3100 S @ 3061 W,0,0
2000 E @ 2990 S,0,0
2700 W @ 8000 S,0,0
4700 S @ 1302 W,0,0
Redwood Rd @ 9836 S,0,0
Highland Dr @ 5704 S,0,0
4800 W @ 9049 S,0,0
River Front Pkwy @ 11220 S,0,0
River Front Pkwy @ 11309 S,0,0
Copper City Dr / Lodestone Ave,0,0
Arapeen Dr / Chipeta Way,0,0
California Ave @ 1645 W,0,0
Wiley Post Way @ 5067 W,0,0
Fort Union Blvd @ 589 E,0,0
Clernates Dr @ 6857 S,0,0
1300 E @ 3428 S,0,0
Harold Gatty Dr @ 4819 W,0,0
Constitution Blvd @ 3950 S,0,0
6200 S @ 3366 W,0,0
Redwood Rd @ 8770 S,0,0
4000 W @ 8140 S,0,0
Highland Dr @ 4670 S,0,0
1950 W / 150 N,0,0
2200 W @ 85 N,0,0
Temple Drive @ 10877 S,0,0
University Village East,0,0
1700 E @ 2498 S,0,0
California Ave @ 1861 W,0,0
1500 E @ 1640 S,0,0
1500 E @ 1080 S,0,0
Highland Dr @ 5238 S,0,0
1300 W @ 6471 S,0,0
Constitution Blvd @ 4124 S,0,0
Parkway Blvd @ 3143 W,0,0
9000 S @ 603 E,0,0
2700 W @ 4530 S,0,0
4800 W @ 3848 S,0,0
4800 W @ 4114 S,0,0
900 E / Silver Shadow Dr,0,0
State St @ 8110 S,0,0
California Ave @ 1862 W,0,0
Highland Dr / Stratford Ave,0,0
Fort Union Blvd @ 2868 E,0,0
Holladay Blvd. @ 5270 S,0,0
Bennion Blvd @ 2899 W,0,0
2700 W @ 6800 S,0,0
4800 W @ 3180 S,0,0
400 S / 600 E for Trolley Stn,0,0
Fort Union Blvd @ 2841 E,0,0
2300 E @ 4093 S,0,0
Foothill Dr @ 1568 S,0,0
1700 E @ 1884 S,0,0
Holladay Blvd @ 4963 S,0,0
1300 E @ 4940 S,0,0
2400 S @ 3865 W,0,0
1100 E / Kensington Ave,0,0
Amelia Earhart Dr @ 5191 W,0,0
4500 S @ 2706 E,0,0
6200 S @ 4226 W,0,0
Harold Gatty Dr @ 4959 W,0,0
3000 E @ 6518 S,0,0
Fort Union Blvd @ 2194 E,0,0
Cougar Ln @ 6314 S,0,0
Q street / 2nd Ave,0,0
2200 W @ 4621 S,0,0
4800 W @ 3845 S,0,0
1700 E @ 2224 S,0,0
1700 S @ 407 E,0,0
2700 W @ 5730 S,0,0
Sunnyside Ave @ 2134 E,0,0
1100 E @ 1078 S,0,0
Temple Drive @ 11055 S,0,0
4100 S @ 3758 W,0,0
1300 E @ 6538 S,0,0
State St @ 8266 S,0,0
Parkway Blvd @ 3150 W,0,0
River Front Pkwy @ 11221 S,0,0
Alabama Ave @ 3766 W,0,0
7800 S @ 948 E,0,0
6200 S @ 4662 W,0,0
4800 W @ 3790 S,0,0
Constitution Blvd @ 3830 S,0,0
Foothill Dr @ 1090 S,0,0
4800 W @ 3565 S,0,0
Clernates Dr @ 6399 S,0,0
3600 W / 2850 S,0,0
Redwood Rd @ 7335 S,0,0
1730 S @ 5396 W,0,0
Richmond St / Zenith Ave,0,0
4000 W @ 3779 S,0,0
3rd Ave / A St,0,0
7000 S @ 5138 W,0,0
Constitution Blvd @ 4031 S,0,0
5600 W @ 4401 S,0,0
3200 W / 3835 S,0,0
1900 E @ 991 S,0,0
North Temple St @ 2375 W,0,0
Holladay Blvd @ 5997 S,0,0
Highland Dr @ 3820 S,0,0
4000 W @ 4474 S,0,0
1900 E @ 1150 S,0,0
4800 W @ 4177 S,0,0
1300 E @ 6198 S,0,0
Holladay Blvd @ 5390 S,0,0
State St @ 7052 S,0,0
2100 S @ 1280 W,0,0
1525 E @ 901 S,0,0
1100 E / 900 S,0,0
400 S @ 1168 W,0,0
State St @ 5760 S,0,0
4500 S @ 2381 E,0,0
1900 E @ 886 S,0,0
Redwood Rd @ 7450 S,0,0
Little Cottonwood Rd @ 2593 E,0,0
2700 W @ 6549 S,0,0
State St @ 5311 S,0,0
4700 S @ 5201 W,0,0
3900 S @ 2232 E (LDS Church P&R Lot,0,0
Wiley Post Way @ 5070 W,0,0
3000 E @ 6950 S,0,0
4500 S @ 3064 E,0,0
Clernates Dr @ 6671 S,0,0
Balsa Ave @ 5560 W,0,0
Redwood Rd @ 10198 S,0,0
State St @ 7650 S,0,0
3850 W @ 2480 S,0,0
2700 W @ 7809 S,0,0
Highland Dr @ 5448 S,0,0
Highland Dr @ 5912 S,0,0
1300 E @ 3500 S,0,0
Holladay Blvd @ 4797 S,0,0
Billy Mitchell Rd @ 570 N,0,0
Holladay Blvd @ 5714 S,0,0
2300 E @ 3779 S,0,0
Peruvian Lodge (Up),0,0
Holladay Blvd @ 6100 S,0,0
5600 W / 4250 S,0,0
3500 S @ 4498 W,0,0
Redwood Rd @ 9412 S,0,0
North Temple @ 1293 W,0,0
Van Winkle Expy @ 6124 S,0,0
1900 E @ 1058 S,0,0
3380 W @ 8756 S,0,0
California Ave @ 2125 W,0,0
Highland Dr @ 5002 S,0,0
2000 E @ 3082 S,0,0
1100 E / Wilson Ave,0,0
4100 S / Bangerter Hwy,0,0
1900 E @ 1352 S,0,0
7800 S @ 109 E,0,0
3100 S @ 2928 W,0,0
3900 S @ 798 E,0,0
Grizzly Way @ 8916 S,0,0
3100 S @ 3486 W,0,0
4500 S @ 2790 E,0,0
1100 E / Harrison Ave,0,0
9000 S @ 4820 W,0,0
9000 S @ 632 E,0,0
1100 E / Yale Ave,0,0
4800 W @ 4286 S,0,0
1300 E @ 3758 S,0,0
1300 E @ 4240 S,0,0
North Temple @ 988 W,0,0
3900 S @ 599 E,0,0
7800 S @ 225 E,0,0
Murray Holladay Rd @ 1988 E,0,0
1730 S @ 5088 W,0,0
Lake Park Blvd @ 2473 S,0,0
9000 S @ 4841 W,0,0
4500 S @ 2578 E,0,0
Redwood Rd @ 6597 S ,0,0
4800 W @ 9253 S,0,0
2300 E @ 3780 S,0,0
Highland Dr @ 3534 S,0,0
4800 W @ 4506 S,0,0
State St @ 9345 S,0,0
Constitution Blvd @ 3939 S,0,0
Highland Dr @ 8291 S,0,0
4100 S / Bonniewood Dr,0,0
Lake Park Blvd @ 4788 W,0,0
Parkway Blvd @ 3500 W,0,0
1500 E @ 1378 S,0,0
Holladay Blvd @ 5385 S,0,0
Fort Union Blvd @ 594 E,0,0
2700 W @ 6694 S,0,0
Foothill Dr @ 2160 S,0,0
3rd Ave / D St,0,0
1300 E @ 5355 S,0,0
Main St / Edison Ave,0,0
3200 W @ 3990 S,0,0
2000 E @ 3166 S,0,0
3200 W @ 3850 S,0,0
9000 S @ 843 E,0,0
North Temple St @ 2160 W,0,0
Fort Union Blvd @ 1620 E,0,0
Pieper Blvd @ 5190 S,0,0
Redwood Rd @ 9304 S,0,0
2300 E @ 3630 S,0,0
4100 S / 5600 W,0,0
1300 E @ 5460 S,0,0
4800 W @ 3295 S,0,0
Copper City Dr / 5400 S,0,0
Temple Drive @ 10876 S,0,0
4700 S @ 3460 W,0,0
Dixie Dr @ 6702 S,0,0
Grizzly Way @ 8750 S,0,0
1500 E @ 1164 S,0,0
3900 S @ 994 E,0,0
Foothill Dr @ 1187 S,0,0
3100 S @ 3248 W,0,0
2700 W @ 5300 S,0,0
Fort Union Blvd @ 1212 E,0,0
Cougar Ln @ 6558 S,0,0
4100 S  / Bangerter Hwy,0,0
Jordan Gateway @ 10427 S,0,0
3100 S @ 4450 W,0,0
Fort Union Blvd @ 2545 E,0,0
Lake Park Blvd @ 4170 W,0,0
4500 S @ 2801 E,0,0
2300 E @ 4158 S,0,0
River Front Pkwy @ 10726 S,0,0
Amazon Fulfillment Center (W),0,0
Jimmy Doolittle Rd @ 565 N,0,0
Amelia Earhart Dr @ 5950 W,0,0
1900 E @ 986 S,0,0
Murray Holladay Rd @ 2102 E,0,0
Holladay Blvd @ 5451 S,0,0
North Temple St @ 2090 W,0,0
2700 W @ 4854 S,0,0
2700 W @ 5821 S,0,0
Constitution Blvd @ 2880 S,0,0
6200 S @ 3534 W,0,0
700 W @ 3469 S,0,0
Amelia Earhart Dr @ 5530 W,0,0
3900 S @ 2858 E,0,0
4100 S / 3650 W,0,0
2700 W @ 5901 S,0,0
3rd Ave / Virginia St,0,0
3200 W @ 3653 S,0,0
1500 E @ 1051 S,0,0
State St @ 5590 S,0,0
1300 W @ 6286 S,0,0
Harold Gatty Dr @ 5975 W,0,0
Winchester St @ 990 W,0,0
900 S / 200 W for 900 S Stn,0,0
Holladay Blvd @ 5571 S,0,0
4100 S / Charles Dr,0,0
1700 S @ 1799 E,0,0
2300 E @ 3545 S,0,0
Holladay Blvd. @ 4894 S,0,0
2700 W @ 5737 S,0,0
Redwood Rd @ 8662 S,0,0
Highland Dr @ 5719 S,0,0
3900 S @ 3080 E,0,0
Harold Gatty Dr @ 5825 W,0,0
Harold Gatty Dr @ 5705 W,0,0
Constitution Blvd @ 3803 S,0,0
4500 S @ 2498 E,0,0
Redwood Rd @ 6722 S,0,0
Amelia Earhart Dr @ 5850 W,0,0
Redwood Rd @ 8553 S,0,0
2300 E @ 3528 S,0,0
Redwood Rd @ 9570 S,0,0
Holladay Blvd @ 5772 S,0,0
4000 W @ 8070 S,0,0
3300 S @ 1890 E,0,0
4800 W @ 4180 S,0,0
Power Station,0,0
700 W @ 3494 S,0,0
Holladay Blvd @ 4814 S,0,0
Grizzly Way @ 8620 S,0,0
2700 S @ 1836 E,0,0
Wiley Post Way @ 4910 W,0,0
2700 S @ 5415 W,0,0
4800 W @ 4248 S,0,0
3500 S @ 1420 W,0,0
2300 E @ 4402 S,0,0
1900 E @ 1218 S,0,0
1100 E @ 991 S,0,0
1500 E @ 1568 S,0,0
Grizzly Way @ 7826 S,0,0
Highland Dr / Parkway Ave,0,0
4700 S @ 4721 W,0,0
1700 E @ 1794 S,0,0
7000 S @ 5305 W,0,0
1950 W @ 210 N,0,0
10000 S / Centennial Pkwy,0,0
2700 W @ 6387 S,0,0
Highland Dr @ 8902 S,0,0
Redwood Rd @ 521 S,0,0
3100 S @ 3078 W,0,0
6200 S @ 3052 W,0,0
North Temple St @ 2242 W,0,0
Parkway Blvd @ 2979 W,0,0
South Jordan Pkwy @ 1526 W,0,0
Highland Dr @ 6800 S,0,0
Foothill Dr @ 2015 S,0,0
Redwood Rd @ 9545 S,0,0
2700 W @ 5514 S,0,0
2000 E @ 3175 S,0,0
2000 E @ 2930 S,0,0
Fort Union Blvd @ 485 E,0,0
Vine St @ 74 W,0,0
Holladay Blvd @ 6002 S,0,0
4800 W @ 3120 S,0,0
5600 W / 4300 S,0,0
Centennial Pkwy @ 10152 S,0,0
1300 E @ 6430 S,0,0
3900 S @ 1498 E,0,0
Copper City Dr/Willingcott Way,0,0
Constitution Blvd @ 4083 S,0,0
2700 W @ 6210 S,0,0
3100 S @ 4610 W,0,0
1300 E @ 3588 S,0,0
Wiley Post Way @ 5183 W,0,0
1300 E @ 6295 S,0,0
1950 W @ 150 N,0,0
2700 W @ 6400 S,0,0
Virginia St / 2nd Ave,0,0
1500 E @ 1498 S,0,0
1700 E @ 1933 S,0,0
3rd Ave / C St,0,0
1300 E @ 3435 S,0,0
Redwood Rd @ 6618 S,0,0
9091 S @ 1098 E,0,0
2300 E @ 4080 S,0,0
4130 W @ 1775 S,0,0
3900 S @ 2022 E,0,0
Grizzly Way @ 8416 S,0,0
Constitution Blvd @ 2938 S,0,0
4800 W @ 3991 S,0,0
Fort Union Blvd @ 2140 E,0,0
1100 E @ 1148 S,0,0
Redwood Rd @ 9650 S,0,0
Redwood Rd @ 1052 S,0,0
1730 S @ 4598 W,0,0
Pioneer Rd @ 1675 S,0,0
900 E / 400 S for 900 East Stn,0,0
7000 S @ 5292 W,0,0
4800 W @ 3416 S,0,0
2700 W @ 6771 S,0,0
Holladay Blvd @ 5277 S,0,0
1700 S / Bennett Rd,0,0
4000 W @ 3621 S,0,0
1300 E @ 1419 S,0,0
5600 W / 4400 S,0,0
1100 E / Ramona Ave,0,0
Grizzly Way @ 7227 S,0,0
1730 S @ 4816 W,0,0
Highland Dr @ 4280 S,0,0
2700 W @ 4998 S,0,0
Redwood Rd @ 9176 S,0,0
Redwood Rd @ 9994 S,0,0
Cougar Ln @ 5846 S,0,0
Redwood Rd / Stardust Dr,0,0
2400 W @ 135 S,0,0
4700 S @ 3757 W,0,0
2000 E @ 2989 S,0,0
Lake Park Blvd @ 4171 W,0,0
Highland Dr @ 8350 S,0,0
Holladay Blvd @ 4833 S,0,0
7800 S @ 175 E,0,0
Holladay Blvd @ 6175 S,0,0
Dixie Dr @ 6952 S,0,0
Pioneer Rd @ 1507 S,0,0
Lake Park Blvd @ 2476 S,0,0
Spruces (Up),0,0
Grizzly Way @ 8292 S,0,0
Jordan Landing Blvd / Airport Cente,0,0
1700 E @ 1958 S,0,0
Wasatch Dr / Exploration Way,0,0
Redwood Rd @ 8655 S,0,0
2700 W @ 5075 S,0,0
4715 S @ 4295 W,0,0
3900 S @ 1880 E,0,0
Winchester St @ 1014 W,0,0
Foothill Dr @ 1520 S,0,0
Billy Mitchell Rd @ 456 N,0,0
2700 W @ 7022 S,0,0
Amelia Earhart Dr @ 5555 W,0,0
Highland Dr @ 5610 S,0,0
Grizzly Way @ 8873 S,0,0
2300 E @ 3431 S,0,0
6200 S @ 2652 W,0,0
3900 S @ 2484 E,0,0
2300 E @ 4279 S,0,0
Wiley Post Way @ 5290 W,0,0
900 E / Holly Ave,0,0
9400 S @ 2215 E,0,0
400 S / 550 E for Trolley Stn,0,0
South Jordan Pkwy @ 1523 W,0,0
1100 E / 1700 S,0,0
3850 W @ 2491 S,0,0
Temple Drive @ 11220 S,0,0
400 S @ 998 W,0,0
4800 W @ 3930 S,0,0
Wiley Post Way @ 5225 W,0,0
1300 E @ 4650 S,0,0
Redwood Rd @ 10102 S,0,0
Winchester Dr @ 716 W,0,0
Grizzly Way @ 8271 S,0,0
4100 S / Bluejay St,0,0
State St @ 3530 S,0,0
900 E / 4170 S,0,0
Lake Park Blvd @ 4256 W,0,0
Constitution Blvd @ 2915 S,0,0
3200 W / Whitehall Dr,0,0
11400 S @ 930 W,0,0
3300 S @ 2828 E,0,0
1500 E @ 1420 S,0,0
4800 W @ 3777 S,0,0
Fort Union Blvd @ 1810 E,0,0
1500 E @ 998 S,0,0
1100 E @ 1081 S,0,0
Holladay Blvd @ 5580 S,0,0
1100 E @ 978 S,0,0
2700 W @ 6683 S,0,0
2000 E @ 2939 S,0,0
1300 E @ 3593 S,0,0
Redwood Rd / 7400 S,0,0
1500 E @ 981 S,0,0
4000 W @ 8330 S,0,0
4000 W / 7800 S,0,0
Wiley Post Way @ 4905 W,0,0
6235 S @ 1370 W,0,0
Lake Park Blvd @ 4255 W,0,0
Fort Union Blvd @ 1720 E,0,0
Constitution Blvd @ 2726 S,0,0
3rd Ave / Canyon Rd,0,0
Cougar Ln @ 6746 S,0,0
3100 S @ 2931 W,0,0
4800 W @ 4570 S,0,0
4700 S @ 3698 W,0,0
3200 W / Wright Ln,0,0
Wasatch Blvd @ 4471 S,0,0
Arapeen Dr / 800 S,0,0
Redwood Rd @ 5178 S,0,0
2700 W @ 6102 S,0,0
300 W @ 3099 S,0,0
1900 E @ 1575 S,0,0
1000 E @ 7670 S,0,0
Winchester Dr @ 1208 W,0,0
Little Cottonwood Rd @ 2735 E,0,0
Redwood Rd @ 7546 S,0,0
6235 S @ 1354 W,0,0
1900 E @ 1632 S,0,0
Reynolds Flat / North Fork (Up),0,0
State St @ 9481 S,0,0
Temple Drive @ 10770 S,0,0
Holladay Blvd @ 5701 S,0,0
4700 S @ 4421 W,0,0
1900 E @ 1061 S,0,0
2300 E @ 3663 S,0,0
4500 S @ 2575 E,0,0
4700 S @ 4200 W,0,0
700 W @ 3565 S,0,0
2700 W @ 7243 S,0,0
State St @ 8028 S,0,0
Balsa Ave @ 5380 W,0,0
Highland Dr @ 9156 S,0,0
1700 E @ 1722 S,0,0
4800 W @ 3611 S,0,0
Parkway Blvd @ 3501 W,0,0
Constitution Blvd @ 2761 S,0,0
2300 E @ 3712 S,0,0
Redwood Rd @ 6418 S,0,0
4100 S / Acord Way,0,0
California Ave @ 2330 W,0,0
6200 S @ 3185 W,0,0
2700 W @ 6055 S,0,0
Temple Drive @ 11072 S,0,0
3100 S @ 3366 W,0,0
2700 W @ 6867 S,0,0
Lake Park Blvd @ 4647 W,0,0
Lake Park Blvd @ 4646 W,0,0
1900 E @ 1295 S,0,0
3000 E @ 6425 S,0,0
1300 E @ 6330 S,0,0
Redwood Rd @ 8576 S,0,0
1700 S @ 691 E,0,0
2400 W @ 1 S,0,0
2700 W @ 7997 S,0,0
Wiley Post Way @ 4860 W,0,0
Holladay Blvd @ 5930 S,0,0
2700 W @ 6538 S,0,0
2000 E @ 2828 S,0,0
Redwood Rd @ 9999 S,0,0
6200 S @ 4476 W,0,0
