Stop,Ridership,Downtown
4100 S @ 4655 W,3,0
3200 W @ 6878 S,1,0
Highland Dr @ 4805 S,9,0
12600 S @ 2260 W,0,0
Highland Dr @ 5075 S,3,0
900 E / Garden Dr,4,0
4100 S @ 4016 W,0,0
River Front Pkwy @ 10635 S,1,0
400 S @ 902 W,3,0
Chipeta Way / Tabby Ln,18,0
Midvale Main St / Wasatch St,10,0
1300 E @ 4550 S,5,0
1300 E @ 3588 S,0,0
1300 E @ 1503 S,7,0
3900 S @ 2591 E,0,0
2300 E @ 4551 S,2,0
3300 S @ 2102 E,1,0
3200 W @ 7740 S,0,0
9000 S @ 3690 W,0,0
5400 S / 3200 W,34,0
Foothill Dr @ 2278 S,0,0
3200 W @ 3990 S,1,0
3200 W @ 7980 S,1,0
4100 S @ 4495 W,5,0
Pieper Blvd @ 5024 S,1,0
3500 S @ 1530 W,3,0
2100 S / 300 E,29,0
800 S / 400 E,9,0
Redwood Rd @ 10198 S,0,0
4420 W @ 4867 S,4,0
10000 S / Monroe St,4,0
3500 S / 6000 W,3,0
9000 S @ 3913 W,4,0
2200 W @ 1040 N,0,0
Redwood Rd @ 4281 S,3,0
3rd Ave / K St,20,0
Highland Dr @ 2940 S,0,0
Winchester St @ 990 W,0,0
State St @ 2979 S,31,0
Plaza Center Dr @ 7100 S,4,0
4015 W @ 5345 S,20,0
Dixie Dr @ 6868 S,0,0
Redwood Rd @ 1180 N,0,0
Pioneer Rd / Bridger Rd,0,0
4800 W @ 5815 S,0,0
3600 W / 3250 S,1,0
2200 W @ 4321 S,0,0
Midvale Center Station,195,0
Foothill Dr / Hubbard Ave,18,0
1700 S / Bennett Rd,0,0
4100 S @ 3855 W,5,0
Union Park Ave @ 7184 S,8,0
Fort Union Blvd @ 2181 E,7,0
3200 W @ 3985 S,4,0
Wasatch Blvd @ 4005 S,1,0
900 E / Malvern Ave,4,0
900 E / Silver Shadow Dr,0,0
3300 S @ 80 W,9,0
900 W / California Ave,14,0
3300 S @ 1070 W,23,0
3900 S @ 1485 E,3,0
2000 E @ 2828 S,0,0
4000 W @ 3675 S,1,0
3200 W @ 3727 S,0,0
3900 S @ 3335 E,18,0
Solitude Moonbeam Lodge,460,0
State St @ 5525 S,4,0
Redwood Rd @ 8347 S,3,0
State St @ 5898 S,8,0
Temple Drive @ 11215 S,1,0
500 E / Warnock Ave,8,0
10600 S @ 55 E,0,0
State St @ 4068 S,3,0
3200 W @ 7218 S,0,0
Vine St @ 74 W,0,0
Holladay Blvd @ 4797 S,2,0
10600 S @ 949 E,0,0
6th Ave / I St,16,0
3300 S @ 2828 E,0,0
4700 S @ 2963 W,3,0
1200 W @ 610 N,12,0
Redwood Rd @ 3973 S,16,0
700 E @ 903 S,0,0
Highland Dr @ 4220 S,5,0
Redwood Rd @ 6211 S,20,0
3500 S @ 1685 W,167,0
American Beauty Dr @ 1053 N,1,0
3500 S @ 1953 W,8,0
Murray Holladay Rd @ 1910 E,5,0
3200 W @ 3837 S,6,0
5400 S / 4015 W,62,0
400 N @ 1888 W,17,0
Winchester St / 800 E,45,0
4800 W @ 4068 S,0,0
2200 W @ 4342 S,3,0
3100 S @ 3596 W,8,0
1300 E @ 9108 S,0,0
4700 S @ 4421 W,3,0
1300 E @ 794 S,9,0
Highland Dr @ 5571 S,5,0
3500 S @ 5855 W,0,0
3900 S @ 1498 E,0,0
7000 S @ 5292 W,0,0
Peruvian Lodge (Up),2,0
3100 S @ 4150 W,0,0
California Ave / 900 W,60,0
State St @ 3094 S,12,0
3800 S @ 2314 W,9,0
Harold Gatty Dr @ 4959 W,0,0
Atherton Dr @ 4435 S,37,0
Wasatch Blvd @ 3990 S,1,0
B St / 4th Ave,13,0
5215 S @ 4391 W,1,0
Highland Dr @ 8089 S,12,0
2000 E @ 2831 S,2,0
4500 S @ 1098 E,1,0
1730 S @ 5396 W,0,0
West Temple @ 230 S,2,0
Fort Union Blvd @ 2477 E,1,0
Redwood Rd @ 8655 S,2,0
Redwood Rd @ 7230 S,7,0
900 E / Parkway Ave,5,0
5400 S / 1900 W,14,0
State St @ 6651 S,1,0
4700 S @ 3687 W,2,0
3900 S @ 1275 E,39,0
Fort Union Blvd @ 1810 E,0,0
3500 S / Centennial Rd,1,0
1000 W @ 205 N,3,0
Harold Gatty Dr @ 5825 W,0,0
Pioneer Rd @ 1507 S,0,0
4500 S @ 787 E,8,0
State St @ 4930 S,11,0
Clernates Dr @ 6494 S,1,0
3500 S @ 1948 W,6,0
2700 E @ 7355 S,1,0
3600 W / 2400 S,9,0
4700 S @ 4720 W,4,0
Midvale Main St / Fern St,1,0
4700 S @ 5040 W,1,0
Sugar Factory Road Station,17,0
1100 E @ 1616 S,4,0
1300 E @ 8801 S,0,0
Foothill Dr @ 1520 S,0,0
2100 S @ 1772 E,9,0
4700 S @ 5407 W,8,0
5400 S / Appian Way,2,0
Brighton Resort,413,0
4100 S @ 5295 W,2,0
Redwood Rd @ 7210 S,5,0
South Temple / 800 E / K St,6,0
Redwood Rd @ 4870 S,3,0
3300 S @ 1226 W,21,0
1900 E @ 1119 S,0,0
400 S @ 175 W,9,1
1300 E @ 5581 S,5,0
State St @ 6200 S,3,0
Wasatch St @ 14 W,4,0
1300 E @ 2188 S,20,0
Bruin Blvd @ 2101 W,12,0
2100 S @ 1610 E,0,0
900 E / 4750 S,30,0
Midvale Main St / Heather St,10,0
3200 W @ 4548 S,0,0
5400 S / Northwest Ave,2,0
3600 W / 2450 S,2,0
3500 S / 5020 W,0,0
700 W @ 3575 S,10,0
4700 S @ 4615 W,7,0
500 N / Cortez St,6,0
1300 E @ 1540 S,0,0
3500 S / Royal Scott Dr,2,0
North Temple / 850 W,10,0
State St @ 2547 S,6,0
1700 S / Empire Rd,2,0
Clernates Dr @ 6399 S,0,0
Parkway Blvd @ 3500 W,0,0
Wiley Post Way @ 5183 W,0,0
Grizzly Way @ 8377 S,2,0
North Temple / State St,297,1
Holladay Blvd @ 5701 S,0,0
4800 W @ 3701 S,0,0
Highland Dr @ 4670 S,1,0
1300 E @ 4940 S,0,0
Redwood Rd @ 1501 N,9,0
3900 S @ 85 E,30,0
Highland Dr @ 2595 S,4,0
State St @ 1791 S,27,0
2000 E @ 3166 S,0,0
Highland Dr @ 8633 S,13,0
5400 S / 1070 W,5,0
State St @ 5131 S,18,0
8400 W / 3100 S,3,0
1200 W @ 736 N,0,0
1300 E @ 4001 S,3,0
Wasatch Blvd @ 4305 S,2,0
3100 S @ 9196 W,10,0
1300 E @ 5250 S,1,0
900 E / Austin Ave,3,0
2200 W @ 4512 S,8,0
3300 S @ 2010 E,4,0
Foothill Dr @ 1568 S,0,0
900 E / 3900 S,59,0
3300 S @ 2735 E,5,0
6th Ave / F St,22,0
800 W @ 309 N,1,0
3900 S @ 1328 E,4,0
3900 S @ 2022 E,0,0
6200 S @ 2685 W,0,0
8600 S @ 171 W,1,0
State St @ 7220 S,5,0
900 E / Southwood Dr,1,0
Harold Gatty Dr @ 4819 W,1,0
3300 S @ 911 E,63,0
900 E / Zenith Ave,4,0
Wasatch Blvd / 3500 E P+R (Down),6,0
Carlisle St @ 720 W,4,0
4000 W @ 6015 S,7,0
600 W @ 220 N,0,0
1300 E @ 6845 S,11,0
Redwood Rd @ 2641 S,3,0
900 E / 2700 S,24,0
Dixie Dr @ 6267 S,2,0
Winchester St / 900 E,23,0
Redwood Rd @ 625 S,13,0
3900 S @ 1580 E,8,0
4800 W @ 4251 S,0,0
3100 S / Cyprus Ln,1,0
State St @ 7302 S,0,0
1700 S @ 920 E,10,0
Fort Union Blvd @ 1410 E,0,0
100 S / 150 E,109,1
900 E / 4170 S,5,0
1900 E @ 1352 S,0,0
2700 S @ 5415 W,0,0
Virginia St / 5th Ave,0,0
3500 S / Stanton Dr,0,0
6200 S @ 3052 W,0,0
Magna Main St / 8590 W,5,0
1300 E @ 2185 S,23,0
3100 S @ 3248 W,1,0
Fort Union Blvd @ 1540 E,16,0
Highland Dr @ 4675 S,11,0
7800 S @ 270 E,0,0
2300 E @ 3378 S,0,0
3200 W @ 4961 S,0,0
4700 S @ 5201 W,2,0
State St @ 604 S,20,0
2100 S / 1700 E,72,0
North Temple St @ 2242 W,0,0
4700 S @ 4820 W,6,0
Fort Union Blvd @ 1720 E,0,0
6200 S @ 3501 W,1,0
5400 S / 2700 W,20,0
3900 S @ 2355 E,26,0
1700 S @ 611 E,0,0
Magna Library,30,0
900 E / Atkin Ave,9,0
700 N @ 1820 W,25,0
4000 W @ 3535 S,0,0
3200 W @ 6608 S,0,0
Holladay Blvd @ 5930 S,0,0
Redwood Rd @ 1298 S,33,0
Foothill Dr @ 2200 S,0,0
1300 E @ 3428 S,0,0
5600 W @ 4150 S,47,0
Foothill Dr / Wakara Way,163,0
2700 W @ 6538 S,2,0
2200 W @ 4254 S,3,0
2100 S @ 998 E,8,0
Winchester St / 300 E,13,0
Winchester Dr @ 716 W,3,0
State St @ 6300 S,7,0
1st Ave / State St,18,0
9400 S @ 2150 E,4,0
Fort Union Blvd @ 380 E,0,0
1100 E @ 1890 S,2,0
South Jordan Pkwy @ 1526 W,0,0
500 E / Malibu Dr,3,0
6200 S @ 4018 W,0,0
1300 E @ 4927 S,1,0
1300 E @ 698 S,13,0
2300 E @ 4093 S,0,0
3500 S / Pioneer Pkwy,18,0
State St @ 8360 S,2,0
1300 E @ 5354 S,0,0
Highland Dr @ 7220 S,0,0
300 W / 1100 S,4,0
3200 W @ 7761 S,0,0
2200 W @ 1491 N,0,0
South Jordan Pkwy @ 1330 W,3,0
5400 S / 700 W,8,0
State St / 50 S,99,1
Redwood Rd @ 1001 S,1,0
3500 S @ 3419 W,15,0
Mario Capecchi Dr / 1900 E,5,0
2700 W @ 4726 S,3,0
Fort Union Blvd @ 2258 E,0,0
California Ave @ 1602 W,1,0
6200 S @ 2652 W,2,0
300 W / 200 S,31,1
4715 S @ 4181 W,5,0
2200 W @ 4435 S,3,0
4500 S @ 740 E,9,0
Fort Union Blvd @ 910 E,9,0
1300 E @ 5878 S,0,0
1300 E @ 4229 S,0,0
Highland Dr @ 3233 S,29,0
2100 S @ 1577 E,1,0
1500 E @ 1429 S,4,0
Goldminer's Daughter Lodge,57,0
1300 E @ 8250 S,0,0
State St @ 7650 S,1,0
2700 W @ 6683 S,0,0
Plaza Center Dr @ 7467 S,2,0
1700 S @ 1315 E,6,0
North Campus / Mario Capecchi,2,0
3500 S / Celebration Dr,0,0
5400 S / Walden Glen Dr,5,0
2300 E @ 4158 S,0,0
1100 E @ 601 S,0,0
Amazon Fulfillment Center,0,0
3300 S @ 2285 E,37,0
Virginia St / 3rd Ave,3,0
Holladay Blvd @ 6175 S,0,0
SLCC Transit Center,327,0
2100 S / State St,82,0
1700 E @ 1933 S,0,0
South Union Ave @ 1165 E,9,0
1000 N / American Beauty Dr,3,0
1300 N @ 1788 W,6,0
Lodestone Ave / Copper City Dr,18,0
E St / 10th Ave,1,0
Atherton Dr @ 925 W,26,0
4420 W @ 5010 S,0,0
7000 S @ 4825 W,4,0
500 E / Sunset Ave,11,0
Wakara Way / Arapeen Dr,29,0
2200 W @ 780 N,0,0
500 E / 700 S,34,0
Holladay Blvd @ 5997 S,0,0
Redwood Rd @ 860 S,18,0
4700 S @ 2570 W,5,0
3200 W @ 4204 S,0,0
1900 E @ 1218 S,0,0
5400 S / 4620 W,34,0
1900 E @ 986 S,1,0
900 E / Fairmont Park,7,0
4500 S @ 2322 E,3,0
Center St @ 688 W,14,0
3200 W @ 7639 S,0,0
Billy Mitchell Rd @ 456 N,0,0
1000 E @ 7544 S,1,0
100 S / University St,14,0
1950 W @ 210 N,11,0
500 E / 2100 S,42,0
State St @ 6206 S,4,0
500 E / 900 S,34,0
Magna Main St / 8800 W,7,0
2300 E @ 3528 S,0,0
University St / South Temple,8,0
2700 W @ 6055 S,4,0
3rd Ave / M St,9,0
3500 S / 3600 W (Curbside EB),58,0
3500 S @ 8385 W,48,0
4420 W @ 5129 S,1,0
700 E @ 2690 S,0,0
800 S / 800 E,33,0
200 S / 900 E,176,0
1300 E @ 6535 S,2,0
5400 S / 5160 W,16,0
Temple Drive @ 10770 S,1,0
900 E / 100 S,21,0
Fort Union Blvd @ 2194 E,0,0
900 W / Fremont Ave,4,0
Murray Holladay Rd @ 1315 E,0,0
1700 E @ 2686 S,0,0
3300 S @ 3008 E,0,0
4000 W @ 4135 S,6,0
Highland Dr @ 4565 S,3,0
900 E / 5800 S,15,0
Wiley Post Way @ 5370 W,0,0
Draper Town Center Station,44,0
2400 S @ 3865 W,0,0
1500 E @ 1298 S,2,0
6200 S @ 1611 W,2,0
Fitts Park,15,0
Wiley Post Way @ 5290 W,3,0
Redwood Rd @ 552 S,37,0
500 E / 3900 S,35,0
3300 S @ 701 E,18,0
1300 E @ 8656 S,0,0
Murray Holladay Rd @ 2248 E,0,0
Lodestone Ave / 5625 W,10,0
Cougar Ln @ 6016 S,0,0
Plaza Center Dr @ 7300 S,2,0
900 S / 1300 E,43,0
4100 S @ 3758 W,0,0
900 E / Hillview Dr,12,0
4000 W @ 8579 S,3,0
Highland Dr. @ 7420 S,3,0
300 W / 1830 S,3,0
Highland Dr @ 3011 S,6,0
6th Ave / G St,9,0
Vine St / Commerce Dr,14,0
3200 W @ 7348 S,0,0
3900 S @ 2681 E,5,0
4700 S @ 3050 W,1,0
Parkway Blvd @ 3143 W,0,0
Wasatch Blvd @ 6516 S,0,0
1820 S / 3850 W,2,0
North Temple @ 1009 W,0,0
Redwood Rd / 2100 S,18,0
500 E / 300 S,128,0
4800 W @ 3777 S,0,0
2200 W @ 1822 N,0,0
Redwood Rd @ 6877 S,4,0
Holladay Blvd @ 5451 S,0,0
1300 E @ 5755 S,46,0
Redwood Rd @ 3645 S,2,0
100 S @ 1289 E,0,0
Redwood Rd @ 4998 S,2,0
Dixie Dr @ 6515 S,2,0
State St @ 8531 S,2,0
6200 S @ 2016 E,0,0
2700 W @ 4521 S,1,0
500 E / 2700 S,25,0
I St / 12th Ave,0,0
2100 S / 1900 E,10,0
4700 S @ 3850 W,0,0
Redwood Rd @ 3385 S,8,0
900 E / Vine St south,10,0
200 S / West Temple,66,0
3300 S @ 120 E,43,0
7800 S @ 175 E,0,0
Old Bingham Hwy @ 4362 W,0,0
State St @ 1912 S,18,0
1300 E @ 2680 S,2,0
Atherton Dr @ 4440 S,15,0
3900 S @ 3080 E,0,0
Redwood Rd / South Temple,0,0
2300 E @ 3630 S,0,0
9150 W / 3000 S,7,0
2400 S @ 3860 W,0,0
Wasatch Blvd / 6200 S P+R,552,0
Highland Dr @ 8350 S,0,0
1000 N / 900 W,4,0
3600 W / 2150 S,8,0
1900 E @ 1450 S,0,0
1900 E @ 1619 S,1,0
State St @ 8003 S,3,0
Harold Gatty Dr @ 5975 W,0,0
1930 W @ 371 N,7,0
3300 S @ 1219 W,35,0
Fashion Place West Station,349,0
Central Pointe Station,448,0
3500 S @ 1720 W,123,0
1100 E @ 991 S,1,0
900 E / 4200 S,6,0
Foothill Dr @ 1250 S,0,0
2100 E / 2100 S,18,0
Holladay Blvd @ 5881 S,0,0
2300 E @ 4510 S,9,0
3900 S @ 785 E,3,0
Redwood Rd @ 9650 S,0,0
4500 S @ 1199 E,2,0
5400 S / 5240 W,0,0
1700 S / Industrial Rd,4,0
3300 S @ 3127 E,29,0
Black Jack Lodge (Up),33,0
9000 S @ 4820 W,1,0
4000 W @ 3540 S,35,0
2400 W @ 135 S,0,0
3500 S / 8000 W,70,0
500 E / Farmer Alumni Dr,11,0
3500 S @ 2880 W,5,0
3200 W @ 7810 S,1,0
1900 E @ 1435 S,1,0
200 N / 400 W,61,0
North Frontage Rd / 2900 W,0,0
Fort Union Blvd @ 2285 E,5,0
4500 S @ 2411 E,1,0
Redwood Rd @ 1175 N,13,0
4420 W @ 5011 S,3,0
Fort Union Blvd @ 2868 E,4,0
1500 E @ 1151 S,2,0
Redwood Rd @ 7671 S,4,0
300 W / 1700 S,1,0
3rd Ave / F St,0,0
3600 W / 3500 S,18,0
1300 E @ 8800 S,0,0
1300 E @ 4010 S,1,0
500 E @ 3919 S,19,0
Foothill Dr @ 1720 S,2,0
Highland Dr @ 3961 S,11,0
State St @ 3750 S,5,0
7800 S @ 3870 W,0,0
1100 E @ 1386 S,2,0
Redwood Rd @ 5375 S,70,0
2700 W @ 7243 S,1,0
900 W / 2000 S,5,0
3500 S / 4000 W,150,0
2700 E @ 7050 S,0,0
South Temple / 900 E / N St,4,0
Holladay Blvd @ 4962 S,0,0
2200 W @ 85 N,0,0
Redwood Rd @ 3301 S,4,0
700 E @ 890 S,0,0
5400 S / Canal St,7,0
Holladay Blvd @ 5714 S,0,0
Murray Holladay Rd @ 1367 E,0,0
Fort Union Blvd @ 1860 E,8,0
University Hospital,323,0
Murray Blvd / 5400 S,16,0
State St @ 7052 S,0,0
6200 S @ 3690 W,7,0
State St @ 4190 S,4,0
900 W / 1650 S,13,0
4000 W @ 4031 S,0,0
4700 S @ 5035 W,4,0
Sandy Pkwy / 8600 S,1,0
State St @ 1495 S,23,0
Amelia Earhart Dr @ 5555 W,0,0
Cottonwood Corporate Center,2,0
4800 W @ 4286 S,0,0
400 S / 900 E for 900 East Stn,0,0
Redwood Rd @ 1916 S,19,0
3100 S @ 3821 W,2,0
State St @ 5615 S,7,0
4500 S @ 360 E,6,0
Redwood Rd @ 6987 S,50,0
1300 E @ 4730 S,7,0
2700 W @ 7809 S,1,0
Highland Dr @ 5238 S,1,0
Guardsman Way / 700 S,8,0
2000 E @ 2990 S,0,0
200 S / 600 W,166,1
Highland Dr @ 5704 S,0,0
700 N @ 1785 W,1,0
1900 E @ 1295 S,1,0
2700 E @ 7526 S,0,0
4700 S @ 4721 W,14,0
7800 S @ 530 E,2,0
State St @ 5020 S,16,0
Highland Dr @ 9156 S,0,0
Jordan Gateway / Ultradent Dr,0,0
1300 E @ 5263 S,5,0
3800 S @ 2511 W,9,0
4500 S @ 685 E,15,0
6200 S @ 4662 W,0,0
Jimmy Doolittle Rd @ 295 N,0,0
South Temple / 1100 E / Q St,13,0
Winchester/Fashion Place Mall,41,0
3100 S @ 4450 W,1,0
Copper City Dr / Borax Ave,17,0
Fort Union Blvd @ 1445 E,2,0
2100 S / 200 E,44,0
Highland Dr @ 3470 S,1,0
400 S @ 1234 W,1,0
Cheyenne St / 400 S,1,0
900 E / South Temple,16,0
1300 E @ 10074 S,0,0
6200 S @ 3363 W,0,0
3500 S @ 2785 W,0,0
State St @ 685 S,61,0
1700 S @ 271 W,4,0
Highland Dr @ 4520 S,6,0
Winchester St / 700 E,13,0
500 E / 500 S,34,0
4700 S @ 2821 W,2,0
900 E / 3700 S,7,0
1300 W @ 385 N,2,0
1100 E @ 1078 S,1,0
2nd Ave / A St,11,0
Draper Station,17,0
2200 W @ 420 N,0,0
4000 W @ 8070 S,0,0
4800 W @ 4177 S,0,0
2100 S / 1500 E,10,0
M St / 2nd Ave,7,0
Redwood Rd / 200 N,6,0
13th Ave / I St,4,0
4100 S @ 3470 W,0,0
State St @ 8881 S,2,0
4715 S @ 4135 W,3,0
1100 E @ 1330 S,3,0
800 S / 700 E,11,0
Redwood Rd @ 8936 S,16,0
4000 W @ 3782 S,0,0
2200 W @ 3874 S,7,0
South Jordan Pkwy @ 1667 W,4,0
1300 E @ 3128 S,2,0
2300 E @ 3883 S,3,0
1300 E @ 4400 S,0,0
3rd Ave / I St,15,0
Wakara Way / Komas Dr,34,0
500 E / 3700 S,53,0
4800 W @ 3310 S,2,0
3300 S @ 398 E,5,0
2200 W @ 640 N,0,0
Fort Union Blvd @ 1620 E,0,0
Highland Dr @ 2907 S,8,0
Redwood Rd @ 4930 S,1,0
1300 E @ 5158 S,2,0
State St @ 5500 S,0,0
Fort Union Blvd @ 2109 E,1,0
Murray Central Station,1235,0
Murray Holladay Rd @ 2102 E,0,0
4100 S @ 4861 W,7,0
State St @ 8028 S,1,0
3500 S / Montclair St,5,0
State St @ 9646 S,3,0
3300 S @ 775 E,8,0
1300 E @ 1134 S,1,0
Van Winkle Expy @ 6124 S,1,0
4000 W @ 5865 S,4,0
4800 W @ 9253 S,0,0
2200 W @ 4137 S,7,0
3rd Ave / A St,3,0
4500 S @ 957 E,5,0
3100 S @ 4381 W,3,0
Fort Union Blvd @ 1285 E,4,0
3200 W @ 5348 S,0,0
2100 S / 500 E,66,0
Mario Capecchi Dr / Pollock Rd,2,0
Constitution Blvd @ 3939 S,0,0
900 W @ 3590 S,61,0
Wasatch Blvd @ 4470 S,1,0
6200 S @ 3709 W,23,0
7800 S @ 948 E,1,0
Murray Blvd / Vine St,7,0
5600 W @ 4540 S,42,0
900 E / 900 S,66,0
3500 S / Callao Dr,4,0
1700 S @ 410 E,9,0
State St @ 5223 S,34,0
4500 S / State St,60,0
Cougar Ln @ 6558 S,0,0
South Temple / 1000 E / O St,4,0
9000 S @ 3480 W,0,0
Murray Holladay Rd @ 2161 E,7,0
3100 S @ 2801 W,3,0
3500 S / 5300 W,2,0
700 E @ 3875 S,1,0
Redwood Rd / 1700 S,78,0
3600 W / Honda Ave,3,0
Highland Dr @ 8902 S,0,0
3200 W @ 8132 S,0,0
3600 W @ 12907 S,0,0
1300 E @ 896 S,18,0
Lake Park Blvd @ 4256 W,0,0
500 E / 1300 S,27,0
Redwood Rd @ 1285 N,22,0
1300 E @ 4711 S,7,0
Cougar Ln @ 6587 S,3,0
200 S / 600 E,94,0
Navajo St / 1000 S,10,0
Mario Capecchi / Research Rd,7,0
Murray Blvd @ 5039 S,4,0
1300 E @ 1724 S,9,0
5400 S / 5600 W,19,0
1700 S @ 1788 E,4,0
California Ave @ 1645 W,0,0
900 E / Springview Dr,3,0
3300 S @ 1225 E,21,0
4000 W @ 4537 S,6,0
2700 W @ 6549 S,1,0
3100 S @ 3941 W,2,0
2200 W @ 480 N,0,0
5400 S / 5030 W,4,0
Redwood Rd @ 1289 S,15,0
Atherton Dr @ 4555 S,16,0
3500 S @ 1420 W,1,0
500 N @ 1303 W,3,0
2200 W @ 4681 S,12,0
1700 E @ 1794 S,0,0
Wiley Post Way @ 4815 W,0,0
400 S @ 905 W,10,0
Fort Union Blvd @ 1335 E,5,0
1900 E @ 991 S,1,0
900 E / Herbert Ave,2,0
State St @ 6150 S,6,0
Wiley Post Way @ 4905 W,0,0
Highland Dr @ 7215 S,11,0
3650 S / 3200 W,1,0
Cottonwood Pkwy @ 2955 E,29,0
1200 W @ 753 N,1,0
4100 S @ 3330 W,0,0
Clernates Dr @ 6718 S,3,0
Redwood Rd @ 9185 S,3,0
Redwood Rd @ 7366 S,3,0
1100 E @ 1545 S,7,0
4700 S @ 3189 W,12,0
Redwood Rd @ 758 S,4,0
4000 W @ 4288 S,0,0
Fort Union Blvd @ 985 E,15,0
1900 E @ 886 S,0,0
Vine St @ 61 E,2,0
Cougar Ln @ 6746 S,0,0
700 E @ 1690 S,0,0
400 S / Cheyenne St,25,0
State St @ 4801 S,40,0
3500 S @ 5880 W,0,0
Highland Dr @ 3330 S,27,0
State St @ 1925 S,23,0
5400 S / Bastile Dr,1,0
4500 S @ 1296 E,3,0
1300 E @ 4989 S,3,0
3900 S @ 2947 E,2,0
State St @ 5400 S,1,0
4800 W @ 3991 S,0,0
2300 E @ 4629 S,2,0
4100 S @ 5125 W,1,0
1500 E @ 1640 S,3,0
Meadowbrook Expwy @ 950 W,10,0
State St @ 5760 S,1,0
3900 S @ 1085 E,28,0
1730 S @ 5088 W,1,0
4500 S / Atwood Blvd,28,0
3300 S @ 1650 E,0,0
3200 W @ 7859 S,1,0
3000 E @ 6950 S,2,0
Copper City Dr / 5400 S,0,0
Atherton Dr @ 1025 W,10,0
2700 W @ 4663 S,6,0
900 S / 1500 E,0,0
4715 S @ 4420 W,3,0
Fort Union Blvd @ 2748 E,8,0
900 E / 4400 S,13,0
500 E / Delno Dr,10,0
4100 S @ 3477 W,3,0
Highland Dr @ 7050 S,12,0
Redwood Rd / 400 S,47,0
8400 W / Myron Ave,0,0
North Temple @ 1458 W,2,0
1100 E @ 1081 S,3,0
Redwood Rd @ 5001 S,8,0
4420 W @ 4720 S,6,0
1730 S @ 4488 W,0,0
2700 W @ 5300 S,0,0
Redwood Rd @ 6721 S,7,0
Redwood Rd @ 1020 N,3,0
700 S / 800 W,5,0
3500 S @ 8535 W,33,0
4000 W @ 6145 S,5,0
State St @ 857 S,34,0
6200 S @ 3185 W,0,0
3500 S / Chatterleigh Dr,1,0
4100 S @ 4253 W,5,0
U Kennecott Building,300,0
9000 S @ 3784 W,0,0
River Front Pkwy @ 10726 S,1,0
Redwood Rd @ 1506 S,11,0
Murray Holladay Rd @ 2051 E,0,0
Fort Union Blvd @ 2941 E,5,0
Airport Station,7,0
1100 E @ 1621 S,6,0
1300 E @ 3751 S,3,0
4800 W @ 4053 S,0,0
500 N @ 810 W,0,0
Clernates Dr @ 6857 S,0,0
3900 S @ 1377 E,3,0
Redwood Rd @ 9999 S,0,0
2100 S @ 40 W,3,0
Murray Holladay Rd @ 1776 E,4,0
1100 E @ 1885 S,7,0
Northwest Ave @ 5383 S,3,0
B St / 2nd Ave,8,0
Murray Holladay Rd @ 1981 E,2,0
400 S / Rio Grande St,15,0
California Ave / 1000 W,9,0
3500 S / Chatterleigh Rd,3,0
300 W / 1300 S,68,0
