Stop,Ridership,Downtown
3600 W / 2750 S,1,0
Magna Main St / 9040 W,9,0
3300 S @ 2454 E,0,0
1000 E @ 7555 S,4,0
B St / 8th Ave,3,0
3100 S @ 3555 W,3,0
River Front Pkwy @ 10648 S,3,0
Redwood Rd @ 7020 S,21,0
900 W / 1400 S,3,0
1300 E @ 6375 S,1,0
Van Winkle Expy @ 875 E,1,0
Pioneer Rd / Fort St,0,0
1300 W @ 398 N,0,0
2700 W @ 7531 S,2,0
Redwood Rd @ 985 N,28,0
M St / 5th Ave,5,0
Fort Union Blvd @ 221 E,1,0
200 S / 300 E,95,0
3300 S @ 2201 E,9,0
1300 E @ 4155 S,2,0
4100 S @ 4778 W,9,0
North Temple / 600 W,13,0
800 W / 800 S,4,0
1700 S @ 881 E,13,0
Ft Union Blvd @ 3417 E,0,0
South Jordan Pkwy @ 1523 W,0,0
1700 S / Wallace Rd,11,0
Starcrest Dr @ 505 N,14,0
2300 E @ 3663 S,0,0
4000 W @ 3936 S,0,0
Highland Dr @ 5448 S,0,0
500 S / Main St for Courthouse,0,1
1900 E @ 1058 S,0,0
Fort Union Blvd @ 589 E,0,0
9th Ave / LDS Hospital,29,0
900 E / 600 S,19,0
1st Ave before A St,11,0
1300 E @ 1419 S,4,0
4700 S @ 2860 W,3,0
Redwood Rd @ 8380 S,5,0
Silver Fork Lodge (Down),5,0
200 S / 200 W,18,1
700 E @ 1697 S,0,0
Wakara Way / Chipeta Dr,7,0
3200 W @ 6871 S,1,0
9000 S @ 3805 W,1,0
Foothill Dr / Michigan Ave,5,0
Rustler Lodge (Up),0,0
3200 W @ 4615 S,1,0
2100 S / 1045 W,0,0
4000 W @ 3961 S,1,0
900 S @ 1578 E,3,0
500 E / Herbert Ave,12,0
Highland Dr @ 2473 S,6,0
3200 W @ 8545 S,0,0
3900 S @ 599 E,1,0
800 S / 600 E,13,0
7800 S @ 225 E,0,0
1300 E @ 8245 S,0,0
South Temple / 1200 E / S St,8,0
3300 S @ 3301 E,28,0
State St @ 777 S,30,0
Redwood Rd @ 1125 S,10,0
Sandy Pkwy / 8500 S,16,0
3900 S @ 2312 E,3,0
1525 E @ 901 S,0,0
Sunnyside Ave @ 2134 E,0,0
3300 S @ 1311 E,38,0
Redwood Rd @ 4720 S,19,0
900 W / 800 N,23,0
600 W @ 205 N,1,0
1300 E @ 2455 S,10,0
Atherton Dr @ 4501 S,7,0
3200 W @ 6484 S,0,0
3200 W @ 3653 S,2,0
3500 S / 4800 W,72,0
Meadowbrook Expwy @ 831 W,33,0
State St @ 503 S,19,0
Billy Mitchell Rd @ 570 N,0,0
Redwood Rd @ 7546 S,0,0
Grizzly Way @ 8416 S,0,0
4800 W @ 3668 S,1,0
4500 S @ 3124 E,1,0
3rd Ave / G St,11,0
1000 E @ 7335 S,1,0
8400 W / Aleen Ave,2,0
Alta Lodge (Down),9,0
4800 W @ 3485 S,1,0
Magna Post Office,24,0
State St @ 1135 S,12,0
N St / 1st Ave,3,0
Highland Dr @ 2566 S,0,0
1700 S / Pioneer Rd,0,0
3200 W @ 6602 S,0,0
10600 S @ 1050 E,5,0
State St @ 8516 S,1,0
400 S @ 198 W,7,1
2400 W @ 20 S,0,0
5400 S / Redwood Rd,64,0
2200 W @ 405 N,0,0
South Jordan Station,149,0
2700 S @ 1959 E,1,0
4800 W @ 4180 S,0,0
Reynolds Flat / North Fork (Up),2,0
12600 S @ 2685 W,0,0
Redwood Rd @ 3575 S,3,0
Temple Drive @ 10765 S,1,0
Redwood Rd @ 6220 S,7,0
1700 N @ 1707 W,15,0
900 E / Woodshire Ave,0,0
Bengal Blvd @ 2594 E,0,0
Highland Dr @ 8052 S,0,0
Holladay Blvd @ 5390 S,0,0
3900 S @ 71 W,209,0
2100 S @ 1001 E,5,0
3200 W @ 8550 S,0,0
Foothill Dr @ 1458 S,0,0
2100 S @ 388 E,8,0
2100 S / 1075 W,0,0
3200 W @ 6735 S,1,0
Grizzly Way @ 7761 S,2,0
4000 W @ 4474 S,0,0
State St @ 2473 S,6,0
11400 S @ 930 W,0,0
700 E @ 222 S,1,0
4500 S @ 1200 E,0,0
State St @ 6888 S,1,0
1300 W @ 490 N,0,0
7800 S @ 110 E,4,0
4700 S @ 1302 W,0,0
8600 S @ 283 W ,1,0
Redwood Rd / 1800 S,4,0
2200 W @ 325 N,0,0
3900 S @ 725 E,5,0
3600 W / 3100 S,15,0
Redwood Rd @ 9994 S,0,0
Harold Gatty Dr @ 5705 W,0,0
Highland Dr @ 7817 S,8,0
Dupont Ave @ 1289 W,1,0
4800 W @ 6735 S,1,0
3300 S @ 1847 E,12,0
3380 W @ 8756 S,0,0
6th Ave / E St,10,0
Redwood Rd @ 1351 N,4,0
Center St @ 407 W,1,0
Amelia Earhart Dr @ 5530 W,3,0
4800 W @ 3169 S,3,0
1500 E @ 1569 S,3,0
Murray Blvd @ 4889 S,6,0
1500 E @ 998 S,1,0
Fort Union Blvd @ 1891 E,1,0
North Temple @ 988 W,4,0
900 W @ 3425 S,7,0
State St @ 2712 S,21,0
2200 W @ 322 N,0,0
Redwood Rd @ 8770 S,0,0
Komas Dr @ 542 S,25,0
Highland Dr @ 3401 S,2,0
Winchester St / State St,38,0
Wright Brothers Dr @ 263 N,1,0
700 E @ 3970 S,1,0
1700 S @ 113 E,19,0
6th Ave / N St,0,0
9400 S @ 1356 E,3,0
4700 S @ 1546 W,4,0
State St @ 5980 S,0,0
Meadowbrook Expwy @ 1285 W,32,0
Navajo St / 500 S,11,0
2700 W @ 5075 S,0,0
7800 S @ 435 E,0,0
4100 S @ 5171 W,3,0
200 S / 500 E,178,0
2100 S / 2000 E,9,0
3100 S / 9100 W,5,0
Redwood Rd / 800 N,16,0
California Ave @ 1861 W,0,0
1000 E @ 7410 S,3,0
Holladay Blvd @ 5580 S,0,0
4420 W @ 4940 S,0,0
3300 S @ 49 E,39,0
Fort Union Blvd @ 1150 E,41,0
Fort Union Blvd @ 2018 E,30,0
3900 S @ 298 E,16,0
2000 E @ 3079 S,1,0
Highland Dr @ 2831 S,4,0
Redwood Rd @ 4935 S,2,0
Komas Dr @ 650 S,2,0
300 W / Fayette Ave,2,0
Silver Fork Lodge (Up),8,0
500 E / Stanley Ave,2,0
Olympus Cove P+R,259,0
Fort Union Blvd @ 1991 E,17,0
Highland Dr @ 2858 S,2,0
Little Cottonwood Rd @ 2766 E,2,0
2100 S @ 1775 E,7,0
State St @ 910 S,57,0
2700 W @ 5410 S,1,0
Lake Park Blvd @ 4647 W,0,0
2700 S @ 1851 E,2,0
West Jordan City Center Stn,320,0
1730 S @ 4816 W,1,0
6200 S @ 4485 W,2,0
12600 S @ 1825 W,0,0
1300 E @ 6330 S,0,0
Redwood Rd @ 10102 S,0,0
1300 W @ 6471 S,0,0
900 E / 1300 S,26,0
300 N @ 1098 W,0,0
1300 E @ 2078 S,13,0
Atherton Dr @ 924 W,22,0
Winchester St / 370 E,12,0
3200 W @ 4545 S,0,0
200 S / State St,357,1
7000 S @ 5153 W,1,0
Dupont Ave @ 1142 W,0,0
Lake Park Blvd @ 4170 W,0,0
Redwood Rd @ 2650 S,8,0
4100 S @ 1661 W,116,0
3900 S @ 887 E,47,0
1100 E @ 1730 S,6,0
Highland Dr @ 7069 S,27,0
Lodestone Ave / Trowbridge Way,1,0
Temple Drive @ 11055 S,0,0
1300 E @ 1079 S,5,0
4000 W @ 4036 S,1,0
7800 S @ 385 E,2,0
10600 S @ 60 E,1,0
1100 E @ 664 S,4,0
Morton Dr @ 1690 N,21,0
4000 W @ 8330 S,0,0
2200 W @ 1220 N,0,0
1500 E @ 981 S,3,0
900 W / 400 S,7,0
Cliff Lodge (Up),40,0
2200 W @ 3853 S,2,0
Reynolds Flat / North Fork (Down),2,0
1300 E @ 5570 S,1,0
Center St @ 465 W,0,0
500 E / 3300 S,56,0
500 N @ 801 W,3,0
1300 E @ 5780 S,5,0
3300 S @ 87 W,53,0
9000 S @ 4841 W,1,0
Murray Holladay Rd @ 1988 E,1,0
3200 W @ 4779 S,0,0
1300 E @ 6725 S,0,0
Pieper Blvd @ 5187 S,1,0
4000 W @ 8055 S,0,0
900 W / 700 S,3,0
3200 W @ 5248 S,0,0
North Temple / 200 W,74,1
Winchester St / Jefferson St,1,0
3300 S @ 801 E,13,0
900 E / 500 S,23,0
West Temple @ 305 S,2,0
1500 E @ 1420 S,0,0
1300 E @ 544 S,13,0
State St @ 1730 S,72,0
1700 E @ 2107 S,1,0
Highland Dr @ 3125 S,13,0
4800 W @ 3990 S,0,0
Redwood Rd @ 7389 S,1,0
Peruvian Lodge (Down),127,0
Jordan Valley Station,96,0
900 W / 600 S,11,0
3900 S @ 3239 E,2,0
2000 E @ 2939 S,1,0
Parkway Blvd @ 2979 W,0,0
7800 S @ 109 E,0,0
State St / 1st Ave,74,0
State St @ 8718 S,0,0
Constitution Blvd @ 3601 S,47,0
300 N @ 1009 W,1,0
7200 S @ 90 W,4,0
Silver Lake / Brighton Store (Up),6,0
9000 S @ 3705 W,0,0
3900 S @ 2858 E,0,0
1300 E @ 4850 S,0,0
Plaza Center Dr @ 7191 S,4,0
3200 W @ 7253 S,0,0
8400 W / 2910 S,3,0
3200 W @ 5404 S,2,0
5400 S / Rockford St,0,0
Redwood Rd @ 9375 S,4,0
3900 S @ 2640 E,0,0
500 E @ 1979 S,8,0
Columbus St / Wall St,0,1
2400 W @ 1 S,0,0
Holladay Blvd. @ 4894 S,0,0
12600 S @ 2191 W,0,0
3200 W @ 3686 S,3,0
Grizzly Way @ 8292 S,1,0
1300 E @ 3643 S,2,0
900 E / Emerson Ave,1,0
1300 E @ 6538 S,0,0
N St / 4th Ave,1,0
2100 E / Bryan Ave,13,0
1300 E @ 3758 S,1,0
Spruces (Down),2,0
2300 E @ 3779 S,0,0
State St @ 4489 S,62,0
1500 E @ 1498 S,0,0
Bengal Blvd @ 2601 E,0,0
3500 S / 6400 W,63,0
1300 S / 700 W,8,0
Redwood Rd @ 3770 S,4,0
500 E / 4100 S,38,0
N St / 3rd Ave,2,0
Monroe St @ 8230 S,0,0
State St @ 8721 S,1,0
1000 N / 1300 W,8,0
Bengal Blvd @ 2925 E,1,0
Pioneer Rd / 1700 S,5,0
3300 S @ 2103 E,5,0
3900 S @ 505 E,35,0
Historic Sandy Station,172,0
900 E / 800 S,36,0
2700 W @ 6800 S,0,0
2100 S / 1500 W,6,0
Dupont Ave @ 1330 W,0,0
3600 W / 2850 S,0,0
7800 S @ 740 E,5,0
3200 W @ 5286 S,0,0
Trolley Station,2,0
U Social Work Building,218,0
State St @ 4949 S,15,0
1000 E @ 7670 S,0,0
Balsa Ave @ 5387 W,0,0
1200 W @ 950 N,0,0
2000 E @ 3175 S,1,0
4000 W @ 4443 S,4,0
400 W / 200 N,0,0
2700 W @ 4791 S,1,0
1100 E @ 1457 S,11,0
Midvale Main St / Price St,2,0
3300 S @ 1108 E,1,0
5400 S / 4420 W,15,0
1700 E @ 1709 S,2,0
Redwood Rd @ 9283 S,2,0
3900 S @ 2525 E,2,0
Dupont Ave @ 1409 W,2,0
Fort Union Blvd @ 594 E,4,0
Plaza Center Dr @ 7456 S,0,0
5400 S / 4800 W,5,0
3900 S @ 1112 E,4,0
3200 W @ 5085 S,0,0
Columbus St / 500 N,7,1
Fort Union Blvd @ 485 E,0,0
2300 E @ 3545 S,0,0
1100 E @ 671 S,0,0
900 W / 900 S,2,0
500 E / Lambourne Ave,4,0
4800 W @ 3565 S,0,0
1300 W @ 6500 S,1,0
3500 S / 3900 W,9,0
1730 S @ 4695 W,4,0
4700 S @ 3650 W,4,0
4500 S @ 2790 E,0,0
Grizzly Way @ 8620 S,0,0
200 E @ 312 S,1,1
900 E / 4500 S,68,0
1700 S @ 517 E,4,0
Redwood Rd @ 4140 S,58,0
Wasatch Dr / Exploration Way,0,0
400 S @ 1120 W,0,0
Wiley Post Way @ 5225 W,0,0
3500 S / Oquirlane St,1,0
Redwood Rd @ 5178 S,1,0
300 N @ 710 W,0,0
9th Ave / B St,2,0
Fort Union Blvd @ 2474 E,0,0
2700 W @ 7520 S,1,0
Wasatch Blvd @ 8496 S,0,0
1500 W @ 1271 N,0,0
5600 W @ 4200 S,8,0
Grizzly Way @ 7224 S,1,0
2200 W @ 4626 S,3,0
1300 E @ 4645 S,3,0
3200 W @ 5987 S,0,0
3200 W @ 5865 S,1,0
3800 S @ 2520 W,3,0
3900 S @ 110 E,25,0
4700 S @ 5265 W,4,0
1300 E @ 1784 S,6,0
400 S @ 1001 W,4,0
4015 W @ 5470 S,8,0
Alta Lodge (Up),1,0
Atherton Dr @ 4533 S,15,0
State St @ 5590 S,0,0
5400 S / Harvey Heights Dr,0,0
Constitution Blvd @ 4083 S,0,0
3900 S @ 2108 E,0,0
Pieper Blvd @ 5190 S,0,0
2700 S @ 5520 W,2,0
3850 W @ 2491 S,1,0
California Ave @ 1862 W,0,0
Cougar Ln @ 5535 S,3,0
7800 S @ 430 E,2,0
3300 S @ 680 E,6,0
Highland Dr @ 5239 S,5,0
900 E / Wilson Ave,7,0
1300 E @ 1633 S,11,0
2100 S / 1300 E,25,0
4500 S @ 3101 E,3,0
3100 S @ 3157 W,3,0
3300 S @ 981 W,111,0
700 N / Riverside Dr,1,0
3600 W @ 12681 S,0,0
Brighton Store (Down),41,0
M St / 3rd Ave,11,0
Redwood Rd @ 1560 S,2,0
2100 S / 1600 W,2,0
10600 S @ 950 E,0,0
3100 S / 8950 W,3,0
1500 E @ 1305 S,6,0
State St @ 3451 S,9,0
River Front Pky @ 10903 ,14,0
3100 S @ 3940 W,0,0
State St @ 5270 S,8,0
3200 W @ 5558 S,0,0
3900 S @ 184E,3,0
Lake Park Blvd @ 4171 W,0,0
Redwood Rd @ 3538 S,104,0
Centennial Pkwy @ 10115 S,3,0
1000 N / 1400 W,25,0
2300 E @ 3375 S,5,0
Guardsman Way / Sunnyside Ave,6,0
4420 W @ 4719 S,5,0
3200 W @ 4110 S,2,0
2300 E @ 3780 S,0,0
1930 W @ 374 N,1,0
Amelia Earhart Dr @ 5243 W,1,0
U Presidents' Circle,432,0
2100 E / St. Mary's Dr,16,0
100 S / 700 E,37,0
Guardsman Way / 600 S,8,0
Clernates Dr @ 6473 S,0,0
Campus View Dr @ 7704 S,4,0
3300 S @ 3045 E,4,0
1300 E @ 3849 S,7,0
900 W / Riley Cir,0,0
200 S / 800 E,69,0
900 E / 200 S,35,0
3200 W @ 8212 S,0,0
Clernates Dr @ 6598 S,2,0
1100 E @ 978 S,2,0
State St @ 5435 S,1,0
500 N @ 1425 W,0,0
State St @ 2510 S,11,0
3rd Ave / Virginia St,0,0
3200 W @ 3887 S,0,0
5600 W @ 4677 S,0,0
1300 E @ 4765 S,18,0
5400 S / Morning Breeze Dr,10,0
Redwood Rd @ 5201 S,29,0
Iron Blosam,127,0
State St @ 1029 S,26,0
Highland Dr @ 5719 S,0,0
Wasatch Blvd @ 8304 S,1,0
700 E @ 3316 S,0,0
Redwood Rd @ 6418 S,0,0
4500 S @ 610 E,2,0
1000 W @ 196 N,4,0
State St @ 8249 S,4,0
Copper City Dr/Willingcott Way,0,0
10600 S @ 288 E,1,0
3650 S / 3100 W,14,0
1300 E @ 875 S,19,0
900 E / 3300 S,114,0
3500 S / Decker Lake Dr,15,0
Redwood Rd @ 8739 S,1,0
4700 S @ 2751 W,10,0
Fort Union Blvd @ 32 E,31,0
Wakara Way / 400 S,14,0
4500 S @ 2498 E,0,0
Van Winkle Expy @ 5603 S,1,0
3200 W @ 5265 S,0,0
4100 S @ 4820 W,0,0
Redwood Rd @ 2911 S,3,0
Pieper Blvd @ 5111 S,0,0
1500 E @ 1378 S,0,0
3300 S @ 2375 E,5,0
Highland Dr @ 8291 S,0,0
Constitution Blvd @ 2770 S,1,0
12300 S / 210 E,9,0
Redwood Rd @ 3745 S,14,0
Constitution Blvd @ 2726 S,0,0
4500 S @ 1045 E,1,0
500 E @ 1896 S,1,0
Spruces (Up),2,0
900 S / 1000 E,16,0
Grizzly Way @ 7980 S,1,0
Highland Dr @ 4745 S,29,0
3900 S @ 985 E,1,0
5600 W @ 4290 S,3,0
Dixie Dr @ 6825 S,0,0
South Jordan Gateway @ 10428 S,2,0
State St @ 4601 S,7,0
Holladay Blvd @ 5772 S,0,0
1700 E @ 2501 S,3,0
2700 W @ 6900 S,0,0
Highland Dr @ 6270 S,1,0
3200 W @ 4280 S,0,0
500 E / Wendell Dr,33,0
Wiley Post Way @ 4860 W,2,0
North Temple / 400 W,0,1
State St @ 7495 S,6,0
700 E @ 596 S,0,0
Foothill Dr / Sunnyside Ave,2,0
4100 S @ 5400 W,0,0
7800 S @ 845 E,0,0
Balsa Ave @ 5380 W,0,0
Redwood Rd @ 2327 S,14,0
3200 W @ 4068 S,3,0
7800 S @ 665 E,3,0
Fort Union Blvd @ 1535 E,4,0
3380 W @ 8814 S,2,0
4000 W @ 8570 S,0,0
6200 S @ 3150 W,1,0
Grizzly Way @ 7381 S,0,0
State St @ 8385 S,4,0
Redwood Rd @ 6618 S,0,0
500 N @ 878 W,0,0
Dupont Ave @ 1085 W,1,0
800 W @ 396 N,0,0
4800 West Station,36,0
Dixie Dr @ 6778 S,0,0
Redwood Rd / 500 S,17,0
4800 W @ 3790 S,0,0
State St @ 5775 S,6,0
3500 S @ 1575 W,8,0
1460 W / North Temple,20,0
500 N @ 1669 W,0,0
State St @ 7434 S,3,0
4800 W @ 4563 S,2,0
5400 S / Hew Wood Dr,29,0
Van Winkle Expy @ 6111 S,1,0
1730 S @ 4598 W,0,0
900 E / Crandall Ave,6,0
Snowbird Center,162,0
2100 S @ 598 E,20,0
Dixie Dr @ 6952 S,0,0
3900 S @ 994 E,0,0
UDOT Region Two,0,0
400 S @ 285 W,4,1
500 S @ 1090 E,20,0
Centennial Pkwy @ 10152 S,4,0
1200 W @ 605 N,10,0
1100 E @ 598 S,0,0
Redwood Rd @ 8914 S,2,0
Fort Union Blvd @ 2545 E,0,0
West Valley Central Station,1223,0
7800 S @ 836 E,3,0
Mario Capecchi / South Campus,45,0
E St / 7th Ave,3,0
3rd Ave / C St,0,0
3300 S @ 942 E,26,0
10600 S @ 1069 E,0,0
1000 E @ 7778 S,6,0
3300 S @ 615 E,6,0
River Front Pkwy @ Park Palisade Dr,0,0
Redwood Rd @ 6597 S ,1,0
2100 S / 800 E,27,0
Winchester St / 525 E,8,0
Highland Dr @ 3795 S,9,0
700 E / 12300 S,1,0
Centennial Pkwy @ 10255 S,17,0
700 E @ 2101 S,1,0
4700 S @ 4855 W,27,0
2100 S @ 1396 E,3,0
11th Ave / Virginia St,1,0
Dupont Ave @ 1420 W,0,0
500 E / Burton Ave,7,0
Redwood Rd @ 3469 S,105,0
Meadowbrook Station,242,0
3rd Ave / T St,6,0
Clernates Dr @ 6852 S,3,0
South Temple / 700 E / J St,33,0
Sandy Pkwy / 8800 S,3,0
1300 E @ 1969 S,21,0
Foothill Dr @ 1445 S,3,0
12600 S @ 1802 W,0,0
1300 E @ 10075 S,2,0
Constitutional Blvd @ 3779 S,2,0
Westsams Blvd @ 4896 S,1,0
State St @ 4195 S,13,0
Jordan Gateway / 10000 S,4,0
300 N @ 610 W,7,0
1300 E @ 4845 S,1,0
3200 W @ 7975 S,0,0
300 N @ 798 W,0,0
Columbus St / 400 N,10,1
4700 S @ 2691 W,32,0
Fort Union Blvd @ 1892 E,0,0
State St @ 6954 S,5,0
4000 W @ 4071 S,5,0
Murray Holladay Rd @ 1660 E,4,0
South Temple / 1300 E / T St,12,0
South Union Ave @ 1092 E,4,0
Amelia Earhart Dr @ 5610 W,0,0
Pioneer Rd @ 1381 S,1,0
1700 S / Fremont Dr,1,0
4000 W @ 4122 S,7,0
1700 E @ 1855 S,3,0
G St / 12th Ave,2,0
8400 W / 3410 S,9,0
1300 E @ 6980 S,1,0
Power Station,0,0
1100 E @ 1371 S,10,0
9th Ave / E St,8,0
North Temple Station,405,1
300 W @ 235 N,58,0
500 N @ 1355 W,4,0
1300 E @ 4085 S,1,0
Mandalay Rd @ 1396 N,14,0
9400 S @ 1365 E,1,0
Redwood Rd @ 8405 S,5,0
8400 W / Robin St,9,0
Alabama Ave @ 3639 W,3,0
Wasatch Blvd @ 8337 S,1,0
1700 S @ 20 W,5,0
Constitution Blvd @ 3950 S,0,0
5400 S / Ridgecrest Dr,14,0
12600 S @ 1605 W,0,0
1000 E @ 7755 S,8,0
3300 S @ 2340 E,1,0
California Ave @ 2125 W,0,0
Virginia St / 4th Ave,1,0
9000 S @ 3898 W,5,0
800 S / State St,52,0
3500 S / 6555 W,4,0
3600 W / 2270 S,10,0
Foothill Dr @ 2245 S,21,0
4100 S @ 3657 W,6,0
3500 S / 5200 W,6,0
1300 E @ 7046 S,1,0
Atherton Dr @ 1020 W,5,0
3200 W @ 7080 S,0,0
3900 S @ 401 E,24,0
Temple Drive @ 11220 S,0,0
4100 S @ 4720 W,0,0
900 E / 6400 S,0,0
11400 S @ 1236 W,1,0
1500 E @ 1051 S,1,0
Murray Holladay Rd @ 1725 E,34,0
3300 S @ 2035 E,23,0
3300 S @ 225 E,29,0
3200 W @ 7115 S,0,0
Holladay Blvd @ 5277 S,2,0
4000 W @ 3620 S,1,0
Clark Ave @ 304 N,0,0
1300 E @ 3200 S,5,0
Chipeta Way / 450 S,7,0
Meadowbrook Expwy @ 1520 W,4,0
Redwood Rd @ 3430 S,7,0
Redwood Rd @ 4272 S,1,0
U Warnock Engineering Building,115,0
State St @ 5680 S,1,0
3900 S @ 398 E,3,0
2200 W @ 1490 N,0,0
Stadium Station,241,0
1300 E @ 3315 S,11,0
1300 W / Wasatch Ave,10,0
State Capitol East Entrance,65,0
1900 E @ 1061 S,0,0
4000 W @ 8260 S,0,0
State St @ 1120 S,15,0
3rd Ave / E St,16,0
1300 E @ 4152 S,0,0
4500 S @ 2575 E,0,0
4000 W @ 4206 S,0,0
Sandy Civic Center Station,17,0
900 E / 3600 S,15,0
1700 S / Redwood Rd,18,0
Redwood Rd @ 2470 S,32,0
1300 E @ 3640 S,0,0
3300 S @ 1 E,20,0
500 E / Ramona Ave,8,0
3100 S @ 3078 W,0,0
North Temple / Main St,89,1
Fort Union Blvd @ 1811 E,0,0
Constitution Blvd @ 3803 S,0,0
6200 S @ 4476 W,0,0
Clernates Dr @ 6394 S,4,0
900 E @ 7077 S,0,0
Foothill Dr @ 2135 S,10,0
Redwood Rd. @ 4798 S,2,0
1000 N @ 1496 W,4,0
2700 W @ 5514 S,0,0
2200 W @ 830 N,0,0
Murray Blvd / Allendale Dr,15,0
Dupont Ave @ 1141 W,1,0
4420 W @ 4955 S,2,0
4800 W @ 4360 S,1,0
South Temple / 200 E,16,1
2300 E @ 3470 S,1,0
6200 S / Wakefield Way,0,0
10000 S / State St,2,0
1700 S @ 314 E,8,0
1700 S @ 1118 E,6,0
4500 S @ 2801 E,0,0
State St @ 2810 S,27,0
900 E / 5500 S,32,0
Clernates Dr @ 6671 S,1,0
Winchester Dr @ 1208 W,0,0
University Village West,3,0
Holladay Blvd @ 6100 S,0,0
900 E / Princeton Ave,6,0
Redwood Rd @ 8576 S,0,0
13200 S @ 3740 W,28,0
State St @ 5995 S,2,0
3rd Ave / D St,1,0
3600 W / 3650 S,3,0
4015 W @ 5601 S,2,0
North Temple St @ 1881 W,39,0
Highland Dr @ 2745 S,8,0
Foothill Dr @ 2160 S,1,0
Dixie Dr @ 6345 S,2,0
Highland Dr @ 2223 S,3,0
4000 W @ 4544 S,1,0
1300 E @ 1749 S,17,0
Carlisle St @ 750 W,12,0
Redwood Rd @ 7521 S,4,0
5600 W @ 4401 S,0,0
900 E @ 7048 S,0,0
1200 W @ 836 N,1,0
900 E / Browning Ave,18,0
900 W @ 3420 S,11,0
Balsa Ave @ 5560 W,0,0
Richmond St @ 2904 S,0,0
1100 E @ 1951 S,7,0
State St @ 4400 S,10,0
700 W @ 3469 S,2,0
2200 W @ 1871 N,0,0
4500 S @ 877 E,52,0
Holladay Blvd @ 5571 S,0,0
State St @ 2775 S,56,0
This Is the Place Park,10,0
1300 E @ 525 S,13,0
2200 W @ 4215 S,3,0
Temple Drive @ 10877 S,0,0
3500 S @ 1405 W,6,0
Richmond St @ 3010 S,1,0
900 E / Bryan Ave,14,0
7800 S @ 799 E,5,0
3200 W @ 4598 S,0,0
3200 W @ 3780 S,1,0
State St @ 4608 S,3,0
3300 S @ 1585 E,1,0
Arapeen Dr / Komas Dr,10,0
Meadowbrook Expwy @ 1150 W,14,0
900 S / 900 E,58,0
300 N @ 605 W,1,0
2200 W @ 735 N,0,0
State St @ 1385 S,22,0
Wiley Post Way @ 4910 W,0,0
9150 W / Magna Main St,7,0
Sandy Pkwy / 700 W,2,0
Foothill Dr @ 2240 S,0,0
1300 E @ 4618 S,3,0
6200 S @ 2278 W,1,0
Highland Dr @ 4350 S,0,0
3100 S @ 4149 W,3,0
U Medical Center Station,369,0
Bruin Blvd @ 2090 W,8,0
4715 S @ 4124 W,3,0
1500 W @ 1278 N,1,0
2100 E / Hollywood Ave,69,0
State St @ 8266 S,0,0
3900 S @ 2232 E (LDS Church P&R Lot,0,0
Wasatch Blvd @ 4471 S,2,0
South Jordan Pkwy @ 428 W,2,0
State St @ 2085 S,79,0
3900 S @ 30 E,8,0
3300 S @ 1890 E,0,0
4500 S / Gordon Ln,5,0
1300 E @ 4605 S,2,0
500 N @ 1436 W,0,0
6600 S / 950 E P+R (Down),1,0
Constitution Blvd @ 2880 S,0,0
6200 S @ 3809 W,7,0
5400 S / Sarah Jane Dr,15,0
State St @ 2849 S,4,0
Billy Mitchell Rd @ 364 N,0,0
Temple Dr @ 10474 S,1,0
1700 E @ 1884 S,0,0
5400 S / Rocky Ridge Rd,6,0
Northstar Dr / Redwood Rd,24,0
500 W @ 4609 S,0,0
1300 E @ 1078 S,1,0
American Beauty Dr @ 1001 N,2,0
North Temple St @ 2160 W,0,0
River Front Pky @ 10834 S,5,0
3650 S / Granger Dr,2,0
1300 E @ 9085 S,2,0
3000 E @ 6425 S,5,0
3300 S @ 1590 E,1,0
Pioneer Rd @ 1675 S,0,0
3200 W @ 4847 S,0,0
8400 W / Western Dr,2,0
Fort Union Blvd @ 486 E,0,0
2000 E @ 2741 S,3,0
4500 S @ 1285 E,16,0
3100 S @ 3335 W,1,0
Highland Dr @ 3128 S,1,0
Sams Blvd @ 4260 W,4,0
5600 W @ 4390 S,1,0
Fort Union Blvd @ 715 E,4,0
Big Cottonwood Canyon P+R (Down),41,0
Temple Drive @ 10876 S,0,0
Creekside (Down),102,0
500 N @ 1330 W,0,0
B St / 6th Ave,10,0
3300 S @ 988 E,2,0
4015 W @ 5790 S,1,0
4800 W @ 3295 S,0,0
1500 E @ 1164 S,1,0
1820 S / 3730 W,4,0
3800 S @ 2311 W,16,0
Alabama Ave @ 3766 W,1,0
Foothill Dr / VA Building 2,2,0
Dixie Dr @ 6506 S,1,0
3300 S @ 511 E,29,0
900 W @ 3595 S,33,0
Starcrest Dr @ 681 N,16,0
1820 S / 3480 W,3,0
2700 W @ 4854 S,0,0
100 S / 500 E,68,0
700 E @ 1305 S,0,0
4100 S @ 4110 W,0,0
4800 W @ 4361 S,2,0
200 S / 400 E,111,0
4100 S @ 5037 W,1,0
3200 W @ 4958 S,0,0
2700 W @ 6694 S,0,0
400 S / 550 E for Trolley Stn,0,0
1300 E @ 6295 S,0,0
Redwood Rd @ 837 S,10,0
1700 S @ 9 W,9,0
3900 S @ 1965 E,4,0
State St @ 5025 S,10,0
Glendale Dr / 1300 S,14,0
1300 E @ 7075 S,3,0
1100 E @ 1948 S,2,0
600 N / 1400 W,1,0
5400 S / Eastview Dr,12,0
1300 E @ 5960 S,0,0
Little Cottonwood Rd @ 2735 E,0,0
