Stop,Ridership,Downtown
Highland Dr @ 5911 S,5,0
Fitts Park,5,0
Fort Union Blvd @ 1540 E,5,0
Redwood Rd / 6720 S,5,0
State St @ 5200 S,5,0
4700 S @ 5585 W,5,0
South Union Ave @ 1092 E,5,0
3300 S @ 2605 E,5,0
Redwood Rd / 3550 S,5,0
900 E / Garden Dr,5,0
900 W / 700 S,5,0
1300 E @ 5263 S,5,0
West Temple / North Temple,5,0
900 E / 5290 S,5,0
3600 W / 3250 S,5,0
State St @ 7087 S,5,0
Meadowbrook Expwy @ 1150 W,5,0
4500 S @ 2925 E,5,0
Cougar Ln @ 5535 S,5,0
Fort Union Blvd @ 272 E,5,0
State St @ 4601 S,5,0
State St @ 8385 S,5,0
Fort Union Blvd @ 1000 E,5,0
9000 S @ 3913 W,5,0
Columbus St / 500 N,4,1
State St @ 7009 S,4,0
2700 S @ 1959 E,4,0
3200 W / 4060 S,4,0
5600 W @ 4500 S,4,0
Westsams Blvd @ 4896 S,4,0
Wasatch Blvd / 3300 S,4,0
2300 E @ 4433 S,4,0
1700 S @ 116 E,4,0
Dixie Dr @ 6515 S,4,0
1300 E @ 794 S,4,0
Richmond St @ 2917 S,4,0
State St @ 6801 S,4,0
7800 S @ 740 E,4,0
8400 W / 3100 S,4,0
Meadowbrook Expwy @ 1520 W,4,0
Fort Union Blvd @ 2748 E,4,0
900 E / 4000 S,4,0
Murray Blvd @ 4889 S,4,0
State St @ 2363 S,4,0
Redwood Rd / Erickson Park Dr,4,0
Pioneer Rd / Fort St,4,0
1000 E @ 7755 S,4,0
Richmond St @ 3010 S,4,0
State St @ 5898 S,4,0
1700 S / Empire Rd,4,0
1300 E @ 2455 S,4,0
3900 S @ 725 E,4,0
1300 E @ 4730 S,4,0
3300 S @ 796 E,4,0
900 E / Austin Ave,4,0
4000 W @ 8441 S,4,0
L St / 9th Ave,4,0
4015 W @ 4993 S,4,0
7800 S @ 665 E,4,0
Fort Union Blvd @ 1285 E,4,0
2200 W @ 4519 S,4,0
Clernates Dr @ 6852 S,4,0
State St @ 6954 S,4,0
3900 S @ 54 W,4,0
Highland Dr @ 4565 S,4,0
Little Cottonwood Rd @ 3125 E,4,0
Redwood Rd @ 705 S,4,0
Fort Union Blvd @ 2941 E,4,0
500 E / Bridlewood Dr,4,0
1300 E @ 1724 S,4,0
7800 S @ 799 E,4,0
Highland Dr @ 3795 S,4,0
Highland Dr @ 5571 S,4,0
State St @ 3750 S,4,0
2nd Ave / A St,4,0
1300 E @ 4989 S,4,0
1820 S / 3480 W,4,0
1700 S @ 410 E,4,0
Fort Union Blvd @ 1335 E,4,0
9000 S @ 3898 W,4,0
900 W / 1400 S,4,0
Cougar Ln @ 6587 S,4,0
Murray Holladay Rd @ 1776 E,4,0
Redwood Rd / South Temple,4,0
Dixie Dr @ 6260 S,4,0
2200 W @ 4512 S,4,0
Murray Holladay Rd @ 1981 E,4,0
Mario Capecchi Dr / Pollock Rd,4,0
Highland Dr @ 3011 S,4,0
7800 S @ 836 E,4,0
Highland Dr @ 4220 S,4,0
Fort Union Blvd @ 2691 E,4,0
200 E @ 312 S,3,1
Columbus St / 400 N,3,1
Redwood Rd / 4875 S,3,0
Arapeen Dr / Komas Dr,3,0
West Temple / Angelo Ave,3,0
Pioneer Rd / Bridger Rd,3,0
2000 E @ 3207 S,3,0
1700 S / Pioneer Rd,3,0
Silver Fork Lodge (Down),3,0
1300 E @ 4545 S,3,0
3100 S / Cyprus Ln,3,0
Highland Dr @ 9145 S,3,0
Foothill Dr / Hubbard Ave,3,0
Redwood Rd / Crystal Ridge Dr,3,0
6200 S @ 4215 W,3,0
Fort Union Blvd @ 395 E,3,0
11400 S @ 1236 W,3,0
Fort Union Blvd @ 844 E,3,0
1500 E @ 1429 S,3,0
1300 E @ 4155 S,3,0
Guardsman Way / 700 S,3,0
4500 S @ 1296 E,3,0
Highland Dr @ 2831 S,3,0
5400 S / Northwest Ave,3,0
4000 W / 7800 S,3,0
4015 W @ 4851 S,3,0
4700 S @ 3045 W,3,0
4700 S @ 2570 W,3,0
4000 W @ 8579 S,3,0
3rd Ave / N St,3,0
4000 W @ 4544 S,3,0
1700 S @ 1118 E,3,0
3200 W / Whitehall Dr,3,0
3900 S @ 785 E,3,0
700 W / Billinis Rd,3,0
5400 S / Rocky Ridge Rd,3,0
7000 S @ 5153 W,3,0
2200 W @ 4681 S,3,0
Copper City Dr / Black Mica,3,0
3650 S / Granger Dr,3,0
900 E / Rowley Dr,3,0
3900 S @ 398 E,3,0
1700 S @ 87 W,3,0
1300 E @ 6105 S,3,0
Redwood Rd / 1000 S,3,0
North Frontage Rd / 2900 W,3,0
Redwood Rd @ 8380 S,3,0
Cougar Ln @ 6242 S,3,0
3300 S @ 3045 E,3,0
Redwood Rd / 1600 S,3,0
3900 S @ 2059 E,3,0
1700 S / Swaner Rd,3,0
Temple Drive @ 10765 S,3,0
Highland Dr @ 6065 S,3,0
Highland Dr @ 2940 S,3,0
900 E / Crandall Ave,3,0
1000 E @ 7410 S,3,0
3900 S @ 1485 E,3,0
2200 W @ 4342 S,3,0
1300 E @ 3751 S,3,0
2200 W @ 3853 S,3,0
8400 W / Myron Ave,3,0
900 E / Arrowhead Ln,3,0
Highland Dr @ 4520 S,3,0
400 S @ 1049 W,3,0
500 E / Warnock Ave,3,0
3100 S @ 3596 W,3,0
Dixie Dr @ 6506 S,3,0
Highland Dr / Stratford Ave,3,0
State St @ 4190 S,3,0
4700 S @ 2860 W,3,0
3rd Ave / P St,3,0
3300 S / 1650 E,3,0
State St @ 5525 S,3,0
900 E / Vine St north,3,0
3600 W / 2750 S,3,0
6200 S @ 1611 W,3,0
1700 E @ 2689 S,3,0
1700 S @ 614 E,3,0
3300 S @ 1705 E,3,0
500 E / Malibu Dr,3,0
Amazon Fulfillment Center,3,0
1300 E @ 4790 S,3,0
4015 W @ 5000 S,3,0
1300 E @ 4645 S,3,0
4100 S / 5400 W,3,0
4100 S / 5200 W,3,0
State St @ 6200 S,3,0
Reynolds Flat / North Fork (Down),3,0
1700 S @ 881 E,3,0
3900 S @ 1328 E,3,0
1300 E @ 1356 S,3,0
4000 W @ 4031 S,3,0
1300 E @ 4001 S,3,0
Redwood Rd / 6600 S,3,0
3900 S @ 2681 E,3,0
3600 W / Great Lakes Dr,3,0
7800 S @ 567 E,3,0
900 E / Emerson Ave,3,0
3900 S @ 1200 E,3,0
4700 S @ 3050 W,3,0
1700 S @ 722 E,3,0
900 W / Fayette Ave,3,0
Foothill Dr @ 1250 S,3,0
1820 S / 3850 W,3,0
1300 E @ 6775 S,3,0
Beck Street @ 1445 N,3,0
Vine St @ 79 W,3,0
Richmond St @ 3017 S,3,0
1700 S @ 113 E,3,0
4500 S @ 610 E,3,0
River Front Pkwy @ 10903 S,3,0
3600 W / 2340 S,3,0
Constitution Blvd @ 3601 S,3,0
900 E / Best Ave,3,0
3300 S @ 2375 E,3,0
4000 W @ 3620 S,3,0
1820 S / 3730 W,3,0
Arapeen Dr / Sunnyside Ave,3,0
4000 W @ 4205 S,3,0
4715 S @ 4181 W,3,0
7000 S @ 4825 W,3,0
Murray Holladay Rd @ 1366 E,3,0
2700 W @ 4663 S,3,0
State St @ 6888 S,3,0
Jordan Landing Blvd. @ 7535 S,3,0
3500 S / Toolson Dr,2,0
Fort Union Blvd @ 1410 E,2,0
9040 W / 2650 S,2,0
Mario Capecchi / North Campus,2,0
Van Winkle Expy @ 6124 S,2,0
Redwood Rd / 7900 S,2,0
1300 E @ 7046 S,2,0
7800 S @ 110 E,2,0
4000 W @ 4267 S,2,0
7800 S @ 170 E,2,0
State St @ Winchester St,2,0
1300 E @ 1784 S,2,0
Murray Holladay Rd @ 2051 E,2,0
5400 S / Appian Way,2,0
5400 S / Walden Glen Dr,2,0
State St @ 5995 S,2,0
South Jordan Pkwy @ 1330 W,2,0
3100 S @ 3941 W,2,0
3rd Ave / T St,2,0
Redwood Rd @ 10173 S,2,0
Virginia St / South Temple,2,0
Cougar Ln @ 6007 S,2,0
Redwood Rd / 4240 S,2,0
Fort Union Blvd @ 1150 E,2,0
1500 E @ 1381 S,2,0
1300 E @ 1134 S,2,0
Magna Senior Center,2,0
Dixie Dr @ 6345 S,2,0
Jordan Landing Blvd @ 7661 S,2,0
Fort Union Blvd @ 2477 E,2,0
Dixie Dr @ 6825 S,2,0
3650 S / 3200 W,2,0
Wasatch Blvd @ 4005 S,2,0
5600 W @ 4290 S,2,0
3500 S / 5020 W,2,0
5400 S / Copper City Dr,2,0
Foothill Dr @ 1458 S,2,0
Redwood Rd @ 9185 S,2,0
1700 S @ 20 W,2,0
Murray Holladay Rd @ 1868 E,2,0
State St @ 6098 S,2,0
1000 E @ 7415 S,2,0
Fort Union Blvd @ 2868 E,2,0
Northwest Ave @ 5383 S,2,0
3900 S @ 2829 E,2,0
3900 S @ 2525 E,2,0
4015 W @ 5601 S,2,0
Cougar Ln @ 6872 S,2,0
8400 W / Western Dr,2,0
Redwood Rd @ 9024 S,2,0
Beck St @ 915 N,2,0
4700 S @ 3395 W,2,0
Winchester Dr @ 716 W,2,0
State St @ 2849 S,2,0
Redwood Rd / Allegheny Dr,2,0
1300 E @ 3200 S,2,0
UDOT Region Two,2,0
3600 W / Honda Ave,2,0
500 E / Joye St,2,0
2700 W @ 4726 S,2,0
Reynolds Flat / North Fork (Up),2,0
4500 S @ 957 E,2,0
3600 W / 2400 S,2,0
4800 W @ 4667 S,2,0
9400 S @ 2150 E,2,0
Highland Dr @ 7796 S,2,0
2300 E @ 3918 S,2,0
Dixie Dr @ 6778 S,2,0
Jordan Landing Blvd @ 3700 W,2,0
3300 S @ 2340 E,2,0
3200 W / 3800 S,2,0
CONSTITUTION BLVD @ 4400 S,2,0
State St @ 2588 S,2,0
3600 W / 2270 S,2,0
2700 W @ 5901 S,2,0
3900 S @ 985 E,2,0
1300 E @ 3487 S,2,0
Murray Holladay Rd @ 1660 E,2,0
1000 E @ 7544 S,2,0
Highland Dr @ 2790 S,2,0
2300 E @ 4001 S,2,0
4000 W @ 5860 S,2,0
4700 S @ 3400 W,2,0
3900 S @ 1396 E,2,0
1700 E @ 1709 S,2,0
Foothill Dr / 2100 E,2,0
8400 W / 2910 S,2,0
2nd Ave / D St,2,0
3500 S / 5300 W,2,0
8400 W / 3410 S,2,0
State St @ 4721 S,2,0
4100 S / Hopi Dr,2,0
Murray Holladay Rd @ 2160 E,2,0
Fort Union Blvd @ 1857 E,2,0
4100 S / Acord Way,2,0
Jordan Landing Blvd @ 7321 S,2,0
4000 W @ 4443 S,2,0
500 E / Burton Ave,2,0
3900 S @ 184 E,2,0
4800 W @ 4688 S,2,0
3300 S @ 2210 E,2,0
3100 S @ 4149 W,2,0
4700 S @ 3230 W,2,0
State St @ 7220 S,2,0
2700 W @ 4521 S,2,0
Fort Union Blvd @ 1605 E,2,0
11400 S @ 1231 W,2,0
3300 S @ 1890 E,2,0
Komas Dr @ 650 S,2,0
3300 S / 2940 E,2,0
Lodestone Ave / Trowbridge Way,2,0
2200 W @ 4254 S,2,0
1300 E @ 4618 S,2,0
900 E / Elgin Ave,2,0
Fort Union Blvd @ 26 W,2,0
State St @ 7495 S,2,0
4500 S @ 816 E,2,0
Redwood Rd / 950 S,2,0
Fort Union Blvd @ 1891 E,2,0
1300 E @ 1079 S,2,0
Clernates Dr @ 6671 S,2,0
Balsa Ave @ 5523 W,2,0
2200 W @ 4435 S,2,0
2300 E @ 4550 S,2,0
4100 S / Bonniewood Dr,2,0
4700 S @ 2963 W,2,0
Dixie Dr @ 6348 S,2,0
2700 S @ 1851 E,2,0
Fort Union Blvd @ 715 E,2,0
Redwood Rd @ 9089 S,2,0
1300 E @ 5185 S,2,0
Clernates Dr @ 6494 S,2,0
Clernates Dr @ 6718 S,2,0
4800 W @ 4360 S,2,0
River Front Pkwy / 10600 S,2,0
1700 S @ 1315 E,2,0
Winchester St / Jefferson St,2,0
1000 E @ 7335 S,2,0
Fort Union Blvd @ 1135 E,2,0
4500 S @ 3124 E,2,0
1300 E @ 4085 S,2,0
4100 S / Bluejay St,2,0
3100 S @ 4617 W,2,0
1300 E @ 6980 S,2,0
10000 S / State St,2,0
4500 S / Gordon Ln,2,0
2700 W @ 7520 S,2,0
8400 W / Aleen Ave,2,0
300 W @ 610 N,2,0
500 N / Cortez St,2,0
Jordan Landing Blvd @ 7190 S,2,0
900 E / Herbert Ave,2,0
2000 E @ 3175 S,2,0
4500 S @ 1199 E,2,0
500 E / Stanley Ave,2,0
Highland Dr @ 6270 S,2,0
Wakara Way / Chipeta Dr,2,0
500 E / Delno Dr,2,0
3900 S @ 1377 E,2,0
Winchester St / Malstrom Ln,2,0
2000 E @ 2710 S,2,0
3900 S @ 630 E,2,0
2100 S / 1260 W,2,0
7800 S @ 430 E,2,0
Fort Union Blvd @ 380 E,2,0
1700 S @ 517 E,2,0
1730 S @ 5077 W,2,0
4000 W @ 6028 S,2,0
3900 S @ 1881 E,2,0
3300 S / 2700 E,2,0
Dixie Dr @ 6593 S,1,0
Holladay Blvd @ 4730 S,1,0
3300 S @ 1218 E,1,0
State St @ 6895 S,1,0
2300 E @ 4629 S,1,0
Fort Union Blvd @ 1620 E,1,0
Amelia Earhart Dr @ 5555 W,1,0
Lake Park Blvd @ 4171 W,1,0
2700 W @ 7531 S,1,0
3600 W / 2450 S,1,0
2700 W @ 6245 S,1,0
STATE ST @ 7782 S,1,0
Cougar Ln @ 5815 S,1,0
4500 S @ 360 E,1,0
6200 S @ 3150 W,1,0
2700 W @ 4191 S,1,0
Highland Dr @ 6360 S,1,0
Highland Dr @ 3020 S,1,0
3300 S @ 2465 E,1,0
3380 W @ 8814 S,1,0
900 E / Zenith Ave,1,0
River Front Pkwy / 10700 S,1,0
2100 S / 1045 W,1,0
2100 S / 1075 W,1,0
900 E / 6400 S,1,0
4500 S @ 2926 E,1,0
1300 E @ 4605 S,1,0
400 S @ 1234 W,1,0
Pieper Blvd @ 5111 S,1,0
Murray Blvd @ 5039 S,1,0
State St @ 8721 S,1,0
Redwood Rd @ 4272 S,1,0
4500 S @ 1004 E,1,0
2700 W @ 5737 S,1,0
Highland Dr @ 5719 S,1,0
4015 W @ 5107 S,1,0
Highland Dr @ 4670 S,1,0
Foothill Dr / VA Building 2,1,0
2000 E @ 2741 S,1,0
3300 S @ 2608 E,1,0
2200 W @ 4137 S,1,0
Balsa Ave @ 5387 W,1,0
Fort Union Blvd @ 1535 E,1,0
3300 S @ 2102 E,1,0
6200 S @ 4485 W,1,0
4000 W @ 8480 S,1,0
300 W @ 716 N,1,0
Dixie Dr @ 6868 S,1,0
500 W @ 4609 S,1,0
Edgehill St @ 2808 S,1,0
7800 S @ 435 E,1,0
River Front Pkwy @ 11220 S,1,0
University Village West,1,0
Fort Union Blvd @ 1701 E,1,0
1300 E @ 5570 S,1,0
Highland Dr @ 8620 S,1,0
6200 S @ 4476 W,1,0
State St @ 5775 S,1,0
3300 S / 2900 E,1,0
4980 W @ 4983 S,1,0
Wasatch Blvd @ 4305 S,1,0
Highland Dr @ 5238 S,1,0
3100 S @ 2801 W,1,0
1300 E @ 1078 S,1,0
Temple Drive @ 10474 S,1,0
2700 W @ 7795 S,1,0
1300 E @ 3128 S,1,0
3900 S @ 810 E,1,0
6200 S @ 3052 W,1,0
1300 E @ 4927 S,1,0
1300 E @ 5250 S,1,0
Highland Dr @ 3706 S,1,0
1700 S @ 1079 E,1,0
State St @ 5685 S,1,0
Fort Union Blvd @ 589 E,1,0
4800 W @ 3295 S,1,0
1700 E @ 2501 S,1,0
5600 W @ 4390 S,1,0
300 W @ 798 N,1,0
2700 W @ 5485 S,1,0
1300 E @ 1540 S,1,0
4700 S @ 2821 W,1,0
3900 S @ 2722 E,1,0
1730 S @ 5396 W,1,0
3100 S @ 3940 W,1,0
Grizzly Way @ 7366 S,1,0
State St @ 8003 S,1,0
4800 W @ 4053 S,1,0
Cougar Ln @ 6735 S,1,0
9400 S @ 1285 E,1,0
State St @ 9646 S,1,0
1700 S @ 1488 E,1,0
Redwood Rd / 4350 S,1,0
Dixie Dr @ 6394 S,1,0
400 S @ 1061 W,1,0
Grizzly Way @ 7381 S,1,0
Fort Union Blvd @ 2258 E,1,0
7000 S @ 4967 W,1,0
2300 E @ 4551 S,1,0
4000 W @ 3857 S,1,0
1300 E @ 6375 S,1,0
4100 S / Charles Dr,1,0
4800 W @ 4361 S,1,0
3300 S / Imperial St,1,0
1300 E @ 4650 S,1,0
Fort Union Blvd @ 2841 E,1,0
1900 E @ 1619 S,1,0
3100 S @ 3555 W,1,0
Highland Dr @ 5075 S,1,0
Wasatch Blvd @ 4280 S,1,0
1300 E @ 2466 S,1,0
1700 S @ 313 E,1,0
3000 E @ 6950 S,1,0
Redwood Rd / Bora Bora Dr / Drake L,1,0
6200 S @ 2652 W,1,0
4015 W @ 5138 S,1,0
State St @ 6651 S,1,0
State St @ 7337 S,1,0
300 W @ 805 N,1,0
4800 W @ 3169 S,1,0
1900 E @ 901 S,1,0
Highland Dr @ 5451 S,1,0
South Jordan Gateway @ 10428 S,1,0
9000 S @ 4820 W,1,0
2300 E @ 3470 S,1,0
6200 S @ 4018 W,1,0
Fort Union Blvd @ 220 E,1,0
300 W @ 870 N,1,0
River Front Pky @ 10834 S,1,0
700 E / 12300 S,1,0
4800 W @ 3485 S,1,0
1700 S @ 9 W,1,0
2700 W @ 4791 S,1,0
Redwood Rd / 7400 S,1,0
4500 S @ 1045 E,1,0
4500 S @ 740 E,1,0
4980 W @ 4869 S,1,0
Cougar Ln @ 5846 S,1,0
7800 S @ 270 E,1,0
Main St / Hillside Ave,1,0
4700 S @ 1546 W,1,0
2300 E @ 3545 S,1,0
State St @ 8516 S,1,0
1700 E @ 1797 S,1,0
Virginia St / 3rd Ave,1,0
900 E / Holly Ave,1,0
State St @ 9673,1,0
1730 S @ 4512 W,1,0
1300 E @ 5941 S,1,0
Highland Dr @ 3401 S,1,0
Cougar Ln @ 6016 S,1,0
9000 S @ 3480 W,1,0
Foothill Dr @ 2050 S,1,0
Highland Dr @ 5239 S,1,0
State St @ 5980 S,1,0
Redwood Rd @ 8914 S,1,0
9000 S @ 3805 W,1,0
6200 S @ 3363 W,1,0
300 W / 2100 S,1,0
4500 S @ 2322 E,1,0
Highland Dr. @ 7420 S,1,0
1300 E @ 3643 S,1,0
State St @ 8999 S,1,0
2300 E @ 3998 S,1,0
State St @ 6206 S,1,0
1900 E @ 1119 S,1,0
9091 S @ 1098 E,1,0
State St @ 5400 S,1,0
State St @ 8848 S,1,0
Spruces (Down),1,0
1300 E @ 5158 S,1,0
3100 S @ 3157 W,1,0
1700 E @ 1855 S,1,0
Beck Street @ 1778 N,1,0
1700 S @ 1264 E,1,0
2700 W @ 5283 S,1,0
Fort Union Blvd @ 2194 E,1,0
3800 S @ 2520 W,1,0
1700 E @ 2686 S,1,0
1730 S @ 4695 W,1,0
Chipeta Way / 450 S,1,0
1300 E @ 4845 S,1,0
State St @ 5435 S,1,0
Jimmy Doolittle Rd @ 346 N,1,0
3500 S / Chatterleigh Dr,1,0
4800 W @ 4505 S,1,0
4100 S / 4400 W,1,0
Highland Dr @ 4050 S,1,0
6200 S @ 2685 W,1,0
1900 E @ 1575 S,1,0
3100 S @ 4150 W,1,0
Jordan Gateway / 10000 S,1,0
State St @ 7725 S,1,0
3100 S @ 3248 W,1,0
1300 E @ 2680 S,1,0
Murray Blvd @ 5026 S,1,0
1500 E @ 1305 S,1,0
1700 E @ 2126 S,1,0
South Jordan Pkwy @ 1667 W,1,0
4000 W @ 3782 S,1,0
500 E / Penney Ave,1,0
4000 W @ 4036 S,1,0
9000 S @ 3784 W,1,0
1500 E @ 1569 S,1,0
Winchester Dr @ 1198 W,1,0
2000 E @ 2831 S,1,0
1300 E @ 4229 S,1,0
North Temple @ 1458 W,1,0
1900 E @ 886 S,1,0
Redwood Rd @ 8220 S,1,0
South Jordan Pkwy @ 428 W,1,0
300 W / 1830 S,1,0
Redwood Rd @ 9593 S,1,0
1700 S @ 520 E,1,0
Peruvian Lodge (Up),1,0
4000 W @ 8070 S,1,0
1500 E @ 1505 S,1,0
5400 S / Bastile Dr,1,0
Highland Dr @ 4350 S,1,0
2700 W @ 5410 S,1,0
State St @ 2354 S,1,0
900 E / Woodshire Ave,1,0
Fort Union Blvd @ 1811 E,1,0
GRIZZLY WAY @ 8461 S,1,0
Dixie Dr @ 6383 S,1,0
Highland Dr @ 3128 S,1,0
Cougar Ln @ 5576 S,1,0
2200 W @ 4215 S,1,0
Spruces (Up),1,0
State St @ 8360 S,1,0
2200 W @ 4321 S,1,0
700 N / Riverside Dr,1,0
2200 W @ 4626 S,1,0
Pioneer Rd / 700 E,1,0
1300 E @ 4850 S,1,0
Grizzly Way @ 7093 S,1,0
4500 S @ 1098 E,1,0
4500 S @ 2801 E,1,0
1300 E @ 5656 S,1,0
4500 S @ 2411 E,1,0
3300 S @ 3174 E,1,0
Redwood Rd @ 8405 S,1,0
Highland Dr @ 6800 S,1,0
3100 S @ 4381 W,1,0
1300 E @ 4010 S,1,0
900 W / Riley Cir,1,0
California Ave @ 1602 W,1,0
Redwood Rd @ 9283 S,1,0
3900 S @ 2232 E (LDS Church P&R Lot,1,0
4800 W @ 4291 S,1,0
300 W / South Temple for Arena,0,1
400 S / 200 E for Library Stn,0,1
Salt Lake Central Station (Arrival),0,1
500 S / Main St for Courthouse,0,1
3900 S @ 1498 E,0,0
4100 S / Falcon St,0,0
300 W / 1700 S,0,0
2700 W @ 6800 S,0,0
Constitution Blvd @ 2761 S,0,0
4500 S @ 2498 E,0,0
4700 S @ 1176 W,0,0
State St @ 8631 S,0,0
Constitution Blvd @ 4031 S,0,0
1730 S @ 4488 W,0,0
Redwood Rd / 9800 S,0,0
2700 W @ 6683 S,0,0
Holladay Blvd @ 5772 S,0,0
Holladay Blvd @ 5390 S,0,0
Pieper Blvd @ 5024 S,0,0
Redwood Rd @ 9994 S,0,0
4800 W @ 3930 S,0,0
3100 S @ 3335 W,0,0
Dixie Dr @ 6588 S,0,0
2000 E @ 2828 S,0,0
2300 E @ 4080 S,0,0
1900 E @ 986 S,0,0
Cougar Ln @ 6746 S,0,0
2700 W @ 6867 S,0,0
4800 W @ 9253 S,0,0
Holladay Blvd @ 4963 S,0,0
Redwood Rd @ 8662 S,0,0
Temple Drive @ 11220 S,0,0
North Temple St @ 2242 W,0,0
Amelia Earhart Dr @ 5950 W,0,0
1300 E @ 5455 S,0,0
1525 E @ 901 S,0,0
1500 E @ 1080 S,0,0
Highland Dr @ 3470 S,0,0
Redwood Rd @ 9304 S,0,0
Richmond St / Zenith Ave,0,0
4800 W @ 3777 S,0,0
3300 S @ 1585 E,0,0
4500 S @ 3101 E,0,0
Clernates Dr @ 6473 S,0,0
Redwood Rd @ 8576 S,0,0
9000 S @ 632 E,0,0
Foothill Dr @ 1810 S,0,0
1300 E @ 4450 S,0,0
Grizzly Way @ 7981 S,0,0
Holladay Blvd. @ 4894 S,0,0
4700 S @ 5040 W,0,0
2700 W @ 6055 S,0,0
Fort Union Blvd @ 2545 E,0,0
2200 W @ 85 N,0,0
4800 W @ 3310 S,0,0
1900 E @ 1352 S,0,0
Constitution Blvd @ 3939 S,0,0
Pioneer Rd @ 1450 S,0,0
Atherton Dr @ 4501 S,0,0
Parkway Blvd @ 3143 W,0,0
3rd Ave / C St,0,0
State St @ 8110 S,0,0
4800 W @ 3790 S,0,0
4800 W @ 3180 S,0,0
State St @ 5760 S,0,0
4000 W @ 8260 S,0,0
Redwood Rd @ 8205 S,0,0
Wiley Post Way @ 5290 W,0,0
Murray Holladay Rd @ 1315 E,0,0
Harold Gatty Dr @ 5825 W,0,0
1500 E @ 1498 S,0,0
Parkway Blvd @ 3150 W,0,0
1300 E @ 1419 S,0,0
Harold Gatty Dr @ 4819 W,0,0
Jordan Gateway @ 10427 S,0,0
Temple Drive @ 11072 S,0,0
3100 S @ 3486 W,0,0
4700 S @ 4820 W,0,0
4100 S / 3650 W,0,0
4800 W @ 3845 S,0,0
5600 W @ 4677 S,0,0
Constitution Blvd @ 2880 S,0,0
1300 E @ 4400 S,0,0
Winchester Dr @ 1208 W,0,0
4000 W @ 4288 S,0,0
1700 S @ 1788 E,0,0
2700 W @ 6102 S,0,0
Highland Dr @ 5912 S,0,0
Parkway Blvd @ 2980 W,0,0
6200 S / Wakefield Way,0,0
1300 E @ 1876 S,0,0
1700 E @ 2498 S,0,0
4700 S @ 5410 W,0,0
Redwood Rd @ 8553 S,0,0
2700 W @ 5730 S,0,0
4500 S @ 2578 E,0,0
Holladay Blvd @ 5997 S,0,0
State St @ 6548 S,0,0
2000 E @ 2930 S,0,0
Highland Dr @ 8291 S,0,0
Fort Union Blvd @ 1892 E,0,0
Cottonwood Pkwy @ 2890 E,0,0
1300 W @ 6500 S,0,0
300 W / Lucy Ave for 1300 S,0,0
4500 S @ 1200 E,0,0
Parkway Blvd @ 3500 W,0,0
Harold Gatty Dr @ 5975 W,0,0
3100 S @ 3821 W,0,0
4715 S @ 4036 W,0,0
1700 E @ 1794 S,0,0
2300 E @ 4093 S,0,0
2700 W @ 6900 S,0,0
South Jordan Pkwy @ 1523 W,0,0
1730 S @ 5088 W,0,0
4800 W @ 4286 S,0,0
1300 E @ 6535 S,0,0
1700 S / Bennett Rd,0,0
7800 S @ 845 E,0,0
Amelia Earhart Dr @ 5191 W,0,0
1900 E @ 991 S,0,0
4500 S @ 2790 E,0,0
1900 E @ 1061 S,0,0
1700 S @ 90 W,0,0
2700 W @ 6694 S,0,0
4500 S @ 2381 E,0,0
Cougar Ln @ 6314 S,0,0
Amelia Earhart Dr @ 5850 W,0,0
3500 S / Celebration Dr,0,0
6200 S @ 4662 W,0,0
Redwood Rd @ 9412 S,0,0
University St / South Temple,0,0
3300 S @ 2454 E,0,0
Holladay Blvd @ 5451 S,0,0
1700 S @ 691 E,0,0
3900 S @ 3080 E,0,0
2400 W @ 135 S,0,0
2300 E @ 3779 S,0,0
Holladay Blvd @ 4814 S,0,0
4800 W @ 4115 S,0,0
Winchester St @ 1014 W,0,0
7000 S @ 5305 W,0,0
State St @ 7650 S,0,0
1950 W / 200 N,0,0
Holladay Blvd @ 5714 S,0,0
Holladay Blvd @ 4797 S,0,0
9400 S @ 2215 E,0,0
5600 W / 4500 S,0,0
State St @ 9481 S,0,0
North Temple @ 1009 W,0,0
Grizzly Way @ 7227 S,0,0
1300 E @ 3588 S,0,0
4000 W @ 3779 S,0,0
Holladay Blvd @ 6175 S,0,0
Highland Dr @ 3820 S,0,0
4800 W @ 9049 S,0,0
Wasatch Blvd @ 4471 S,0,0
Amelia Earhart Dr @ 5401 W,0,0
3000 E @ 6797 S,0,0
1730 S @ 5381 W,0,0
2300 E @ 3378 S,0,0
2700 W @ 6771 S,0,0
1500 E @ 1640 S,0,0
2700 W @ 5821 S,0,0
Temple Drive @ 10876 S,0,0
Pieper Blvd @ 5187 S,0,0
1730 S @ 4815 W,0,0
4000 W @ 4474 S,0,0
Grizzly Way @ 8750 S,0,0
Lake Park Blvd @ 2473 S,0,0
1700 E @ 2255 S,0,0
400 S / Redwood Rd Near-side,0,0
9000 S @ 5167 W,0,0
2700 W @ 7022 S,0,0
Holladay Blvd @ 5701 S,0,0
7800 S @ 948 E,0,0
Lake Park Blvd @ 4788 W,0,0
3900 S @ 2022 E,0,0
4500 S @ 601 E,0,0
3300 S @ 3008 E,0,0
400 W / 200 N,0,0
Harold Gatty Dr @ 5705 W,0,0
2700 W @ 6538 S,0,0
1300 E @ 3640 S,0,0
1500 E @ 1378 S,0,0
Constitution Blvd @ 4083 S,0,0
4800 W @ 3120 S,0,0
2300 E @ 4402 S,0,0
4800 W @ 3416 S,0,0
