Stop,Ridership,Downtown
Wiley Post Way @ 5067 W,0,0
Balsa Ave @ 5560 W,0,0
State St @ 7302 S,0,0
4700 S @ 1305 W,0,0
State St @ 9345 S,0,0
Jordan Gateway / Ultradent Dr,0,0
4130 W @ 1775 S,0,0
State St @ 5500 S,0,0
Northwest Ave @ 5384 S,0,0
4700 S @ 5276 W,0,0
2300 E @ 3663 S,0,0
1500 E @ 1164 S,0,0
Winchester Dr @ 722 W,0,0
Murray Holladay Rd @ 2248 E,0,0
2000 E @ 2990 S,0,0
2700 W @ 7997 S,0,0
3000 E @ 6518 S,0,0
North Temple St @ 2375 W,0,0
Grizzly Way @ 7048 S,0,0
Lake Park Blvd @ 4647 W,0,0
Highland Dr @ 2858 S,0,0
4700 S @ 3460 W,0,0
Amelia Earhart Dr @ 5243 W,0,0
4800 W @ 3565 S,0,0
Murray Holladay Rd @ 1910 E,0,0
Redwood Rd @ 8655 S,0,0
Copper City Dr/Willingcott Way,0,0
4500 S @ 2575 E,0,0
2700 W @ 4998 S,0,0
3rd Ave / A St,0,0
Fort Union Blvd @ 1810 E,0,0
Arapeen Dr / Chipeta Way,0,0
4015 W @ 5790 S,0,0
State St @ 9044 S,0,0
Highland Dr @ 5002 S,0,0
State St @ 5590 S,0,0
Wiley Post Way @ 5183 W,0,0
1500 E @ 998 S,0,0
University Village East,0,0
Jordan Gateway @ 10575 S,0,0
Highland Dr @ 5448 S,0,0
900 S / 200 W for 900 S Stn,0,0
Clernates Dr @ 6857 S,0,0
4000 W @ 3621 S,0,0
Beck St @ 1005 N,0,0
2300 E @ 3431 S,0,0
1300 E @ 4970 S,0,0
Highland Dr @ 3534 S,0,0
2400 S @ 3860 W,0,0
2700 W @ 8000 S,0,0
Temple Drive @ 11215 S,0,0
1300 E @ 5460 S,0,0
Grizzly Way @ 8873 S,0,0
1300 E @ 6198 S,0,0
4500 S @ 3064 E,0,0
1700 E @ 2107 S,0,0
Redwood Rd / Stardust Dr,0,0
2300 E @ 4158 S,0,0
1000 E @ 7665 S,0,0
10000 S / Monroe St,0,0
4000 W @ 8257 S,0,0
2300 E @ 3780 S,0,0
California Ave @ 1861 W,0,0
4800 W @ 4180 S,0,0
1300 E @ 4940 S,0,0
6200 S @ 4226 W,0,0
1700 E @ 1933 S,0,0
900 E / 400 S for 900 East Stn,0,0
4800 W @ 4506 S,0,0
Holladay Blvd @ 5385 S,0,0
1900 E @ 1058 S,0,0
1300 W @ 6471 S,0,0
1700 S @ 271 W,0,0
400 S / Redwood Rd Far-side,0,0
300 W / Gregson Ave,0,0
State St @ 8249 S,0,0
Redwood Rd @ 9650 S,0,0
Cougar Ln @ 6452 S,0,0
4800 W @ 4251 S,0,0
1000 E @ 7555 S,0,0
Grizzly Way @ 8416 S,0,0
Fort Union Blvd @ 2140 E,0,0
5600 W / 4400 S,0,0
3rd Ave / Canyon Rd,0,0
1300 E @ 4240 S,0,0
Fort Union Blvd @ 485 E,0,0
3900 S @ 2947 E,0,0
3rd Ave / D St,0,0
Grizzly Way @ 8292 S,0,0
2000 E @ 3082 S,0,0
State St @ 8881 S,0,0
4700 S @ 4200 W,0,0
Constitution Blvd @ 3803 S,0,0
7800 S @ 225 E,0,0
11400 S @ 930 W,0,0
Highland Dr @ 3525 S,0,0
1900 E @ 1435 S,0,0
1300 E @ 5878 S,0,0
4800 W @ 3701 S,0,0
California Ave @ 2125 W,0,0
Vine St @ 74 W,0,0
1300 E @ 6295 S,0,0
Wiley Post Way @ 5225 W,0,0
1700 S @ 407 E,0,0
4000 W @ 3961 S,0,0
9000 S @ 4841 W,0,0
1300 E @ 6330 S,0,0
4700 S @ 1171 W,0,0
Jimmy Doolittle Rd @ 565 N,0,0
Redwood Rd @ 9176 S,0,0
Pioneer Rd @ 1507 S,0,0
4800 W @ 4248 S,0,0
6200 S @ 2278 W,0,0
3200 W / Wright Ln,0,0
3100 S @ 4450 W,0,0
2000 E @ 2939 S,0,0
1300 E @ 6725 S,0,0
1000 E @ 7670 S,0,0
Amelia Earhart Dr @ 5610 W,0,0
South Jordan Pkwy @ 1526 W,0,0
400 S / 900 E for 900 East Stn,0,0
3600 W / 2850 S,0,0
North Temple St @ 2160 W,0,0
4700 S @ 4622 W,0,0
3300 S @ 3128 E,0,0
3300 S / Honeycut Rd / Melbourne St,0,0
1300 E @ 3428 S,0,0
Highland Dr @ 8902 S,0,0
Wright Brothers Dr @ 263 N,0,0
Highland Dr @ 8052 S,0,0
4000 W @ 8140 S,0,0
2700 W @ 4854 S,0,0
7800 S @ 385 E,0,0
Highland Dr @ 5704 S,0,0
9000 S @ 5156 W,0,0
3850 W @ 2491 S,0,0
Redwood Rd @ 10198 S,0,0
Sunnyside Ave @ 2134 E,0,0
4100 S / Bangerter Hwy,0,0
2000 E @ 2989 S,0,0
4000 W @ 8055 S,0,0
Murray Holladay Rd @ 1988 E,0,0
Harold Gatty Dr @ 4959 W,0,0
Billy Mitchell Rd @ 570 N,0,0
Little Cottonwood Rd @ 2593 E,0,0
Redwood Rd @ 9545 S,0,0
1730 S @ 4598 W,0,0
1300 E @ 5355 S,0,0
2700 W @ 7243 S,0,0
3200 W / 3900 S,0,0
1300 E @ 6120 S,0,0
Parkway Blvd @ 3501 W,0,0
Redwood Rd @ 9570 S,0,0
3850 W @ 2480 S,0,0
2700 W @ 6971 S,0,0
6235 S @ 1354 W,0,0
Wiley Post Way @ 4860 W,0,0
4000 W @ 8330 S,0,0
Cougar Ln @ 6307 S,0,0
9000 S @ 3690 W,0,0
3900 S @ 2484 E,0,0
Grizzly Way @ 7826 S,0,0
1300 E @ 3758 S,0,0
Holladay Blvd @ 4962 S,0,0
Holladay Blvd. @ 5270 S,0,0
Constitution Blvd @ 4124 S,0,0
2300 E @ 4185 S,0,0
4800 W @ 4114 S,0,0
1900 E @ 1558 S,0,0
California Ave @ 2330 W,0,0
Dixie Dr @ 6952 S,0,0
5400 S / Rockford St,0,0
Cottonwood Pkwy @ 2985 E,0,0
900 E / Silver Shadow Dr,0,0
Grizzly Way @ 8620 S,0,0
4500 S @ 2706 E,0,0
3900 S @ 2858 E,0,0
6235 S @ 1370 W,0,0
Highland Dr @ 4280 S,0,0
River Front Pkwy @ 10995 S,0,0
Holladay Blvd @ 5881 S,0,0
3300 S / El Serrito Dr,0,0
North Temple St @ 2090 W,0,0
Fort Union Blvd @ 221 E,0,0
2700 W @ 7346 S,0,0
Fort Union Blvd @ 486 E,0,0
Fort Union Blvd @ 594 E,0,0
7800 S @ 175 E,0,0
Wiley Post Way @ 4905 W,0,0
Lake Park Blvd @ 4646 W,0,0
3900 S @ 2108 E,0,0
Beck St @ 1000 N,0,0
3000 E @ 6425 S,0,0
1950 W / 150 N,0,0
Wiley Post Way @ 5370 W,0,0
2700 W @ 5928 S,0,0
9000 S @ 843 E,0,0
Dixie Dr @ 6702 S,0,0
Redwood Rd @ 8739 S,0,0
Constitution Blvd @ 2726 S,0,0
3100 S @ 3061 W,0,0
Jordan Landing Blvd / Airport Cente,0,0
River Front Pkwy @ 11309 S,0,0
Holladay Blvd @ 4833 S,0,0
Holladay Blvd @ 5580 S,0,0
4800 W @ 4570 S,0,0
4000 W @ 3535 S,0,0
Redwood Rd @ 9999 S,0,0
Pioneer Rd @ 1675 S,0,0
Highland Dr @ 7220 S,0,0
Old Bingham Hwy @ 4362 W,0,0
4715 S @ 4540 W,0,0
3380 W @ 8756 S,0,0
Lake Park Blvd @ 4255 W,0,0
Pieper Blvd @ 5190 S,0,0
Fort Union Blvd @ 1720 E,0,0
9000 S @ 603 E,0,0
3100 S @ 2800 W,0,0
1300 E @ 4084 S,0,0
Centennial Pkwy @ 10048 S,0,0
3900 S @ 1880 E,0,0
1300 E @ 6430 S,0,0
Winchester St @ 990 W,0,0
Constitution Blvd @ 2938 S,0,0
2300 E @ 3375 S,0,0
3rd Ave / R St,0,0
Fort Union Blvd @ 2109 E,0,0
Fort Union Blvd @ 2474 E,0,0
3rd Ave / Virginia St,0,0
Constitution Blvd @ 3950 S,0,0
Wiley Post Way @ 4815 W,0,0
2700 W @ 4184 S,0,0
1500 E @ 1051 S,0,0
5600 W / 4250 S,0,0
4100 S  / Bangerter Hwy,0,0
Murray Holladay Rd @ 2102 E,0,0
400 S / 550 E for Trolley Stn,0,0
1700 E @ 1722 S,0,0
1900 E @ 1632 S,0,0
California Ave @ 1862 W,0,0
3100 S @ 3078 W,0,0
Foothill Dr / Michigan Ave,0,0
River Front Pkwy @ 11221 S,0,0
Lake Park Blvd @ 2476 S,0,0
3900 S @ 2944 E,0,0
Grizzly Way @ 8377 S,0,0
2700 W @ 4530 S,0,0
State St @ 3530 S,0,0
1730 S @ 4816 W,0,0
4800 W @ 3991 S,0,0
3000 E @ 6723 S,0,0
Balsa Ave @ 5380 W,0,0
Constitutional Blvd @ 3779 S,0,0
Amazon Fulfillment Center (W),0,0
Grizzly Way @ 8731 S,0,0
1700 E @ 2224 S,0,0
2700 W @ 7810 S,0,0
Arapeen Dr / 800 S,0,0
2700 S @ 5415 W,0,0
2700 W @ 6400 S,0,0
1300 E @ 3500 S,0,0
1900 E @ 1150 S,0,0
3900 S @ 994 E,0,0
2400 W @ 20 S,0,0
2700 S @ 1836 E,0,0
6200 S @ 3501 W,0,0
2700 W @ 5075 S,0,0
2700 W @ 6549 S,0,0
7000 S @ 5292 W,0,0
Main St / Edison Ave,0,0
Holladay Blvd @ 5930 S,0,0
Grizzly Way @ 8271 S,0,0
1300 W @ 6286 S,0,0
3900 S @ 599 E,0,0
State St @ 9438 S,0,0
Wiley Post Way @ 5070 W,0,0
Parkway Blvd @ 2979 W,0,0
1500 E @ 1298 S,0,0
1500 E @ 981 S,0,0
2700 W @ 6210 S,0,0
3200 W / 3835 S,0,0
State St @ 7052 S,0,0
Highland Dr @ 8350 S,0,0
1900 E @ 1218 S,0,0
4100 S / 5600 W,0,0
Wasatch Blvd @ 4470 S,0,0
9000 S @ 3705 W,0,0
1300 E @ 5960 S,0,0
Alabama Ave @ 3766 W,0,0
4000 W @ 4206 S,0,0
7800 S @ 109 E,0,0
Bennion Blvd @ 2899 W,0,0
Lake Park Blvd @ 4170 W,0,0
2700 W @ 7809 S,0,0
North Temple @ 1193 W,0,0
1300 E @ 3824 S,0,0
1500 E @ 1420 S,0,0
4000 W @ 3936 S,0,0
1300 E @ 3593 S,0,0
Centennial Pkwy @ 10115 S,0,0
Dixie Dr @ 6687 S,0,0
Copper City Dr / 5400 S,0,0
Amelia Earhart Dr @ 5530 W,0,0
Redwood Rd @ 8770 S,0,0
6200 S @ 3185 W,0,0
Holladay Blvd @ 5571 S,0,0
1300 E @ 3435 S,0,0
4800 W @ 3611 S,0,0
3300 S @ 2828 E,0,0
4000 W @ 8570 S,0,0
Highland Dr @ 9156 S,0,0
10000 S / Centennial Pkwy,0,0
Redwood Rd @ 8347 S,0,0
Centennial Pkwy @ 10152 S,0,0
1900 E @ 1295 S,0,0
Temple Drive @ 11055 S,0,0
Pioneer Rd @ 1381 S,0,0
2300 E @ 4279 S,0,0
1700 S @ 611 E,0,0
State St @ 8718 S,0,0
Grizzly Way @ 7761 S,0,0
Holladay Blvd @ 6002 S,0,0
1700 E @ 2005 S,0,0
4800 W @ 4177 S,0,0
Foothill Dr @ 1720 S,0,0
3100 S @ 2931 W,0,0
Foothill Dr @ 1520 S,0,0
Fort Union Blvd @ 2725 E,0,0
North Temple @ 988 W,0,0
1500 E @ 1568 S,0,0
Wasatch Dr / Exploration Way,0,0
6200 S @ 3366 W,0,0
3100 S @ 4610 W,0,0
Cougar Ln @ 6558 S,0,0
2400 W @ 1 S,0,0
1300 E @ 1418 S,0,0
400 S / 600 E for Trolley Stn,0,0
Lake Park Blvd @ 4781 W,0,0
Wiley Post Way @ 4910 W,0,0
1300 E @ 4152 S,0,0
2300 E @ 4288 S,0,0
Wasatch Blvd @ 3990 S,0,0
Holladay Blvd @ 6100 S,0,0
1900 E @ 1450 S,0,0
2300 E @ 3528 S,0,0
3300 S @ 1590 E,0,0
2000 E @ 3166 S,0,0
1700 E @ 1958 S,0,0
California Ave @ 1645 W,0,0
Highland Dr @ 5610 S,0,0
Clernates Dr @ 6399 S,0,0
North Temple @ 1293 W,0,0
1300 E @ 5354 S,0,0
Billy Mitchell Rd @ 456 N,0,0
1300 E @ 6808 S,0,0
3900 S @ 3290 E,0,0
2700 W @ 5514 S,0,0
7000 S @ 5138 W,0,0
2300 E @ 3712 S,0,0
Constitution Blvd @ 2915 S,0,0
Billy Mitchell Rd @ 364 N,0,0
2300 E @ 3630 S,0,0
4800 W @ 3990 S,0,0
2200 W @ 4621 S,0,0
2700 W @ 6387 S,0,0
Power Station,0,0
5600 W / 4300 S,0,0
Beck Street @ 1444 N,0,0
3rd Ave / F St,0,0
Constitution Blvd @ 3830 S,0,0
Copper City Dr / Lodestone Ave,0,0
River Front Pkwy @ 10996 S,0,0
Little Cottonwood Rd @ 2735 E,0,0
Temple Drive @ 10877 S,0,0
Holladay Blvd. @ 5160 S,0,0
Temple Drive @ 10770 S,0,0
1300 E @ 6538 S,0,0
State St @ 5680 S,0,0
Wiley Post Way @ 5184 W,0,0
Fort Union Blvd @ 1212 E,0,0
Constitution Blvd @ 2770 S,0,0
7000 S @ 4846 W,0,0
State St @ 7434 S,0,0
Holladay Blvd @ 5277 S,0,0
4800 W @ 3668 S,0,0
4000 W @ 3720 S,0,0
3200 W @ 3518 S,0,0
2700 S @ 5520 W,0,0
1700 E @ 1884 S,0,0
Wright Brothers Dr @ 359 N,0,0
4000 W @ 3850 S,0,0
State St @ 8266 S,0,0
1700 S @ 1799 E,0,0
3100 S @ 3366 W,0,0
4800 W @ 3848 S,0,0
Lake Park Blvd @ 4256 W,0,0
Vine St @ 61 E,0,0
State St @ 5311 S,0,0
Grizzly Way @ 7980 S,0,0
4800 W @ 4068 S,0,0
6200 S @ 3534 W,0,0
State St @ 8028 S,0,0
2400 W @ 55 N,0,0
2700 W @ 5300 S,0,0
Grizzly Way @ 7224 S,0,0
4700 S @ 1302 W,0,0
3100 S @ 2928 W,0,0
2000 E @ 3079 S,0,0
Jimmy Doolittle Rd @ 295 N,0,0
4000 W @ 3675 S,0,0
Grizzly Way @ 8916 S,0,0
4800 W @ 4563 S,0,0
1500 E @ 1151 S,0,0
